soprano;alto;tenor;bass;measure;composer;corpus
[['C#5', 1.0]];[['A4', 1.0]];[['E4', 1.0]];[['A2', 1.0]];0;bach;bwv253
[['C#5', 0.5], ['D5', 0.5], ['E5', 1.0], ['C#5', 1.0], ['A4', 1.0]];[['A4', 1.0], ['B4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 1.0], ['E4', 0.5], ['D4', 0.5]];[['A3', 1.0], ['G#3', 1.0], ['A3', 1.0], ['F#3', 1.0]];1;bach;bwv253
[['B4', 1.0], ['C#5', 1.0], ['D5', 1.0], ['C#5', 1.0]];[['G4', 0.5], ['F#4', 0.5], ['E4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['D4', 1.0], ['A3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['G3', 1.0], ['A3', 1.0], ['D3', 1.0], ['A2', 1.0]];2;bach;bwv253
[['B4', 1.0], ['A4', 1.0], ['A4', 1.5], ['B4', 0.5]];[['E4', 0.5], ['D4', 0.5], ['C#4', 1.0], ['F#4', 2.0]];[['G#3', 1.0], ['A3', 1.0], ['D4', 2.0]];[['E3', 1.0], ['F#3', 0.5], ['E3', 0.5], ['D3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['G#3', 0.5]];3;bach;bwv253
[['C#5', 1.0], ['C#5', 1.0], ['B4', 0.5], ['A4', 0.5], ['B4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 1.5], ['D4', 0.5]];[['C#4', 0.5], ['B3', 0.5], ['A3', 1.0], ['A3', 1.0], ['G#3', 1.0]];[['A3', 1.0], ['C#3', 0.5], ['D3', 0.5], ['E3', 1.0], ['E3', 1.0]];4;bach;bwv253
[['A4', 3.0]];[['C#4', 3.0]];[['E3', 3.0]];[['A2', 3.0]];5;bach;bwv253
[['C#5', 1.0]];[['A4', 1.0]];[['E4', 1.0]];[['A2', 1.0]];6;bach;bwv253
[['B4', 1.0], ['C#5', 1.0], ['A4', 1.0], ['F#4', 1.0]];[['G#4', 1.0], ['G#4', 1.0], ['F#4', 0.5], ['E4', 0.5], ['D#4', 1.0]];[['E4', 0.5], ['D4', 0.5], ['C#4', 1.0], ['C#4', 1.0], ['B3', 1.0]];[['E3', 1.0], ['E#3', 1.0], ['F#3', 1.0], ['B3', 0.5], ['A3', 0.5]];7;bach;bwv253
[['B4', 1.0], ['A4', 1.0], ['B4', 1.0], ['C#5', 1.0]];[['E4', 1.5], ['D#4', 0.5], ['E4', 1.0], ['E#4', 1.0]];[['B3', 1.0], ['A3', 1.0], ['G#3', 1.0], ['G#3', 1.0]];[['G#3', 1.0], ['F#3', 1.0], ['E3', 1.0], ['C#3', 1.0]];8;bach;bwv253
[['A4', 1.0], ['A4', 1.0], ['A4', 1.5], ['B4', 0.5]];[['C#4', 1.0], ['F#4', 1.0], ['E4', 1.0], ['F#4', 0.5], ['G#4', 0.5]];[['A3', 1.0], ['D4', 1.0], ['C#4', 0.5], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5]];[['F#3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['G#3', 0.5], ['A3', 0.5], ['B3', 0.5], ['A3', 0.5], ['G#3', 0.5]];9;bach;bwv253
[['C#5', 1.0], ['C#5', 1.0], ['B4', 0.5], ['A4', 0.5], ['B4', 1.0]];[['A4', 1.0], ['E4', 1.0], ['E4', 1.5], ['D4', 0.5]];[['A3', 1.0], ['A3', 1.0], ['A3', 1.0], ['G#3', 1.0]];[['F#3', 1.0], ['C#3', 0.5], ['D3', 0.5], ['E3', 1.0], ['E3', 1.0]];10;bach;bwv253
[['A4', 3.0]];[['C#4', 3.0]];[['E3', 3.0]];[['A2', 3.0]];11;bach;bwv253
