soprano;alto;tenor;bass;measure;composer;corpus
[['G4', 2.0], ['A4', 2.0]];[['E4', 0.5], ['F4', 0.5], ['G4', 1.0], ['G4', 0.5], ['F#4', 0.25], ['E4', 0.25], ['F#4', 1.0]];[['B3', 1.5], ['C4', 0.25], ['D4', 0.25], ['E4', 0.5], ['A3', 0.5], ['D4', 1.0]];[['E3', 1.5], ['D3', 0.5], ['C3', 1.0], ['D3', 1.0]];0;bach;bwv371
[['B4', 2.0], ['A4', 1.0], ['C5', 1.0]];[['G4', 2.0], ['F4', 1.0], ['E4', 1.0]];[['D4', 2.0], ['D4', 1.0], ['C4', 0.5], ['D4', 0.5]];[['G2', 2.0], ['D3', 1.0], ['A2', 0.5], ['B2', 0.5]];1;bach;bwv371
[['C5', 1.0], ['B4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['A4', 1.0], ['G4', 1.0], ['G4', 0.5], ['F#4', 0.25], ['E4', 0.25], ['F#4', 1.0]];[['E4', 2.0], ['E4', 0.5], ['C4', 0.5], ['A3', 0.5], ['D4', 0.25], ['C4', 0.25]];[['C3', 0.5], ['D3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C3', 0.5], ['A2', 0.5], ['D3', 1.0]];2;bach;bwv371
[['G4', 2.0], ['A4', 1.0], ['A4', 1.0]];[['D4', 2.0], ['F4', 0.5], ['E4', 0.5], ['D4', 0.5], ['C#4', 0.5]];[['B3', 2.0], ['D4', 0.5], ['C4', 0.25], ['B-3', 0.25], ['A3', 1.0]];[['G2', 2.0], ['D3', 0.5], ['E3', 0.5], ['F3', 1.0]];3;bach;bwv371
[['G4', 1.0], ['F4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['D4', 0.5], ['C#4', 0.5], ['D4', 1.5], ['C#4', 0.25], ['B3', 0.25], ['C#4', 1.0]];[['B-3', 1.0], ['A3', 0.5], ['D4', 0.5], ['B-3', 0.5], ['G3', 0.5], ['E3', 0.5], ['A3', 0.25], ['G3', 0.25]];[['F3', 0.5], ['E3', 0.5], ['F3', 0.5], ['B-3', 0.5], ['G3', 0.5], ['E3', 0.5], ['A3', 0.5], ['A2', 0.5]];4;bach;bwv371
[['D4', 2.0]];[['A3', 2.0]];[['F3', 2.0]];[['D3', 2.0]];5;bach;bwv371
[['D4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['E4', 1.0]];[['F3', 1.0], ['E3', 0.5], ['A3', 0.5]];[['D3', 1.5], ['C#3', 0.5]];6;bach;bwv371
[['A4', 1.0], ['G4', 1.0], ['A4', 1.0], ['B4', 1.0]];[['F4', 0.25], ['E4', 0.25], ['D4', 1.0], ['E4', 0.25], ['D4', 0.25], ['C4', 0.5], ['F4', 1.0], ['E4', 0.5]];[['A3', 0.5], ['D4', 0.25], ['C4', 0.25], ['B3', 0.5], ['C4', 0.25], ['B3', 0.25], ['A3', 0.5], ['C4', 0.5], ['D4', 0.5], ['C4', 0.25], ['B3', 0.25]];[['D3', 0.5], ['F3', 1.0], ['D3', 0.5], ['F3', 0.5], ['A3', 1.0], ['G#3', 0.5]];7;bach;bwv371
[['C5', 1.0], ['B4', 1.0], ['A4', 2.0]];[['E4', 0.25], ['F#4', 0.25], ['G4', 1.0], ['G4', 1.0], ['F#4', 0.25], ['E4', 0.25], ['F#4', 1.0]];[['A3', 0.5], ['G3', 0.25], ['A3', 0.25], ['B3', 0.5], ['C4', 0.25], ['D4', 0.25], ['E4', 0.5], ['C4', 0.5], ['A3', 0.5], ['D4', 0.5]];[['A3', 0.5], ['E3', 1.0], ['D3', 0.5], ['C3', 0.5], ['A2', 0.5], ['D3', 1.0]];8;bach;bwv371
[['G4', 2.0], ['G4', 1.0], ['F4', 0.5], ['G4', 0.5]];[['D4', 2.0], ['E4', 1.0], ['D4', 1.0]];[['B3', 2.0], ['C4', 1.5], ['B-3', 0.5]];[['G2', 2.0], ['C3', 1.0], ['D3', 0.5], ['E3', 0.5]];9;bach;bwv371
