soprano;alto;tenor;bass;measure;composer;corpus
[['G4', 2.0], ['A4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['B3', 2.0], ['F#3', 1.0]];[['G2', 1.0], ['B2', 1.0], ['D3', 1.0]];0;bach;bwv70.7
[['B4', 2.0], ['A4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['G3', 2.0], ['A3', 1.0]];[['G3', 2.0], ['F#3', 1.0]];1;bach;bwv70.7
[['G4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['C#4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['C#3', 1.0], ['D3', 1.0], ['A2', 1.0]];2;bach;bwv70.7
[['D4', 3.0]];[['A3', 3.0]];[['F#3', 3.0]];[['D3', 3.0]];3;bach;bwv70.7
[['G4', 2.0], ['A4', 1.0]];[['E4', 2.0], ['F#4', 1.0]];[['B3', 2.0], ['D4', 1.0]];[['E3', 2.0], ['D3', 1.0]];4;bach;bwv70.7
[['B4', 2.0], ['C5', 1.0]];[['G4', 2.0], ['G4', 1.0]];[['D4', 2.0], ['C4', 1.0]];[['G3', 1.0], ['F#3', 1.0], ['E3', 1.0]];5;bach;bwv70.7
[['B4', 1.0], ['A4', 2.0]];[['G4', 2.0], ['F#4', 1.0]];[['D4', 1.0], ['E4', 1.0], ['D4', 1.0]];[['D3', 1.0], ['C3', 1.0], ['D3', 1.0]];6;bach;bwv70.7
[['G4', 3.0]];[['D4', 3.0]];[['B3', 3.0]];[['G2', 3.0]];7;bach;bwv70.7
[['G4', 2.0], ['A4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['B3', 2.0], ['F#3', 1.0]];[['G2', 1.0], ['B2', 1.0], ['D3', 1.0]];8;bach;bwv70.7
[['B4', 2.0], ['A4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['G3', 2.0], ['A3', 1.0]];[['G3', 2.0], ['F#3', 1.0]];9;bach;bwv70.7
