soprano;alto;tenor;bass;measure;composer;corpus
[['F4', 1.0], ['F4', 1.0], ['F4', 1.0]];[['C4', 1.0], ['C4', 1.0], ['F4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['F3', 1.0], ['F3', 0.5], ['E3', 0.5], ['D3', 1.0]];0;bach;bwv349
[['B-4', 2.0], ['G4', 1.0]];[['F4', 1.0], ['E4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['G3', 0.5], ['A3', 0.5], ['B-3', 1.0], ['C4', 1.0]];[['G3', 1.0], ['G2', 1.0], ['C3', 1.0]];1;bach;bwv349
[['A4', 2.0], ['B4', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['C4', 2.0], ['D4', 1.0]];[['F3', 1.0], ['E3', 1.0], ['D3', 1.0]];2;bach;bwv349
[['C5', 3.0]];[['G4', 3.0]];[['E4', 3.0]];[['C3', 3.0]];3;bach;bwv349
[['A4', 1.0], ['B-4', 1.0], ['C5', 1.0]];[['F4', 1.0], ['F4', 1.0], ['G4', 0.5], ['A4', 0.5]];[['C4', 1.0], ['D4', 1.0], ['E-4', 1.0]];[['F3', 0.5], ['E-3', 0.5], ['D3', 1.0], ['C3', 1.0]];4;bach;bwv349
[['D5', 2.0], ['B-4', 1.0]];[['B-4', 2.0], ['B-4', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['B-2', 1.0], ['C3', 1.0], ['D3', 1.0]];5;bach;bwv349
[['C5', 3.0]];[['B-4', 2.0], ['A4', 1.0]];[['G4', 0.5], ['F4', 0.5], ['E-4', 0.5], ['D4', 0.5], ['C4', 0.5], ['E-4', 0.5]];[['E-3', 1.0], ['C3', 1.0], ['F3', 1.0]];6;bach;bwv349
[['B-4', 3.0]];[['F4', 3.0]];[['E-4', 0.5], ['D4', 0.25], ['C4', 0.25], ['D4', 2.0]];[['B-2', 3.0]];7;bach;bwv349
[['C5', 1.0], ['A4', 0.5], ['B-4', 0.5], ['C5', 1.0]];[['G4', 1.0], ['F4', 1.0], ['F4', 1.0]];[['C4', 1.0], ['C4', 1.0], ['C4', 1.0]];[['E3', 1.0], ['F3', 1.0], ['A2', 1.0]];8;bach;bwv349
[['D5', 2.0], ['C5', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['C4', 1.0], ['B-3', 1.0], ['A3', 1.0]];[['B-2', 0.5], ['C3', 0.5], ['D3', 0.5], ['E3', 0.5], ['F3', 1.0]];9;bach;bwv349
[['C5', 1.5], ['B-4', 0.5], ['A4', 1.0]];[['G4', 0.5], ['F4', 0.5], ['E4', 1.0], ['F4', 1.0]];[['G3', 1.0], ['C4', 1.0], ['C4', 1.0]];[['E3', 1.0], ['C3', 1.0], ['F3', 1.0]];10;bach;bwv349
[['G4', 3.0]];[['F4', 1.0], ['E4', 2.0]];[['C4', 3.0]];[['C3', 3.0]];11;bach;bwv349
[['C5', 1.0], ['C5', 1.0], ['C5', 1.0]];[['F4', 1.0], ['G4', 0.5], ['B-4', 0.5], ['A4', 1.0]];[['C4', 1.0], ['C4', 1.0], ['F4', 0.5], ['E4', 0.5]];[['A3', 1.0], ['E3', 1.0], ['F3', 1.0]];12;bach;bwv349
[['B-4', 2.0], ['A4', 1.0]];[['G4', 1.0], ['F4', 0.5], ['E4', 0.5], ['F4', 1.0]];[['D4', 1.0], ['C4', 1.0], ['C4', 1.0]];[['G3', 1.0], ['C3', 1.0], ['F3', 1.0]];13;bach;bwv349
[['A4', 1.0], ['G4', 2.0]];[['F4', 2.0], ['E4', 1.0]];[['C4', 1.0], ['D4', 1.0], ['C4', 0.5], ['B-3', 0.5]];[['A2', 1.0], ['B-2', 1.0], ['C3', 1.0]];14;bach;bwv349
[['F4', 3.0]];[['C4', 3.0]];[['A3', 3.0]];[['F2', 3.0]];15;bach;bwv349
