soprano;alto;tenor;bass;measure;composer;corpus
[['E4', 0.5], ['F#4', 0.5]];[['B3', 1.0]];[['G#3', 0.5], ['A3', 0.5]];[['E2', 1.0]];0;bach;bwv139.6
[['G#4', 1.0], ['A4', 1.0], ['B4', 1.0], ['B4', 1.0]];[['E4', 1.0], ['E4', 0.5], ['D#4', 0.5], ['E4', 1.0], ['E4', 1.0]];[['B3', 1.0], ['A3', 1.0], ['G#3', 1.0], ['G#3', 1.0]];[['E3', 1.0], ['F#3', 1.0], ['G#3', 1.0], ['C#3', 1.0]];1;bach;bwv139.6
[['A4', 1.0], ['G#4', 1.0], ['F#4', 1.0], ['B4', 1.0]];[['B3', 1.0], ['B3', 0.5], ['C#4', 0.5], ['D#4', 1.0], ['F#4', 1.0]];[['F#3', 1.0], ['G#3', 0.5], ['A3', 0.5], ['B3', 1.0], ['D#4', 1.0]];[['D#3', 1.0], ['E3', 1.0], ['B2', 1.0], ['B3', 1.0]];2;bach;bwv139.6
[['C#5', 1.0], ['D#5', 1.0], ['E5', 1.0], ['D#5', 0.5], ['C#5', 0.5]];[['F#4', 1.0], ['F#4', 1.0], ['E4', 0.5], ['F#4', 0.5], ['G#4', 1.0]];[['C#4', 1.0], ['A#3', 1.0], ['B3', 1.0], ['B3', 1.0]];[['A#3', 1.0], ['G#3', 0.5], ['F#3', 0.5], ['G#3', 1.0], ['F#3', 0.5], ['E3', 0.5]];3;bach;bwv139.6
[['C#5', 2.0], ['B4', 1.0], ['E4', 0.5], ['F#4', 0.5]];[['F#4', 1.5], ['E4', 0.5], ['D#4', 1.0], ['B3', 1.0]];[['B3', 1.0], ['A#3', 1.0], ['B3', 1.0], ['G#3', 0.5], ['A3', 0.5]];[['F#3', 1.0], ['F#2', 1.0], ['B2', 1.0], ['E2', 1.0]];4;bach;bwv139.6
[['G#4', 1.0], ['A4', 1.0], ['B4', 1.0], ['B4', 1.0]];[['E4', 1.0], ['E4', 0.5], ['D#4', 0.5], ['E4', 1.0], ['E4', 1.0]];[['B3', 1.0], ['A3', 1.0], ['G#3', 1.0], ['G#3', 1.0]];[['E3', 1.0], ['F#3', 1.0], ['G#3', 1.0], ['C#3', 1.0]];5;bach;bwv139.6
[['A4', 1.0], ['G#4', 1.0], ['F#4', 1.0], ['B4', 1.0]];[['B3', 1.0], ['B3', 0.5], ['C#4', 0.5], ['D#4', 1.0], ['F#4', 1.0]];[['F#3', 1.0], ['G#3', 0.5], ['A3', 0.5], ['B3', 1.0], ['D#4', 1.0]];[['D#3', 1.0], ['E3', 1.0], ['B2', 1.0], ['B3', 1.0]];6;bach;bwv139.6
[['C#5', 1.0], ['D#5', 1.0], ['E5', 1.0], ['D#5', 0.5], ['C#5', 0.5]];[['F#4', 1.0], ['F#4', 1.0], ['E4', 0.5], ['F#4', 0.5], ['G#4', 1.0]];[['C#4', 1.0], ['A#3', 1.0], ['B3', 1.0], ['B3', 1.0]];[['A#3', 1.0], ['G#3', 0.5], ['F#3', 0.5], ['G#3', 1.0], ['F#3', 0.5], ['E3', 0.5]];7;bach;bwv139.6
[['C#5', 2.0], ['B4', 1.0], ['B4', 1.0]];[['F#4', 1.5], ['E4', 0.5], ['D#4', 1.0], ['E4', 0.5], ['F#4', 0.5]];[['B3', 1.0], ['A#3', 1.0], ['B3', 1.0], ['G#3', 1.0]];[['F#3', 1.0], ['F#2', 1.0], ['B2', 1.0], ['E3', 0.5], ['D#3', 0.5]];8;bach;bwv139.6
[['E5', 1.0], ['D#5', 1.0], ['C#5', 1.0], ['B4', 1.0]];[['G#4', 1.0], ['A4', 0.5], ['B4', 0.5], ['E4', 1.0], ['F#4', 0.5], ['G#4', 0.5]];[['C#4', 1.0], ['C#4', 0.5], ['B3', 0.5], ['A3', 1.0], ['A3', 0.5], ['G#3', 0.5]];[['C#3', 1.0], ['F#3', 0.5], ['G#3', 0.5], ['A3', 1.0], ['D#3', 0.5], ['E#3', 0.5]];9;bach;bwv139.6
[['A4', 1.0], ['G#4', 1.0], ['F#4', 1.0], ['B4', 1.0]];[['C#4', 0.5], ['D#4', 0.5], ['E4', 1.0], ['D#4', 1.0], ['G#4', 0.5], ['F#4', 0.5]];[['A3', 1.0], ['B3', 0.5], ['C#4', 0.5], ['D#4', 1.0], ['D#4', 1.0]];[['F#3', 1.0], ['G#3', 0.5], ['A#3', 0.5], ['B3', 1.0], ['G#3', 1.0]];10;bach;bwv139.6
[['A4', 1.0], ['G#4', 1.0], ['F#4', 0.5], ['G#4', 0.5], ['A4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 0.5], ['D#4', 0.5], ['E4', 1.0]];[['C#4', 1.0], ['B3', 1.0], ['C#4', 0.5], ['B3', 0.5], ['A3', 1.0]];[['C#3', 0.5], ['D#3', 0.5], ['E3', 1.0], ['A2', 0.5], ['B2', 0.5], ['C#3', 1.0]];11;bach;bwv139.6
[['G#4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['E4', 1.0], ['D#4', 1.0], ['B3', 1.0]];[['B3', 1.5], ['A3', 0.5], ['G#3', 1.0]];[['B2', 0.5], ['A2', 0.5], ['B2', 1.0], ['E2', 1.0]];12;bach;bwv139.6
