soprano;alto;tenor;bass;measure;composer;corpus
[['D5', 1.0], ['B-4', 1.0], ['D5', 1.0]];[['F4', 1.0], ['F4', 1.0], ['B-4', 1.0]];[['B-3', 1.0], ['B-3', 1.0], ['F4', 1.0]];[['B-2', 1.0], ['D3', 1.0], ['B-2', 1.0]];0;bach;bwv321
[['E-5', 2.0], ['D5', 1.0]];[['B-4', 1.0], ['A4', 1.0], ['F4', 1.0]];[['E-4', 1.0], ['C4', 1.0], ['B-3', 1.0]];[['C3', 1.0], ['F3', 1.0], ['B-3', 1.0]];1;bach;bwv321
[['C5', 2.0], ['B-4', 1.0]];[['G4', 1.0], ['F4', 1.5], ['E4', 0.5]];[['B-3', 1.0], ['A3', 1.0], ['B-3', 1.0]];[['E3', 1.0], ['F3', 1.0], ['G3', 1.0]];2;bach;bwv321
[['C5', 2.0], ['C5', 1.0]];[['A4', 2.0], ['A4', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['F3', 2.0], ['F3', 1.0]];3;bach;bwv321
[['D5', 1.0], ['D5', 1.0], ['D5', 1.0]];[['B-4', 1.0], ['F4', 0.5], ['A4', 0.5], ['G4', 0.5], ['F4', 0.5]];[['F4', 1.0], ['B-3', 0.5], ['C4', 0.5], ['D4', 1.0]];[['B-2', 1.0], ['D3', 1.0], ['B-2', 1.0]];4;bach;bwv321
[['G4', 2.0], ['A4', 1.0]];[['E4', 2.0], ['F4', 1.0]];[['C4', 2.0], ['C4', 1.0]];[['C3', 1.0], ['B-2', 1.0], ['A2', 1.0]];5;bach;bwv321
[['B-4', 2.0], ['B-4', 1.0]];[['F4', 1.0], ['E4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['D4', 1.0], ['B-3', 1.0], ['C4', 1.0]];[['G2', 2.0], ['C3', 1.0]];6;bach;bwv321
[['A4', 3.0]];[['F4', 3.0]];[['C4', 3.0]];[['F2', 3.0]];7;bach;bwv321
[['F4', 1.0], ['C5', 1.0], ['C5', 1.0]];[['C4', 1.0], ['C4', 1.0], ['E4', 1.0]];[['A3', 1.0], ['G3', 1.0], ['G3', 1.0]];[['F3', 1.0], ['E3', 1.0], ['C3', 1.0]];8;bach;bwv321
[['C5', 2.0], ['D5', 1.0]];[['F4', 2.0], ['B-4', 1.0]];[['A3', 2.0], ['F4', 1.0]];[['F3', 1.0], ['E-3', 1.0], ['D3', 1.0]];9;bach;bwv321
[['E-5', 2.0], ['E-5', 1.0]];[['B-4', 1.0], ['A4', 0.5], ['G4', 0.5], ['A4', 1.0]];[['G4', 1.0], ['E-4', 1.0], ['F4', 1.0]];[['C3', 2.0], ['F3', 1.0]];10;bach;bwv321
[['D5', 3.0]];[['B-4', 3.0]];[['F4', 3.0]];[['B-2', 3.0]];11;bach;bwv321
[['F5', 1.0], ['F5', 1.0], ['F5', 1.0]];[['F4', 1.0], ['B-4', 0.5], ['A4', 0.5], ['B-4', 1.0]];[['D4', 1.0], ['B-3', 0.5], ['C4', 0.5], ['D4', 1.0]];[['B-2', 1.0], ['D3', 1.0], ['B-2', 1.0]];12;bach;bwv321
[['E-5', 3.0]];[['G4', 1.0], ['C5', 1.0], ['A4', 1.0]];[['C4', 2.0], ['F4', 1.0]];[['C3', 1.0], ['A2', 1.0], ['F2', 1.0]];13;bach;bwv321
[['D5', 1.0], ['D5', 1.0], ['C5', 1.0]];[['B-4', 1.0], ['B-4', 1.5], ['A4', 0.5]];[['F4', 2.0], ['F4', 0.75], ['E-4', 0.25]];[['B-2', 1.0], ['D3', 1.0], ['F3', 1.0]];14;bach;bwv321
[['B-4', 3.0]];[['F4', 3.0]];[['D4', 3.0]];[['B-2', 3.0]];15;bach;bwv321
