soprano;alto;tenor;bass;measure;composer;corpus
[['F4', 1.0]];[['C4', 1.0]];[['A3', 1.0]];[['F3', 1.0]];0;bach;bwv368
[['F4', 2.0], ['F4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['A3', 2.0], ['B-3', 1.0]];[['D3', 1.0], ['C3', 1.0], ['B-2', 1.0]];1;bach;bwv368
[['A4', 2.0], ['B-4', 1.0]];[['E4', 2.0], ['E4', 1.0]];[['C4', 2.0], ['B-3', 1.0]];[['A2', 1.0], ['B-2', 0.5], ['A2', 0.5], ['G2', 0.5], ['A2', 0.5]];2;bach;bwv368
[['C5', 2.0], ['D5', 1.0]];[['F4', 3.0]];[['A3', 2.0], ['B-3', 1.0]];[['F2', 0.5], ['F3', 0.5], ['E-3', 0.5], ['D3', 0.5], ['C3', 0.5], ['B-2', 0.5]];3;bach;bwv368
[['C5', 3.0]];[['F4', 3.0]];[['A3', 3.0]];[['F3', 3.0]];4;bach;bwv368
[['F4', 2.0], ['F4', 1.0]];[['F4', 1.0], ['E4', 1.0], ['D4', 1.0]];[['A3', 2.0], ['B-3', 1.0]];[['D3', 1.0], ['C3', 1.0], ['B-2', 1.0]];5;bach;bwv368
[['A4', 2.0], ['B-4', 1.0]];[['C4', 2.0], ['D4', 1.0]];[['A3', 1.0], ['G3', 1.0], ['F3', 1.0]];[['F3', 1.0], ['E3', 1.0], ['D3', 1.0]];6;bach;bwv368
[['C5', 2.0], ['D5', 1.0]];[['C4', 1.0], ['E4', 1.0], ['G4', 1.0]];[['G3', 1.0], ['C4', 1.0], ['B3', 1.0]];[['E3', 1.0], ['C3', 1.0], ['G2', 1.0]];7;bach;bwv368
[['C5', 3.0]];[['E4', 3.0]];[['G3', 3.0]];[['C3', 3.0]];8;bach;bwv368
[['C5', 2.0], ['D5', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['A3', 2.0], ['B-3', 1.0]];[['F3', 2.0], ['B-3', 1.0]];9;bach;bwv368
[['C5', 2.0], ['B-4', 1.0]];[['E4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['C4', 1.0], ['D4', 1.0], ['E4', 1.0]];[['B-3', 1.0], ['A3', 1.0], ['G3', 1.0]];10;bach;bwv368
[['A4', 1.5], ['B-4', 0.5], ['A4', 0.5], ['G4', 0.5]];[['C#4', 1.0], ['D4', 1.0], ['E4', 1.0]];[['A3', 1.0], ['B3', 1.0], ['C#4', 1.0]];[['G3', 1.0], ['F3', 1.0], ['E3', 1.0]];11;bach;bwv368
[['F4', 2.0], ['F4', 1.0]];[['D4', 2.0], ['F4', 1.0]];[['A3', 2.0], ['C4', 1.0]];[['D3', 2.0], ['A2', 1.0]];12;bach;bwv368
[['G4', 2.0], ['G4', 1.0]];[['F4', 1.0], ['E4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['D4', 1.0], ['B-3', 1.0], ['C4', 1.0]];[['B-2', 1.0], ['G2', 1.0], ['C3', 1.0]];13;bach;bwv368
[['A4', 2.0], ['G4', 1.0]];[['F4', 2.0], ['E4', 1.0]];[['C4', 2.0], ['C4', 1.0]];[['F2', 0.5], ['G2', 0.5], ['A2', 0.5], ['B-2', 0.5], ['C3', 0.5], ['B-2', 0.5]];14;bach;bwv368
[['F4', 2.0], ['G4', 1.0]];[['F4', 1.5], ['G4', 0.5], ['F4', 0.5], ['E4', 0.5]];[['C4', 1.0], ['A3', 1.0], ['C4', 1.0]];[['A2', 1.0], ['F2', 1.0], ['C2', 1.0]];15;bach;bwv368
[['A4', 3.0]];[['F4', 3.0]];[['C4', 3.0]];[['F2', 3.0]];16;bach;bwv368
[['C5', 2.0], ['D5', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['A3', 2.0], ['B-3', 1.0]];[['F3', 1.0], ['E3', 1.0], ['D3', 1.0]];17;bach;bwv368
[['C5', 2.0], ['B-4', 1.0]];[['G4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['G3', 2.0], ['E4', 1.0]];[['E3', 1.0], ['D3', 1.0], ['C3', 1.0]];18;bach;bwv368
[['A4', 1.5], ['B-4', 0.5], ['A4', 0.5], ['G4', 0.5]];[['G4', 1.0], ['F4', 1.0], ['E4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['C#4', 1.0]];[['F3', 0.5], ['G3', 0.5], ['A3', 1.0], ['A2', 1.0]];19;bach;bwv368
[['F4', 2.0], ['F4', 1.0]];[['D4', 2.0], ['F4', 1.0]];[['A3', 2.0], ['C4', 1.0]];[['D3', 2.0], ['A2', 1.0]];20;bach;bwv368
[['G4', 2.0], ['G4', 1.0]];[['F4', 1.0], ['E4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['D4', 1.0], ['B-3', 1.0], ['C4', 1.0]];[['B-2', 1.0], ['G2', 1.0], ['C3', 1.0]];21;bach;bwv368
[['A4', 2.0], ['G4', 1.0]];[['F4', 2.0], ['E4', 1.0]];[['C4', 2.0], ['C4', 1.0]];[['F2', 0.5], ['G2', 0.5], ['A2', 0.5], ['B-2', 0.5], ['C3', 0.5], ['A2', 0.5]];22;bach;bwv368
[['F4', 2.0], ['G4', 1.0]];[['E4', 1.0], ['A3', 1.0], ['D4', 1.0]];[['A3', 2.0], ['B-3', 1.0]];[['D3', 1.0], ['C3', 1.0], ['B-2', 1.0]];23;bach;bwv368
[['A4', 3.0]];[['C#4', 3.0]];[['E3', 3.0]];[['A2', 3.0]];24;bach;bwv368
[['D4', 2.0], ['D4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[('P', 0.5), ['F3', 0.5], ['G3', 0.5], ['A3', 0.5], ['B-3', 0.5], ['A3', 0.5]];[['B-2', 1.0], ['A2', 1.0], ['G2', 1.0]];25;bach;bwv368
