soprano;alto;tenor;bass;measure;composer;corpus
[['A4', 1.0]];[['D4', 1.0]];[['F3', 1.0]];[['D3', 1.0]];0;bach;bwv293
[['G4', 1.0], ['D4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['D4', 0.5], ['C4', 1.0], ['B3', 0.25], ['C#4', 0.25], ['D4', 0.5], ['C4', 0.5], ['B3', 1.0]];[['G3', 1.0], ['G3', 1.0], ['A3', 1.0], ['G3', 1.0]];[['E3', 1.0], ['G3', 1.0], ['D3', 1.0], ['E3', 0.5], ['D3', 0.5]];1;bach;bwv293
[['A4', 1.0], ['A4', 1.0], ['G4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['D4', 0.5], ['C4', 0.5], ['B3', 1.0], ['D4', 1.0]];[['G3', 1.0], ['F#3', 1.0], ['D3', 1.0], ['F3', 1.0]];[['C3', 1.0], ['D3', 1.0], ['G2', 1.0], ['D3', 1.0]];2;bach;bwv293
[['G4', 1.0], ['D4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['D4', 0.5], ['C4', 1.0], ['B3', 0.25], ['C#4', 0.25], ['D4', 0.5], ['C4', 0.5], ['B3', 1.0]];[['G3', 1.0], ['G3', 1.0], ['A3', 1.0], ['G3', 1.0]];[['E3', 1.0], ['G3', 1.0], ['D3', 1.0], ['E3', 0.5], ['D3', 0.5]];3;bach;bwv293
[['A4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['G3', 1.0], ['F#3', 0.5], ['C4', 0.5], ['B3', 1.0]];[['C3', 1.0], ['D3', 1.0], ['G2', 1.0]];4;bach;bwv293
[['A4', 1.0]];[['F4', 1.0]];[['C4', 1.0]];[['F3', 0.5], ['E3', 0.5]];5;bach;bwv293
[['B4', 1.0], ['C5', 1.0], ['A4', 1.0], ['G4', 1.0]];[['F4', 1.5], ['E4', 1.0], ['D4', 0.5], ['D4', 1.0]];[['D4', 1.0], ['G3', 1.0], ['A3', 0.25], ['B3', 0.25], ['C4', 1.0], ['B3', 0.5]];[['D3', 1.0], ['C3', 1.0], ['F3', 0.5], ['F#3', 0.5], ['G3', 1.0]];6;bach;bwv293
[['G4', 1.0], ['F4', 1.0], ['E4', 1.0], ['F4', 1.0]];[['E4', 1.5], ['D4', 0.5], ['C#4', 1.0], ['D4', 0.5], ['C4', 0.5]];[['C4', 0.5], ['B-3', 0.5], ['A3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['C3', 0.5], ['C#3', 0.5], ['D3', 1.0], ['A2', 1.0], ['D3', 1.0]];7;bach;bwv293
[['G4', 1.0], ['D4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['B3', 0.5], ['C4', 1.0], ['B3', 0.25], ['C#4', 0.25], ['D4', 0.5], ['C4', 0.5], ['B3', 1.0]];[['G3', 1.0], ['G3', 1.0], ['A3', 1.0], ['G3', 1.0]];[['E3', 1.0], ['G3', 1.0], ['D3', 1.0], ['E3', 0.5], ['D3', 0.5]];8;bach;bwv293
[['A4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['E4', 1.0], ['D4', 0.5], ['C4', 0.5], ['B3', 1.0]];[['G3', 1.0], ['F#3', 1.0], ['D3', 1.0]];[['C3', 1.0], ['D3', 1.0], ['G2', 1.0]];9;bach;bwv293
