soprano;alto;tenor;bass;measure;composer;corpus
[['F4', 1.0]];[['C4', 1.0]];[['A3', 1.0]];[['F2', 1.0]];0;bach;bwv306
[['F4', 1.5], ['G4', 0.5], ['A4', 0.5], ['B-4', 0.5]];[['C4', 1.0], ['D4', 0.5], ['E4', 0.5], ['F4', 1.0]];[['A3', 0.5], ['B-3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F3', 1.0]];[['F3', 1.5], ['E3', 0.5], ['D3', 1.0]];1;bach;bwv306
[['C5', 2.0], ['G4', 1.0]];[['F4', 1.0], ['E4', 0.5], ['F4', 0.5], ['G4', 1.0]];[['G3', 2.0], ['C4', 1.0]];[['C3', 1.5], ['D3', 0.5], ['E3', 0.5], ['C3', 0.5]];2;bach;bwv306
[['A4', 2.0], ['B4', 1.0]];[['G4', 0.5], ['E4', 0.5], ['F4', 2.0]];[['C4', 2.0], ['D4', 1.0]];[['F3', 1.5], ['E3', 0.5], ['D3', 1.0]];3;bach;bwv306
[['C5', 2.0], ['B-4', 1.0]];[['F4', 1.0], ['E4', 1.0], ['G4', 1.0]];[['G3', 2.0], ['C4', 1.0]];[['C3', 2.0], ['E3', 1.0]];4;bach;bwv306
[['A4', 1.5], ['G4', 0.5], ['A4', 0.5], ['B-4', 0.5]];[['G4', 1.0], ['F4', 2.0]];[['C4', 0.5], ['A3', 0.5], ['D4', 2.0]];[['F3', 1.5], ['E3', 0.5], ['D3', 1.0]];5;bach;bwv306
[['C5', 2.0], ['B-4', 1.0]];[['G4', 0.5], ['F4', 0.5], ['G4', 0.5], ['A4', 1.0], ['G4', 0.5]];[['C4', 0.5], ['D4', 0.5], ['E4', 1.0], ['D4', 1.0]];[['E3', 1.5], ['F#3', 0.5], ['G3', 1.0]];6;bach;bwv306
[['A4', 2.0], ['G4', 1.0]];[['G4', 0.5], ['F4', 0.25], ['E4', 0.25], ['F4', 1.5], ['E4', 0.25], ['D4', 0.25]];[['D4', 1.0], ['A3', 1.0], ['D3', 1.0]];[['D3', 1.5], ['C3', 0.5], ['B-2', 1.0]];7;bach;bwv306
[['A4', 2.0]];[['C#4', 2.0]];[['E3', 2.0]];[['A2', 2.0]];8;bach;bwv306
[['A4', 1.0]];[['D4', 1.0]];[['F3', 1.0]];[['D3', 1.0]];9;bach;bwv306
[['C5', 2.0], ['B-4', 1.0]];[['E4', 1.5], ['F4', 0.5], ['G4', 1.0]];[['A3', 1.0], ['C4', 2.0]];[['A3', 0.5], ['A2', 0.5], ['A3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E3', 0.5]];10;bach;bwv306
[['A4', 2.0], ['G4', 1.0]];[['G4', 1.0], ['F4', 1.0], ['E4', 1.0]];[['C4', 0.5], ['A3', 0.5], ['D4', 0.5], ['C4', 0.5], ['B-3', 1.0]];[['F3', 0.5], ['F2', 0.5], ['F3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5]];11;bach;bwv306
[['F4', 2.0], ['E4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['C4', 0.5], ['B-3', 0.5]];[['A3', 0.5], ['F3', 0.5], ['B-3', 0.5], ['A3', 0.5], ['G3', 1.0]];[['D3', 1.0], ['B-2', 1.0], ['C3', 1.0]];12;bach;bwv306
[['F4', 2.0], ['F4', 1.0]];[['A3', 2.0], ['D4', 1.0]];[['F3', 2.0], ['A3', 1.0]];[['D3', 2.0], ['D3', 0.5], ['C3', 0.5]];13;bach;bwv306
[['G4', 0.5], ['F4', 0.5], ['G4', 0.5], ['A4', 0.5], ['B-4', 1.0]];[['D4', 1.0], ['E4', 0.5], ['F4', 0.5], ['D4', 0.5], ['E4', 0.5]];[['G3', 1.0], ['C4', 1.0], ['D4', 0.5], ['G3', 0.5]];[['B-2', 1.5], ['A2', 0.5], ['G2', 1.0]];14;bach;bwv306
[['A4', 2.0], ['G4', 1.0]];[['F4', 2.0], ['E4', 1.0]];[['A3', 0.5], ['B-3', 0.5], ['C4', 1.5], ['B-3', 0.5]];[['F2', 0.5], ['G2', 0.5], ['A2', 0.5], ['B-2', 0.5], ['C3', 1.0]];15;bach;bwv306
[['F4', 2.0], ['E4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['C4', 1.0]];[['A3', 1.0], ['B-3', 0.5], ['A3', 0.5], ['G3', 0.5], ['B-3', 0.5]];[['D3', 0.5], ['C3', 0.5], ['B-2', 1.0], ['C3', 1.0]];16;bach;bwv306
[['F4', 2.0]];[['C4', 2.0]];[['A3', 2.0]];[['F2', 2.0]];17;bach;bwv306
