soprano;alto;tenor;bass;measure;composer;corpus
[['C#5', 0.5], ['B4', 0.5]];[['E4', 1.0]];[['A3', 0.5], ['B3', 0.5]];[['A3', 0.5], ['G#3', 0.5]];0;bach;bwv66.6
[['A4', 1.0], ['B4', 1.0], ['C#5', 1.0], ['E5', 1.0]];[['F#4', 1.0], ['E4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['C#4', 1.0], ['B3', 1.0], ['A3', 1.0], ['B3', 1.0]];[['F#3', 1.0], ['G#3', 1.0], ['A3', 1.0], ['G#3', 1.0]];1;bach;bwv66.6
[['C#5', 1.0], ['B4', 1.0], ['A4', 1.0], ['C#5', 1.0]];[['E4', 0.5], ['A4', 0.5], ['G#4', 1.0], ['E4', 1.0], ['G#4', 1.0]];[['A3', 0.5], ['E4', 0.5], ['E4', 0.5], ['D4', 0.5], ['C#4', 1.0], ['C#4', 1.0]];[['A3', 0.5], ['C#3', 0.5], ['E3', 1.0], ['A2', 1.0], ['E#3', 1.0]];2;bach;bwv66.6
[['A4', 0.5], ['B4', 0.5], ['G#4', 1.0], ['F#4', 1.0], ['A4', 1.0]];[['F#4', 0.5], ['G#4', 0.5], ['E#4', 1.0], ['C#4', 1.0], ['F#4', 1.0]];[['C#4', 0.5], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5], ['A3', 1.0], ['C#4', 1.0]];[['F#3', 0.5], ['B2', 0.5], ['C#3', 1.0], ['F#2', 1.0], ['F#3', 1.0]];3;bach;bwv66.6
[['B4', 1.0], ['B4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['F#4', 1.0], ['E4', 1.0], ['D#4', 1.0], ['C#4', 1.0]];[['B3', 1.0], ['B3', 1.0], ['B3', 0.5], ['A3', 0.5], ['G#3', 1.0]];[['G#3', 0.5], ['F#3', 0.5], ['G#3', 0.5], ['A3', 0.5], ['B3', 0.5], ['B2', 0.5], ['C#3', 1.0]];4;bach;bwv66.6
[['A4', 1.0], ['B4', 1.0], ['C#5', 1.0], ['C#5', 1.0]];[['C#4', 0.5], ['F#4', 0.5], ['E4', 1.0], ['E4', 1.0], ['A4', 1.0]];[['F#3', 0.5], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5], ['A3', 1.0], ['E4', 1.0]];[['F#3', 1.0], ['G#3', 1.0], ['A3', 1.0], ['A3', 1.0]];5;bach;bwv66.6
[['A4', 1.0], ['B4', 1.0], ['C#5', 1.0], ['A4', 1.0]];[['F#4', 1.0], ['F#4', 1.0], ['G#4', 1.0], ['F#4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['C#4', 1.0], ['C#4', 1.0]];[['D4', 1.0], ['B3', 1.0], ['E#3', 1.0], ['F#3', 1.0]];6;bach;bwv66.6
[['G#4', 1.0], ['F#4', 1.0], ['G#4', 2.0]];[['F#4', 0.5], ['E#4', 0.5], ['F#4', 0.5], ['F#3', 0.5], ['C#4', 2.0]];[['D4', 0.5], ['C#4', 0.5], ['C#4', 0.5], ['B3', 0.5], ['E#3', 2.0]];[['B2', 0.5], ['C#3', 0.5], ['D3', 1.0], ['C#3', 2.0]];7;bach;bwv66.6
[['F#4', 2.0], ['F#4', 1.0], ['F#4', 1.0]];[['C#4', 0.5], ['D4', 0.5], ['E4', 2.0], ['D4', 0.5], ['C#4', 0.5]];[['F#3', 1.0], ['C#4', 2.0], ['B3', 0.5], ['A#3', 0.5]];[['A#2', 2.0], ['B2', 1.0], ['C#3', 1.0]];8;bach;bwv66.6
[['F#4', 1.0], ['F#4', 0.5], ['E#4', 0.5], ['F#4', 1.0]];[['B3', 0.5], ['C#4', 0.5], ['D4', 1.0], ['C#4', 1.0]];[['B3', 1.0], ['B3', 1.0], ['A#3', 1.0]];[['D3', 1.0], ['B2', 1.0], ['F#3', 1.0]];9;bach;bwv66.6
