soprano;alto;tenor;bass;measure;composer;corpus
[['F4', 0.5], ['G4', 0.5]];[['D4', 1.0]];[['B-3', 1.0]];[['B-2', 1.0]];0;bach;bwv176.6
[['A-4', 1.0], ['B-4', 1.0], ['C5', 1.0], ['B-4', 1.0]];[['C4', 0.5], ['D4', 0.5], ['E-4', 1.0], ['E-4', 0.5], ['F4', 0.5], ['G4', 1.0]];[['A-3', 1.0], ['G3', 1.0], ['A-3', 1.0], ['E-4', 0.5], ['D4', 0.5]];[['F3', 1.0], ['E-3', 1.0], ['A-3', 1.0], ['G3', 0.5], ['F3', 0.5]];1;bach;bwv176.6
[['E-5', 1.0], ['D5', 0.5], ['C5', 0.5], ['C5', 1.0], ['B-4', 1.0]];[['G4', 1.0], ['G4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['C4', 1.0], ['B3', 1.0], ['E-4', 1.0], ['D4', 1.0]];[['E-3', 0.5], ['F3', 0.5], ['G3', 1.0], ['C3', 1.0], ['G3', 1.0]];2;bach;bwv176.6
[['E-5', 1.0], ['D5', 1.0], ['C5', 1.0], ['B-4', 1.0]];[['G4', 1.0], ['G4', 1.0], ['A-4', 0.5], ['G4', 0.5], ['F4', 1.0]];[['C4', 1.0], ['D4', 0.5], ['E4', 0.5], ['F4', 1.0], ['F3', 0.5], ['G3', 0.5]];[['C4', 1.0], ['B-3', 1.0], ['A-3', 1.0], ['D3', 0.5], ['E3', 0.5]];3;bach;bwv176.6
[['A-4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['C4', 0.5], ['F4', 1.0], ['E4', 0.5], ['C4', 1.0]];[['A-3', 0.5], ['B-3', 0.5], ['C4', 1.0], ['A-3', 1.0]];[['F3', 1.0], ['C3', 1.0], ['F2', 1.0]];4;bach;bwv176.6
[['F4', 0.5], ['G4', 0.5]];[['C4', 1.0]];[['A-3', 0.5], ['G3', 0.5]];[['F3', 0.5], ['E-3', 0.5]];5;bach;bwv176.6
[['A-4', 1.0], ['B-4', 1.0], ['C5', 1.0], ['B-4', 1.0]];[['F4', 1.0], ['G4', 1.0], ['A-4', 1.0], ['G4', 1.0]];[['F3', 0.5], ['A-3', 0.5], ['D-4', 1.0], ['E-4', 1.0], ['E-4', 0.5], ['F4', 0.5]];[['D-3', 0.5], ['C3', 0.5], ['B-2', 1.0], ['A-2', 1.0], ['E-3', 0.5], ['D3', 0.5]];6;bach;bwv176.6
[['E-5', 1.0], ['D5', 0.5], ['C5', 0.5], ['C5', 1.0], ['B-4', 1.0]];[['C5', 1.0], ['B4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['G4', 1.0], ['G4', 1.0], ['E-4', 1.0], ['D4', 1.0]];[['C3', 1.0], ['G3', 1.0], ['C4', 1.0], ['G3', 1.0]];7;bach;bwv176.6
[['E-5', 1.0], ['D5', 1.0], ['C5', 1.0], ['B-4', 1.0]];[['G4', 0.5], ['C5', 0.5], ['C5', 0.5], ['B-4', 0.5], ['B-4', 0.5], ['A-4', 0.5], ['G4', 0.5], ['E4', 0.5]];[['C4', 1.0], ['F3', 0.5], ['G3', 0.5], ['A-3', 1.0], ['B-3', 1.0]];[['C3', 1.0], ['D3', 0.5], ['E3', 0.5], ['F3', 1.0], ['D-3', 1.0]];8;bach;bwv176.6
[['A-4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['F4', 1.0], ['E4', 1.0], ['C4', 1.0]];[['C4', 1.0], ['B-3', 0.5], ['A-3', 0.5], ['A-3', 1.0]];[['C3', 0.5], ['B-2', 0.5], ['C3', 1.0], ['F2', 1.0]];9;bach;bwv176.6
[['F4', 1.0]];[['C4', 1.0]];[['A-3', 0.5], ['G3', 0.5]];[['F3', 0.5], ['E-3', 0.5]];10;bach;bwv176.6
[['B-4', 1.0], ['B-4', 1.0], ['G4', 1.0], ['C5', 1.0]];[['F4', 1.0], ['E-4', 0.5], ['D4', 0.5], ['E-4', 0.5], ['F4', 0.5], ['G4', 1.0]];[['F3', 1.0], ['B-3', 1.0], ['B-3', 1.0], ['E-4', 1.0]];[['D3', 0.5], ['C3', 0.5], ['B-2', 1.0], ['E-3', 1.0], ['D3', 0.5], ['C3', 0.5]];11;bach;bwv176.6
[['C5', 1.0], ['B4', 1.0], ['C5', 1.0], ['C5', 1.0]];[['G4', 1.0], ['G4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['D4', 0.5], ['C4', 0.5], ['D4', 1.0], ['E-4', 1.0], ['E-4', 1.0]];[['G3', 1.0], ['G2', 1.0], ['C3', 1.0], ['C4', 0.5], ['B-3', 0.5]];12;bach;bwv176.6
[['F5', 1.0], ['F5', 1.0], ['G5', 0.5], ['F5', 0.5], ['E-5', 1.0]];[['C5', 1.0], ['B-4', 1.0], ['B-4', 1.0], ['C5', 0.5], ['B-4', 0.5]];[['E-4', 1.0], ['D4', 1.0], ['E-4', 0.5], ['D4', 0.5], ['C4', 1.0]];[['A3', 1.0], ['B-3', 1.0], ['E-3', 1.0], ['A-3', 0.5], ['G3', 0.5]];13;bach;bwv176.6
[['F5', 0.5], ['E-5', 0.5], ['D5', 1.0], ['C5', 1.0]];[['A-4', 1.0], ['D4', 0.5], ['E-4', 0.25], ['F4', 0.25], ['E-4', 1.0]];[['D4', 0.5], ['C4', 0.5], ['B3', 1.0], ['G3', 1.0]];[['F3', 1.0], ['G3', 1.0], ['C3', 1.0]];14;bach;bwv176.6
[['D5', 1.0]];[['G4', 1.0]];[['B3', 1.0]];[['G3', 1.0]];15;bach;bwv176.6
[['E-5', 1.0], ['D5', 1.0], ['C5', 1.0], ['B-4', 1.0]];[['G4', 1.0], ['F4', 1.0], ['E-4', 0.5], ['F4', 0.5], ['G4', 1.0]];[['C4', 0.5], ['B-3', 0.5], ['A-3', 0.5], ['B-3', 0.5], ['C4', 0.5], ['D4', 0.5], ['E4', 0.5], ['F4', 0.5]];[['C3', 1.0], ['F3', 0.5], ['G3', 0.5], ['A-3', 1.0], ['G3', 0.5], ['F3', 0.5]];16;bach;bwv176.6
[['C5', 0.5], ['B-4', 0.5], ['A-4', 1.0], ['G4', 1.0], ['F4', 0.5], ['G4', 0.5]];[['C4', 1.0], ['F4', 1.0], ['E4', 1.0], ['C4', 1.0]];[['G4', 1.0], ['C4', 1.0], ['C4', 1.0], ['A-3', 0.5], ['G3', 0.5]];[['E3', 1.0], ['F3', 1.0], ['C3', 1.0], ['F3', 0.5], ['E-3', 0.5]];17;bach;bwv176.6
[['A-4', 1.0], ['B-4', 1.0], ['C5', 0.5], ['B-4', 0.5], ['A-4', 1.0]];[['F4', 1.0], ['G4', 1.0], ['G4', 0.5], ['E4', 0.5], ['F4', 1.0]];[['F3', 0.5], ['A-3', 0.5], ['D-4', 1.0], ['C4', 1.0], ['D-4', 1.0]];[['D-3', 0.5], ['C3', 0.5], ['B-2', 1.0], ['A-2', 1.0], ['D-3', 0.5], ['C3', 0.5]];18;bach;bwv176.6
[['B-4', 0.5], ['A-4', 0.5], ['G4', 1.0], ['F4', 1.0]];[['G4', 0.5], ['F4', 0.5], ['E4', 1.0], ['C4', 1.0]];[['D-4', 1.0], ['G3', 0.5], ['A-3', 0.25], ['B-3', 0.25], ['A-3', 1.0]];[['B-2', 1.0], ['C3', 1.0], ['F2', 1.0]];19;bach;bwv176.6
[['F5', 1.0]];[['C5', 1.0]];[['F3', 1.0]];[['A3', 1.0]];20;bach;bwv176.6
[['F5', 1.0], ['F5', 1.0], ['G5', 1.0], ['F5', 1.0]];[['B-4', 1.0], ['B-4', 1.0], ['B-4', 1.0], ['C5', 0.5], ['F4', 0.5]];[['D4', 0.5], ['E-4', 0.5], ['F4', 0.5], ['D4', 0.5], ['E-4', 0.5], ['D4', 0.5], ['C4', 1.0]];[['B-3', 0.5], ['C4', 0.5], ['D4', 0.5], ['B-3', 0.5], ['E-3', 1.0], ['A-3', 1.0]];21;bach;bwv176.6
[['E-5', 1.0], ['D5', 1.0], ['C5', 1.0]];[['G4', 1.5], ['F4', 0.5], ['E4', 1.0]];[['C4', 1.0], ['B3', 1.0], ['G3', 1.0]];[['G3', 0.5], ['F3', 0.5], ['G3', 0.5], ['G2', 0.5], ['C3', 1.0]];22;bach;bwv176.6
