soprano;alto;tenor;bass;measure;composer;corpus
[['A4', 1.0]];[['E4', 1.0]];[['C#4', 1.0]];[['A3', 1.0]];0;bach;bwv17.7
[['A4', 2.0], ['G#4', 1.0]];[['F#4', 2.0], ['E4', 1.0]];[['C#4', 2.0], ['C#4', 1.0]];[['F#3', 2.0], ['C#3', 1.0]];1;bach;bwv17.7
[['F#4', 2.0], ['E4', 1.0]];[['D4', 1.0], ['C#4', 1.0], ['B3', 1.0]];[['A3', 2.0], ['G#3', 1.0]];[['D3', 2.0], ['D3', 1.0]];2;bach;bwv17.7
[['A4', 1.0], ['B4', 2.0]];[['E4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['A3', 2.0], ['G#3', 1.0]];[['C#3', 1.0], ['D3', 1.0], ['E3', 1.0]];3;bach;bwv17.7
[['C#5', 2.0], ['C#5', 1.0]];[['E4', 2.0], ['F#4', 0.5], ['E4', 0.5]];[['A3', 2.0], ['C#4', 1.0]];[['A2', 2.0], ['A3', 1.0]];4;bach;bwv17.7
[['C#5', 1.0], ['B4', 1.0], ['C#5', 1.0]];[['G#4', 2.0], ['E#4', 1.0]];[['C#4', 2.0], ['B3', 1.0]];[['E#3', 2.0], ['C#3', 1.0]];5;bach;bwv17.7
[['C#5', 2.0], ['B4', 1.0]];[['F#4', 2.0], ['G#4', 1.0]];[['A3', 2.0], ['E4', 1.0]];[['F#3', 1.0], ['E3', 1.0], ['D3', 1.0]];6;bach;bwv17.7
[['A4', 1.0], ['B4', 2.0]];[['A4', 2.0], ['G#4', 1.0]];[['E4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['C#3', 1.0], ['D3', 1.0], ['E3', 1.0]];7;bach;bwv17.7
[['A4', 2.0]];[['E4', 2.0]];[['C#4', 2.0]];[['A2', 2.0]];8;bach;bwv17.7
[['A4', 1.0]];[['E4', 1.0]];[['C#4', 1.0]];[['A2', 1.0]];9;bach;bwv17.7
[['A4', 1.0], ['B4', 1.0], ['C#5', 1.0]];[['F#4', 1.0], ['G#4', 1.0], ['A4', 1.0]];[['D4', 2.0], ['E4', 1.0]];[['D3', 2.0], ['A3', 1.0]];10;bach;bwv17.7
[['B4', 2.0], ['C#5', 1.0]];[['B4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['E#4', 1.0], ['F#4', 1.0], ['G#4', 1.0]];[['G#3', 1.0], ['F#3', 1.0], ['E#3', 1.0]];11;bach;bwv17.7
[['A4', 1.0], ['G#4', 2.0]];[['F#4', 2.0], ['E#4', 1.0]];[['C#4', 1.0], ['D4', 1.0], ['C#4', 1.0]];[['F#3', 1.0], ['B2', 1.0], ['C#3', 1.0]];12;bach;bwv17.7
[['F#4', 2.0], ['B4', 1.0]];[['C#4', 2.0], ['F#4', 1.0]];[['A3', 2.0], ['A3', 1.0]];[['F#2', 2.0], ['D#3', 1.0]];13;bach;bwv17.7
[['B4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['E4', 2.0], ['E4', 1.0]];[['G#3', 1.0], ['A3', 1.0], ['B3', 1.0]];[['E3', 2.0], ['D3', 1.0]];14;bach;bwv17.7
[['A4', 1.0], ['F#4', 2.0]];[['E4', 2.0], ['D#4', 1.0]];[['C#4', 2.0], ['B3', 0.5], ['A3', 0.5]];[['C#3', 1.0], ['A2', 1.0], ['B2', 1.0]];15;bach;bwv17.7
[['E4', 2.0]];[['B3', 2.0]];[['G#3', 2.0]];[['E3', 2.0]];16;bach;bwv17.7
[['E4', 1.0]];[['C#4', 1.0]];[['G#3', 1.0]];[['C#3', 1.0]];17;bach;bwv17.7
[['A4', 2.0], ['A4', 1.0]];[['C#4', 2.0], ['F#4', 1.0]];[['A3', 2.0], ['D4', 1.0]];[['F#3', 1.0], ['E3', 1.0], ['F#3', 1.0]];18;bach;bwv17.7
[['B4', 2.0], ['B4', 1.0]];[['E4', 1.0], ['F#4', 1.0], ['G#4', 1.0]];[['B3', 2.0], ['E4', 1.0]];[['G#3', 1.0], ['F#3', 1.0], ['E3', 1.0]];19;bach;bwv17.7
[['C#5', 1.5], ['B4', 0.5], ['C#5', 1.0]];[['A4', 2.0], ['G4', 1.0]];[['E4', 3.0]];[['A3', 2.0], ['A2', 1.0]];20;bach;bwv17.7
[['A4', 2.0], ['A4', 1.0]];[['F#4', 2.0], ['A4', 1.0]];[['D4', 2.0], ['E4', 1.0]];[['D3', 2.0], ['C#3', 1.0]];21;bach;bwv17.7
