soprano;alto;tenor;bass;measure;composer;corpus
[['F#4', 1.0]];[['C#4', 1.0]];[['A#3', 1.0]];[['F#3', 0.5], ['E3', 0.5]];0;bach;bwv417
[['B4', 1.0], ['C#5', 1.0], ['D5', 1.0], ['E5', 1.0]];[['F#4', 1.0], ['E4', 1.0], ['D4', 0.5], ['F#4', 0.5], ['B4', 0.5], ['G#4', 0.5]];[['B3', 1.5], ['A#3', 0.5], ['B3', 1.5], ['B3', 0.5]];[['D3', 1.0], ['C#3', 1.0], ['B2', 0.5], ['A2', 0.5], ['G#2', 0.5], ['E3', 0.5]];1;bach;bwv417
[['C#5', 1.5], ['B4', 0.5], ['A4', 1.0], ['A4', 1.0]];[['G#4', 0.5], ['F#4', 0.5], ['E#4', 0.25], ['D#4', 0.25], ['E#4', 0.5], ['F#4', 1.0], ['F#4', 1.0]];[['B3', 0.5], ['A3', 0.5], ['G#3', 0.5], ['C#4', 0.5], ['C#4', 1.0], ['C#4', 1.0]];[['A2', 0.5], ['B2', 0.5], ['C#3', 1.0], ['F#2', 1.0], ['F#3', 0.5], ['E3', 0.5]];2;bach;bwv417
[['B4', 1.0], ['B4', 1.0], ['C#5', 0.5], ['B4', 0.5], ['C#5', 1.0]];[['F#4', 1.0], ['E4', 0.5], ['D4', 0.5], ['E4', 1.0], ['E4', 0.5], ['F#4', 0.25], ['E4', 0.25]];[['B3', 0.5], ['A3', 0.5], ['G3', 2.0], ['F#3', 1.0]];[['D3', 0.5], ['F#3', 0.5], ['G3', 1.0], ['A#2', 1.0], ['A#2', 1.0]];3;bach;bwv417
[['F#4', 3.0]];[['D4', 3.0]];[['F#3', 3.0]];[['B2', 3.0]];4;bach;bwv417
[['F#5', 1.0]];[['B4', 1.0]];[['D4', 1.0]];[['B2', 0.5], ['A2', 0.5]];5;bach;bwv417
[['E5', 1.0], ['D5', 1.0], ['D5', 1.0], ['C#5', 1.0]];[['B4', 1.0], ['B4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['E4', 0.5], ['F#4', 0.5], ['G4', 1.0], ['F#4', 0.5], ['E4', 0.25], ['D4', 0.25], ['E4', 0.5], ['F#4', 0.25], ['G4', 0.25]];[['G2', 0.5], ['G3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['A3', 1.0], ['A2', 1.0]];6;bach;bwv417
[['D5', 3.0], ['C#5', 1.0]];[['A4', 3.0], ['A4', 1.0]];[['F#4', 3.0], ['E4', 1.0]];[['D3', 3.0], ['A3', 0.5], ['G3', 0.5]];7;bach;bwv417
[['D5', 1.0], ['E5', 1.0], ['F#5', 1.0], ['F#5', 1.0]];[['A4', 1.0], ['A4', 1.0], ['A4', 1.5], ['G#4', 0.5]];[['F#4', 1.0], ['E4', 1.0], ['D4', 0.5], ['A3', 0.5], ['D4', 1.0]];[['F#3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5], ['D3', 0.5], ['E3', 0.25], ['F#3', 0.25], ['B2', 1.0]];8;bach;bwv417
[['E5', 1.5], ['D5', 0.5], ['C#5', 1.0]];[['A4', 0.5], ['F#4', 0.5], ['G#4', 1.0], ['E4', 1.0]];[['C#4', 1.0], ['B3', 0.25], ['A3', 0.25], ['B3', 0.5], ['A3', 1.0]];[['C#3', 0.5], ['D3', 0.5], ['E3', 1.0], ['A2', 1.0]];9;bach;bwv417
[['C#5', 0.5], ['D5', 0.25], ['E5', 0.25]];[['F#4', 1.0]];[['C#4', 1.0]];[['A#2', 1.0]];10;bach;bwv417
[['D5', 1.0], ['C#5', 0.75], ['B4', 0.25], ['B4', 1.0], ['B4', 0.5], ['C#5', 0.25], ['D5', 0.25]];[['F#4', 1.0], ['F#4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['G4', 1.0]];[['C#4', 0.5], ['B3', 0.5], ['C#4', 0.5], ['D#4', 0.5], ['E4', 0.5], ['D#4', 0.5], ['E4', 0.5], ['B3', 0.5]];[['B2', 0.5], ['B3', 1.0], ['A3', 0.5], ['G3', 0.5], ['A3', 0.25], ['B3', 0.25], ['E3', 1.0]];11;bach;bwv417
[['C#5', 1.5], ['B4', 0.5], ['A4', 1.0], ['G4', 1.0]];[['G#4', 0.5], ['F#4', 0.5], ['E#4', 1.0], ['F#4', 1.0], ['F#4', 0.5], ['E4', 0.5]];[['G#3', 0.5], ['A3', 0.25], ['B3', 0.25], ['C#4', 1.0], ['C#4', 1.0], ['D4', 0.5], ['A3', 0.5]];[['E#3', 0.5], ['F#3', 0.25], ['G#3', 0.25], ['C#3', 1.0], ['F#3', 1.0], ['B2', 0.5], ['C#3', 0.5]];12;bach;bwv417
[['F#4', 1.0], ['B4', 1.0], ['B4', 0.5], ['C#5', 0.5], ['A#4', 1.0]];[['D4', 0.5], ['E4', 0.5], ['F#4', 0.5], ['G4', 0.5], ['F#4', 0.5], ['G4', 0.25], ['F#4', 0.25], ['E4', 0.5], ['F#4', 0.25], ['E4', 0.25]];[['A3', 1.0], ['D4', 0.5], ['C#4', 0.5], ['D4', 0.5], ['E4', 0.25], ['D4', 0.25], ['C#4', 0.5], ['A3', 0.5]];[['D3', 0.5], ['C#3', 0.5], ['D3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['F#3', 1.0]];13;bach;bwv417
[['B4', 3.0]];[['D#4', 3.0]];[['F#3', 3.0]];[['B2', 3.0]];14;bach;bwv417
