soprano;alto;tenor;bass;measure;composer;corpus
[['F#4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['C#4', 1.0], ['C#4', 1.0], ['D#4', 1.0]];[['A3', 0.5], ['B3', 0.5], ['C#4', 1.0], ['B3', 1.0]];[['F#3', 0.5], ['G#3', 0.5], ['A3', 1.0], ['B3', 1.0]];0;bach;bwv145.5
[['C#5', 2.0], ['D#5', 1.0]];[['E4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['G#3', 1.0], ['C#4', 1.0], ['B3', 1.0]];[['B3', 1.0], ['A#3', 1.0], ['B3', 1.0]];1;bach;bwv145.5
[['E5', 1.0], ['D#5', 1.0], ['C#5', 1.0]];[['G#4', 0.5], ['A#4', 0.5], ['B4', 1.0], ['A#4', 1.0]];[['B3', 1.0], ['G#3', 1.0], ['C#4', 1.0]];[['G#3', 1.0], ['E3', 1.0], ['F#3', 1.0]];2;bach;bwv145.5
[['B4', 3.0]];[['F#4', 3.0]];[['D#4', 3.0]];[['B2', 3.0]];3;bach;bwv145.5
[['C#5', 1.0], ['D#5', 1.0], ['E#5', 1.0]];[['F#4', 1.0], ['F#4', 1.0], ['G#4', 1.0]];[['C#4', 1.0], ['B3', 1.0], ['B3', 1.0]];[['A#3', 1.0], ['B3', 1.0], ['G#3', 1.0]];4;bach;bwv145.5
[['F#5', 2.0], ['C#5', 1.0]];[['A4', 0.5], ['B4', 0.5], ['A4', 0.5], ['G#4', 0.5], ['F#4', 1.0]];[['C#4', 2.0], ['C#4', 1.0]];[['F#3', 0.5], ['E#3', 0.5], ['F#3', 0.5], ['G#3', 0.5], ['A3', 1.0]];5;bach;bwv145.5
[['E5', 1.0], ['D#5', 2.0]];[['G#4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['C#4', 2.0], ['B#3', 1.0]];[['G#3', 1.0], ['F#3', 1.0], ['G#3', 1.0]];6;bach;bwv145.5
[['C#5', 2.0], ['C#5', 1.0]];[['E#4', 2.0], ['F#4', 1.0]];[['G#3', 2.0], ['A3', 1.0]];[['C#3', 2.0], ['F#3', 1.0]];7;bach;bwv145.5
[['E5', 1.0], ['D5', 1.0], ['C#5', 1.0]];[['E4', 2.0], ['E4', 1.0]];[['B3', 2.0], ['A3', 1.0]];[['G#3', 2.0], ['A3', 1.0]];8;bach;bwv145.5
[['B4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['F#4', 2.0], ['E4', 1.0]];[['F#3', 1.0], ['B3', 2.0]];[['D#3', 2.0], ['E3', 1.0]];9;bach;bwv145.5
[['A4', 1.0], ['F#4', 2.0]];[['E4', 2.0], ['D#4', 1.0]];[['A3', 0.5], ['B3', 0.5], ['C#4', 1.0], ['B3', 0.5], ['A3', 0.5]];[['C#3', 1.0], ['A2', 1.0], ['B2', 1.0]];10;bach;bwv145.5
[['E4', 2.0]];[['B3', 2.0]];[['G#3', 2.0]];[['E3', 2.0]];11;bach;bwv145.5
[['E4', 1.0]];[['C#4', 1.0]];[['G#3', 1.0]];[['C#3', 1.0]];12;bach;bwv145.5
[['A4', 2.0], ['B4', 1.0]];[['C#4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['A3', 1.0], ['D4', 2.0]];[['F#3', 2.0], ['G#3', 1.0]];13;bach;bwv145.5
[['C#5', 2.0], ['B4', 1.0]];[['E4', 0.5], ['F#4', 0.5], ['G#4', 2.0]];[['C#4', 1.0], ['C#4', 2.0]];[['A3', 1.0], ['E#3', 2.0]];14;bach;bwv145.5
[['A4', 1.0], ['E5', 2.0]];[['F#4', 1.0], ['G#4', 0.5], ['A4', 0.5], ['B4', 1.0]];[['C#4', 0.5], ['D4', 0.5], ['E4', 2.0]];[['F#3', 1.0], ['C#4', 1.0], ['G#3', 1.0]];15;bach;bwv145.5
[['C#5', 2.0], ['B4', 1.0]];[['A4', 2.0], ['G#4', 1.0]];[['E4', 2.0], ['D4', 1.0]];[['A3', 2.0], ['B3', 1.0]];16;bach;bwv145.5
[['A4', 1.0], ['G#4', 2.0]];[['F#4', 2.0], ['E#4', 1.0]];[['C#4', 1.0], ['B3', 0.5], ['A3', 0.5], ['B3', 1.0]];[['C#4', 1.0], ['C#3', 2.0]];17;bach;bwv145.5
[['F#4', 3.0]];[['C#4', 3.0]];[['A#3', 3.0]];[['F#3', 3.0]];18;bach;bwv145.5
