soprano;alto;tenor;bass;measure;composer;corpus
[['D5', 1.0], ['A4', 1.0], ['C5', 1.0], ['D5', 0.5], ['E5', 0.5]];[['F4', 0.5], ['G4', 0.5], ['A4', 1.0], ['E4', 1.0], ['F4', 0.5], ['G4', 0.5]];[['A3', 1.0], ['D4', 1.0], ['C4', 0.5], ['B-3', 0.5], ['B-3', 1.0]];[['D3', 0.5], ['E3', 0.5], ['F3', 0.5], ['G3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E3', 0.5]];0;bach;bwv406
[['F5', 1.0], ['E5', 1.0], ['D5', 1.0], ['C5', 1.0]];[['A4', 1.0], ['A4', 0.75], ['G4', 0.25], ['F4', 1.0], ['F4', 1.0]];[['D4', 1.5], ['C4', 1.0], ['B-3', 1.0], ['A3', 0.5]];[['D3', 1.0], ['A3', 1.0], ['B-3', 1.0], ['F3', 1.0]];1;bach;bwv406
[['B-4', 2.0], ['A4', 2.0]];[['D4', 0.5], ['B-3', 0.5], ['C4', 1.0], ['C4', 2.0]];[['A3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E3', 0.5], ['F3', 2.0]];[['G3', 1.0], ['C3', 1.0], ['F3', 2.0]];2;bach;bwv406
[['F5', 1.0], ['D5', 1.0], ['C5', 1.0], ['A4', 0.5], ['B-4', 0.5]];[['F4', 1.0], ['F4', 0.5], ['D4', 0.5], ['G4', 0.5], ['E4', 0.5], ['C4', 1.0]];[['C4', 0.5], ['A3', 0.5], ['D4', 0.5], ['B-3', 0.5], ['G3', 1.0], ['F3', 0.5], ['G3', 0.5]];[['A3', 0.5], ['F3', 0.5], ['B-3', 1.0], ['E3', 0.5], ['C3', 0.5], ['F3', 1.0]];3;bach;bwv406
[['C5', 1.5], ['C5', 0.5], ['A4', 1.0], ['B-4', 1.0]];[['F4', 1.0], ['E4', 1.0], ['F4', 0.5], ['A4', 0.5], ['G4', 0.5], ['F4', 0.5]];[['A3', 1.0], ['G3', 1.0], ['F3', 0.5], ['C4', 0.5], ['D4', 1.0]];[['F3', 0.5], ['A2', 0.5], ['B-2', 0.5], ['C3', 0.5], ['D3', 0.5], ['C3', 0.5], ['B-2', 1.0]];4;bach;bwv406
[['G4', 2.0], ['F4', 1.0]];[['F4', 0.5], ['E4', 0.25], ['D4', 0.25], ['E4', 1.0], ['C4', 1.0]];[['C4', 0.5], ['G3', 0.5], ['C4', 0.5], ['B-3', 0.5], ['A3', 1.0]];[['C3', 1.0], ['C2', 1.0], ['F2', 1.0]];5;bach;bwv406
[['A4', 1.0]];[['F4', 1.0]];[['C4', 1.0]];[['F3', 1.0]];6;bach;bwv406
[['G4', 1.0], ['F4', 1.0], ['E4', 2.0]];[['F4', 0.5], ['E4', 1.0], ['D4', 1.0], ['C#4', 0.25], ['B3', 0.25], ['C#4', 1.0]];[['C4', 0.75], ['B-3', 0.25], ['A3', 1.0], ['B-3', 0.5], ['E3', 0.5], ['A3', 0.5], ['G3', 0.5]];[['C3', 1.0], ['D3', 1.0], ['G2', 1.0], ['A2', 1.0]];7;bach;bwv406
[['D4', 2.0], ['A4', 1.0], ['C5', 1.0]];[['D4', 2.0], ['C4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['F3', 2.0], ['F3', 1.0], ['G3', 1.0]];[['B-2', 2.0], ['F3', 1.0], ['E3', 1.0]];8;bach;bwv406
[['D5', 1.0], ['A4', 1.0], ['C5', 1.0], ['A4', 1.0]];[['F4', 0.5], ['G4', 0.5], ['A4', 0.5], ['F4', 0.5], ['G4', 0.5], ['E4', 0.5], ['F4', 1.0]];[['A3', 1.0], ['D4', 1.0], ['C4', 1.0], ['C4', 1.0]];[['D3', 0.5], ['E3', 0.5], ['F3', 0.5], ['D3', 0.5], ['E3', 0.5], ['C3', 0.5], ['F3', 0.5], ['E3', 0.5]];9;bach;bwv406
[['G4', 1.0], ['F4', 1.0], ['E4', 2.0]];[['E4', 1.0], ['D4', 1.0], ['D4', 1.0], ['C#4', 1.0]];[['B-3', 1.0], ['A3', 0.5], ['B-3', 0.5], ['B-3', 0.5], ['G3', 0.5], ['E3', 0.5], ['A3', 0.25], ['G3', 0.25]];[['D3', 0.5], ['C#3', 0.5], ['D3', 0.5], ['B-2', 0.5], ['G2', 0.5], ['E2', 0.5], ['A2', 1.0]];10;bach;bwv406
[['D4', 4.0]];[['A3', 4.0]];[['F#3', 4.0]];[['D2', 4.0]];11;bach;bwv406
