soprano;alto;tenor;bass;measure;composer;corpus
[['A4', 1.0]];[['E4', 1.0]];[['C#4', 1.0]];[['A3', 0.5], ['G3', 0.5]];0;bach;bwv248.28
[['A4', 1.0], ['A4', 1.0], ['B4', 1.0], ['A4', 1.0]];[['F#4', 1.0], ['F#4', 0.5], ['E4', 0.5], ['D4', 0.5], ['G4', 0.5], ['E4', 0.5], ['C#4', 0.5]];[['C#4', 1.0], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5], ['E4', 0.5], ['C#4', 0.5], ['E4', 0.5]];[['F#3', 0.5], ['E3', 0.5], ['D3', 1.0], ['G3', 1.5], ['F#3', 0.25], ['E3', 0.25]];1;bach;bwv248.28
[['D5', 1.0], ['E5', 1.0], ['D5', 2.0]];[['A4', 0.5], ['G4', 0.25], ['F#4', 0.25], ['G4', 0.5], ['E4', 0.5], ['F#4', 2.0]];[['A3', 0.5], ['D4', 1.0], ['C#4', 0.5], ['A3', 2.0]];[['F#3', 0.5], ['D3', 0.5], ['A3', 0.5], ['A2', 0.5], ['D3', 2.0]];2;bach;bwv248.28
[['C#5', 0.5], ['D5', 0.5], ['E5', 1.0], ['F#5', 1.0], ['E5', 0.5], ['D5', 0.5]];[['A4', 1.0], ['A4', 1.0], ['D5', 0.5], ['C#5', 0.5], ['B4', 1.0]];[['F#4', 1.0], ['E4', 1.0], ['D4', 1.0], ['E4', 1.0]];[['F#3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5], ['B2', 0.5], ['A3', 0.5], ['G#3', 0.5], ['E3', 0.5]];3;bach;bwv248.28
[['C#5', 1.0], ['B4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['B4', 0.5], ['A4', 1.0], ['G#4', 0.5], ['E4', 1.0], ['F#4', 0.5], ['G4', 0.5]];[['E4', 0.5], ['F#4', 1.0], ['E4', 0.25], ['D4', 0.25], ['C#4', 1.0], ['A3', 1.0]];[['A3', 0.5], ['F#3', 0.5], ['D3', 0.5], ['E3', 0.5], ['A3', 1.0], ['D3', 0.5], ['E3', 0.5]];4;bach;bwv248.28
[['D5', 1.0], ['C#5', 0.5], ['D5', 0.5], ['E5', 1.0], ['B4', 1.0]];[['A4', 0.5], ['B4', 1.0], ['A4', 0.25], ['G#4', 0.25], ['A4', 1.0], ['G#4', 0.5], ['F#4', 0.5]];[['F#4', 0.5], ['E4', 0.5], ['E4', 1.0], ['E4', 1.0], ['E4', 0.5], ['B3', 0.5]];[['F#3', 0.5], ['G#3', 0.5], ['A3', 0.5], ['B3', 0.5], ['C#4', 0.5], ['D4', 0.5], ['E4', 0.5], ['D#4', 0.5]];5;bach;bwv248.28
[['A4', 0.5], ['G#4', 0.5], ['F#4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['E4', 1.5], ['D#4', 0.5], ['B3', 1.0], ['C#4', 0.5], ['D#4', 0.5]];[['C#4', 0.5], ['E4', 0.5], ['B3', 0.5], ['A3', 0.5], ['G#3', 1.0], ['A3', 0.5], ['F#3', 0.5]];[['C#4', 0.5], ['A3', 0.5], ['B3', 0.5], ['B3', 0.5], ['E3', 1.0], ['A3', 1.0]];6;bach;bwv248.28
[['B4', 1.0], ['B4', 1.0], ['B4', 1.0], ['C#5', 1.0]];[['E4', 1.0], ['F#4', 1.0], ['E4', 1.0], ['E4', 0.5], ['G4', 0.5]];[['G#3', 1.0], ['A3', 1.0], ['G#3', 1.0], ['A3', 1.0]];[['G#3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['D#3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['G3', 0.5], ['E3', 0.5]];7;bach;bwv248.28
[['D5', 0.5], ['C#5', 0.5], ['B4', 1.0], ['A4', 0.5], ['B4', 0.5], ['C#5', 1.0]];[['F#4', 0.5], ['E4', 0.5], ['D#4', 0.5], ['E#4', 0.5], ['F#4', 0.5], ['G#4', 0.5], ['A4', 1.0]];[['A3', 0.5], ['G#3', 0.5], ['F#3', 0.5], ['B3', 0.5], ['C#4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['F#3', 0.5], ['G#3', 0.5], ['A3', 0.5], ['G#3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5]];8;bach;bwv248.28
[['B4', 2.0], ['A4', 1.0], ['A4', 1.0]];[['A4', 1.0], ['G4', 2.0], ['F#4', 1.0]];[['F#4', 1.0], ['E4', 2.0], ['D4', 1.0]];[['D#3', 0.5], ['B2', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5], ['A2', 0.5], ['D3', 1.0]];9;bach;bwv248.28
[['A4', 3.0]];[['F#4', 1.0], ['E4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['D4', 1.0], ['C#4', 0.5], ['B3', 0.5], ['C#4', 1.0]];[['A2', 3.0]];10;bach;bwv248.28
