soprano;alto;tenor;bass;measure;composer;corpus
[['E4', 0.5], ['F#4', 0.5]];[['B3', 1.0]];[['G3', 0.5], ['A3', 0.5]];[['E3', 1.0]];0;bach;bwv7.7
[['G4', 1.0], ['A4', 1.0], ['B4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['F#4', 1.0], ['G4', 1.0], ['F#4', 1.0]];[['B3', 1.0], ['D4', 1.0], ['D4', 1.0], ['D4', 0.5], ['E4', 0.5]];[['E3', 1.0], ['D3', 1.0], ['G3', 1.0], ['D3', 0.5], ['C#3', 0.5]];1;bach;bwv7.7
[['D5', 1.0], ['C#5', 1.0], ['B4', 1.0], ['A4', 1.0]];[['B4', 1.5], ['A#4', 0.5], ['F#4', 1.0], ['F#4', 1.0]];[['F#4', 0.5], ['D4', 0.5], ['G4', 0.5], ['F#4', 0.5], ['D4', 1.0], ['C#4', 1.0]];[['B2', 0.5], ['G3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['B3', 1.0], ['F#3', 1.0]];2;bach;bwv7.7
[['D5', 1.0], ['C#5', 1.0], ['B4', 1.0], ['A4', 1.0]];[['F#4', 0.5], ['G4', 0.5], ['G4', 0.5], ['F#4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['E4', 0.5], ['D#4', 0.5]];[['B3', 1.0], ['C#4', 1.0], ['D#4', 0.5], ['E4', 0.5], ['F#4', 1.0]];[['B3', 1.0], ['A3', 1.0], ['G3', 1.0], ['F#3', 1.0]];3;bach;bwv7.7
[['G4', 1.0], ['F#4', 1.0], ['E4', 1.0], ['E4', 0.5], ['F#4', 0.5]];[['E4', 1.0], ['D#4', 1.0], ['B3', 1.0], ['B3', 1.0]];[['B3', 1.5], ['A3', 0.5], ['G3', 1.0], ['G3', 0.5], ['A3', 0.5]];[['E3', 1.0], ['B2', 1.0], ['E3', 1.0], ['E3', 1.0]];4;bach;bwv7.7
[['G4', 1.0], ['A4', 1.0], ['B4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['F#4', 1.0], ['G4', 1.0], ['F#4', 1.0]];[['B3', 1.0], ['D4', 1.0], ['D4', 1.0], ['D4', 0.5], ['E4', 0.5]];[['E3', 1.0], ['D3', 1.0], ['G3', 1.0], ['D3', 0.5], ['C#3', 0.5]];5;bach;bwv7.7
[['D5', 1.0], ['C#5', 1.0], ['B4', 1.0], ['A4', 1.0]];[['B4', 1.5], ['A#4', 0.5], ['F#4', 1.0], ['F#4', 1.0]];[['F#4', 0.5], ['D4', 0.5], ['G4', 0.5], ['F#4', 0.5], ['D4', 1.0], ['C#4', 1.0]];[['B2', 0.5], ['G3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['B3', 1.0], ['F#3', 1.0]];6;bach;bwv7.7
[['D5', 1.0], ['C#5', 1.0], ['B4', 1.0], ['A4', 1.0]];[['F#4', 0.5], ['G4', 0.5], ['G4', 0.5], ['F#4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['E4', 0.5], ['D#4', 0.5]];[['B3', 1.0], ['C#4', 1.0], ['D#4', 0.5], ['E4', 0.5], ['F#4', 1.0]];[['B3', 1.0], ['A3', 1.0], ['G3', 1.0], ['F#3', 1.0]];7;bach;bwv7.7
[['G4', 1.0], ['F#4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['E4', 1.0], ['D#4', 1.0], ['B3', 1.0], ['B3', 1.0]];[['B3', 1.5], ['A3', 0.5], ['G3', 1.0], ['G3', 1.0]];[['E3', 1.0], ['B2', 1.0], ['E3', 1.0], ['E3', 0.5], ['D3', 0.5]];8;bach;bwv7.7
[['A4', 1.0], ['A4', 0.5], ['G4', 0.5], ['F#4', 1.0], ['B4', 1.0]];[['E4', 0.5], ['D4', 0.5], ['E4', 0.5], ['C#4', 0.5], ['D4', 1.0], ['D4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['A3', 1.0], ['G3', 1.0]];[['C#3', 0.5], ['B2', 0.5], ['C#3', 0.5], ['A2', 0.5], ['D3', 1.0], ['G3', 0.5], ['F#3', 0.5]];9;bach;bwv7.7
[['B4', 1.0], ['A#4', 1.0], ['B4', 1.0], ['B4', 1.0]];[['C#4', 1.0], ['C#4', 1.0], ['D#4', 1.0], ['E4', 1.0]];[['G3', 1.0], ['F#3', 1.0], ['F#3', 1.0], ['G3', 0.5], ['A3', 0.5]];[['E3', 1.0], ['F#3', 1.0], ['B2', 1.0], ['E3', 0.5], ['F#3', 0.5]];10;bach;bwv7.7
[['E5', 1.0], ['E5', 1.0], ['F#5', 0.5], ['E5', 0.5], ['D5', 1.0]];[['E4', 0.5], ['F#4', 0.5], ['G4', 1.0], ['F#4', 1.0], ['B4', 0.5], ['A4', 0.5]];[['B3', 1.0], ['C#4', 1.0], ['C#4', 1.0], ['B3', 1.0]];[['G3', 1.0], ['A3', 1.0], ['D3', 1.0], ['G3', 0.5], ['F#3', 0.5]];11;bach;bwv7.7
