soprano;alto;tenor;bass;measure;composer;corpus
[['B4', 1.0]];[['G#4', 1.0]];[['E4', 1.0]];[['E3', 1.0]];0;bach;bwv153.1
[['C5', 1.0], ['B4', 1.0], ['A4', 1.0], ['E5', 1.0]];[['A4', 1.0], ['G#4', 1.0], ['A4', 1.0], ['G#4', 0.5], ['A4', 0.5]];[['E4', 1.0], ['D4', 1.0], ['E4', 1.0], ['D4', 0.5], ['C4', 0.5]];[['A3', 1.0], ['B3', 1.0], ['C4', 1.0], ['B3', 0.5], ['A3', 0.5]];1;bach;bwv153.1
[['E5', 0.5], ['D5', 0.5], ['C5', 1.0], ['B4', 1.0], ['D5', 1.0]];[['B4', 1.0], ['E4', 0.5], ['F#4', 0.5], ['G#4', 1.0], ['G#4', 1.0]];[['B3', 1.0], ['C4', 0.5], ['D4', 0.5], ['E4', 1.0], ['F4', 1.0]];[['G#3', 1.0], ['A3', 1.0], ['E3', 1.0], ['B2', 1.0]];2;bach;bwv153.1
[['C5', 1.0], ['B4', 1.0], ['A4', 1.0], ['B4', 0.5], ['C5', 0.25], ['D5', 0.25]];[['A4', 1.0], ['G#4', 1.0], ['A4', 0.5], ['G4', 0.5], ['F4', 1.0]];[['E4', 1.0], ['E4', 0.5], ['D4', 0.5], ['C4', 1.0], ['D4', 1.0]];[['C3', 0.5], ['D3', 0.5], ['E3', 1.0], ['F3', 1.0], ['E3', 0.5], ['D3', 0.5]];3;bach;bwv153.1
[['C5', 1.0], ['B4', 1.0], ['A4', 1.0]];[['E4', 2.0], ['E4', 1.0]];[['G#3', 0.5], ['A3', 1.0], ['G#3', 0.5], ['C4', 1.0]];[['E3', 2.0], ['A2', 1.0]];4;bach;bwv153.1
[['A4', 1.0]];[['D4', 1.0]];[['A3', 1.0]];[['F#3', 1.0]];5;bach;bwv153.1
[['B4', 0.5], ['A4', 0.5], ['G4', 1.0], ['F#4', 1.0], ['E4', 0.5], ['F#4', 0.5]];[['D4', 0.5], ['D#4', 0.5], ['E4', 1.0], ['D#4', 1.0], ['E4', 0.5], ['D#4', 0.5]];[['G3', 0.5], ['A3', 0.5], ['B3', 1.0], ['B3', 1.0], ['B3', 0.5], ['A3', 0.5]];[['G3', 0.5], ['F#3', 0.5], ['E3', 1.0], ['B3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F#3', 0.5]];6;bach;bwv153.1
[['G4', 1.0], ['A4', 1.0], ['B4', 1.0], ['G4', 1.0]];[['E4', 0.5], ['G4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['D#4', 1.0], ['E4', 0.5], ['D4', 0.5]];[['B3', 1.0], ['C4', 1.0], ['F#3', 1.0], ['B3', 1.0]];[['E3', 0.5], ['D3', 0.5], ['C3', 1.0], ['B2', 1.0], ['E3', 1.0]];7;bach;bwv153.1
[['A4', 0.5], ['B4', 0.5], ['C5', 1.0], ['B4', 1.0], ['C5', 0.5], ['B4', 0.5]];[['C4', 0.5], ['D4', 0.5], ['E4', 1.0], ['E4', 1.0], ['A4', 1.0]];[['A3', 1.0], ['A4', 1.0], ['G#4', 1.0], ['E4', 0.5], ['D4', 0.5]];[['F3', 1.0], ['C3', 0.5], ['D3', 0.5], ['E3', 1.0], ['A2', 0.5], ['B2', 0.5]];8;bach;bwv153.1
[['A4', 1.0], ['G#4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['C4', 1.0], ['B3', 1.0], ['C4', 1.0], ['C4', 1.0]];[['C3', 0.5], ['D3', 0.5], ['E3', 1.0], ['A2', 1.0], ['A3', 1.0]];9;bach;bwv153.1
[['E5', 1.0], ['C5', 1.0], ['D5', 1.0], ['E5', 1.0]];[['E4', 1.0], ['E4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['B3', 1.0], ['A3', 1.0], ['A3', 1.0], ['B-3', 1.0]];[['G#3', 1.0], ['A3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5]];10;bach;bwv153.1
[['D5', 1.0], ['C5', 1.0], ['B4', 1.0]];[['F#4', 0.5], ['G#4', 0.5], ['A4', 1.0], ['E4', 1.0]];[['A3', 0.5], ['E3', 0.5], ['F#3', 1.0], ['G#3', 1.0]];[['D3', 1.0], ['D#3', 1.0], ['E3', 1.0]];11;bach;bwv153.1
