soprano;alto;tenor;bass;measure;composer;corpus
[['B4', 1.0], ['B4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['G4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['E4', 1.0], ['E4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['C4', 1.0], ['B3', 1.0]];[['E3', 0.5], ['F#3', 0.5], ['G3', 1.0], ['C3', 0.5], ['D3', 0.5], ['E3', 1.0]];0;bach;bwv64.8
[['F#4', 2.0], ['E4', 2.0]];[['E4', 1.0], ['D#4', 1.0], ['B3', 2.0]];[['C4', 1.0], ['B3', 0.5], ['A3', 0.5], ['G3', 2.0]];[['A2', 1.0], ['B2', 1.0], ['E3', 2.0]];1;bach;bwv64.8
[['B4', 1.0], ['B4', 1.0], ['C#5', 1.0], ['D#5', 1.0]];[['G4', 1.0], ['G4', 1.0], ['A4', 0.5], ['G4', 0.5], ['F#4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['A3', 0.5], ['B3', 0.5], ['C4', 1.0]];[['E3', 0.5], ['F#3', 0.5], ['G3', 1.0], ['F#3', 0.5], ['G3', 0.5], ['A3', 1.0]];2;bach;bwv64.8
[['E5', 2.0], ['D#5', 2.0]];[['E4', 1.0], ['F#4', 1.0], ['F#4', 2.0]];[['B3', 1.0], ['C#4', 1.0], ['B3', 2.0]];[['G#3', 1.0], ['A#3', 1.0], ['B3', 2.0]];3;bach;bwv64.8
[['E5', 1.0], ['G5', 1.0], ['F#5', 1.5], ['F#5', 0.5]];[['G4', 0.5], ['A4', 0.5], ['B4', 1.0], ['B4', 1.0], ['A4', 1.0]];[['B3', 1.0], ['E4', 1.0], ['E4', 1.0], ['D#4', 1.0]];[['G3', 0.5], ['F#3', 0.5], ['E3', 1.0], ['B3', 1.0], ['B2', 1.0]];4;bach;bwv64.8
[['E5', 4.0]];[['G4', 4.0]];[['B3', 4.0]];[['E3', 4.0]];5;bach;bwv64.8
[['B4', 1.0], ['B4', 1.0], ['C5', 1.0], ['B4', 1.0]];[['G4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['D#4', 0.5], ['E4', 0.5], ['F#4', 0.5], ['G4', 1.0]];[['E4', 1.0], ['B3', 1.0], ['A3', 1.0], ['G3', 1.0]];[['E3', 0.5], ['F#3', 0.5], ['G3', 1.0], ['C3', 0.5], ['D3', 0.5], ['E3', 1.0]];6;bach;bwv64.8
[['A4', 1.5], ['G4', 0.5], ['G4', 2.0]];[['G4', 1.0], ['F#4', 1.0], ['D4', 2.0]];[['E4', 1.0], ['D4', 1.0], ['B3', 2.0]];[['C#3', 1.0], ['D3', 1.0], ['G2', 2.0]];7;bach;bwv64.8
[['B4', 1.0], ['C#5', 1.0], ['D5', 1.0], ['B4', 1.0]];[['G4', 1.0], ['G4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['D4', 1.0], ['E4', 1.0], ['A#3', 1.0], ['B3', 1.0]];[['G3', 0.5], ['F#3', 0.5], ['E3', 1.0], ['F#3', 0.5], ['E3', 0.5], ['D3', 1.0]];8;bach;bwv64.8
[['E5', 1.0], ['D5', 1.0], ['C#5', 2.0]];[['G4', 1.0], ['F#4', 1.0], ['F#4', 1.5], ['E4', 0.5]];[['A#3', 1.0], ['B3', 1.0], ['B3', 1.0], ['A#3', 1.0]];[['C#3', 1.0], ['D3', 0.5], ['E3', 0.5], ['F#3', 2.0]];9;bach;bwv64.8
[['B4', 2.0], ['B4', 1.0], ['B4', 1.0]];[['D#4', 2.0], ['D4', 0.5], ['E4', 0.5], ['F4', 1.0]];[['F#3', 2.0], ['G#3', 1.0], ['G#3', 1.0]];[['B2', 2.0], ['B2', 0.5], ['C#3', 0.5], ['D3', 1.0]];10;bach;bwv64.8
[['A4', 1.0], ['G4', 1.0], ['F#4', 2.0]];[['E4', 0.5], ['F#4', 0.5], ['G4', 0.5], ['E4', 0.5], ['E4', 1.0], ['D#4', 1.0]];[['A3', 0.5], ['C4', 0.5], ['B3', 1.0], ['C#4', 1.0], ['B3', 0.5], ['A3', 0.5]];[['C#3', 0.5], ['D#3', 0.5], ['E3', 1.0], ['A#2', 1.0], ['B2', 1.0]];11;bach;bwv64.8
[['E4', 4.0]];[['B3', 4.0]];[['G#3', 4.0]];[['E2', 4.0]];12;bach;bwv64.8
