soprano;alto;tenor;bass;measure;composer;corpus
[['B4', 1.0]];[['G4', 1.0]];[['G3', 0.5], ['A3', 0.5]];[['E3', 1.0]];0;bach;bwv399
[['B4', 1.0], ['E5', 1.0], ['D5', 1.0], ['C5', 0.25], ['B4', 0.25], ['C5', 0.5]];[['F#4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['G4', 1.0], ['F#4', 1.0]];[['B3', 1.5], ['A3', 0.5], ['B3', 0.5], ['E4', 0.5], ['D4', 1.0]];[['E3', 0.5], ['D3', 1.0], ['C3', 0.5], ['B2', 0.5], ['C3', 0.5], ['D3', 1.0]];1;bach;bwv399
[['B4', 3.0], ['B4', 0.5], ['C5', 0.5]];[['G4', 3.0], ['G4', 1.0]];[['D4', 3.0], ['D4', 0.5], ['C4', 0.5]];[['G2', 3.0], ['G2', 0.5], ['A2', 0.5]];2;bach;bwv399
[['D5', 1.0], ['G4', 1.0], ['A4', 1.0], ['B4', 1.0]];[['G4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['F#4', 0.25], ['G4', 0.25], ['F#4', 1.0], ['G4', 1.0]];[['B3', 0.5], ['A3', 0.5], ['G3', 1.0], ['D4', 1.0], ['D4', 1.0]];[['B2', 1.0], ['C3', 1.0], ['C3', 0.5], ['B2', 0.5], ['A2', 0.5], ['G2', 0.5]];3;bach;bwv399
[['A4', 2.0], ['G4', 1.0]];[['G4', 0.5], ['E4', 0.5], ['F#4', 1.0], ['D4', 1.0]];[['D4', 1.5], ['C4', 0.5], ['B3', 1.0]];[['D3', 2.0], ['G2', 1.0]];4;bach;bwv399
[['A4', 1.0]];[['E4', 1.0]];[['C#4', 1.0]];[['G3', 1.0]];5;bach;bwv399
[['A4', 1.0], ['B4', 1.0], ['C5', 0.5], ['E5', 0.5], ['D5', 0.5], ['C5', 0.5]];[['D4', 1.0], ['F#4', 1.0], ['G4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['C4', 0.5], ['B3', 0.5], ['A3', 0.5], ['D4', 0.5]];[['G3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['D3', 0.5], ['E3', 1.0], ['F#3', 1.0]];6;bach;bwv399
[['B4', 3.0], ['B4', 1.0]];[['G4', 3.0], ['G4', 0.5], ['F#4', 0.5]];[['D4', 3.0], ['D4', 1.0]];[['G3', 3.0], ['G2', 1.0]];7;bach;bwv399
[['A4', 1.0], ['D5', 0.5], ['E5', 0.25], ['F#5', 0.25], ['E5', 1.0], ['D5', 0.5], ['C#5', 0.5]];[['E4', 0.5], ['D4', 0.25], ['C#4', 0.25], ['D4', 1.0], ['G4', 0.5], ['B4', 0.5], ['A4', 0.5], ['G4', 0.5]];[['C#4', 0.5], ['A3', 0.5], ['G3', 0.5], ['F#3', 0.5], ['B3', 0.5], ['G4', 0.5], ['F#4', 0.5], ['E4', 0.5]];[['G3', 0.5], ['F#3', 0.5], ['B3', 0.5], ['A3', 0.5], ['G3', 0.5], ['E3', 0.5], ['A3', 1.0]];8;bach;bwv399
[['D5', 3.0]];[['F#4', 3.0]];[['D4', 3.0]];[['D3', 3.0]];9;bach;bwv399
[['D5', 1.0]];[['A4', 1.0]];[['F#4', 1.0]];[['D4', 0.5], ['C4', 0.5]];10;bach;bwv399
[['D5', 1.0], ['B4', 1.0], ['C5', 1.0], ['D5', 1.0]];[['G4', 1.0], ['G4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['G4', 1.0], ['D4', 1.0], ['E4', 1.0], ['F4', 1.0]];[['B3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C3', 0.5], ['B2', 0.5]];11;bach;bwv399
[['E5', 3.0], ['A4', 1.0]];[['G4', 3.0], ['F#4', 1.0]];[['E4', 3.0], ['D4', 1.0]];[['C3', 3.0], ['D3', 1.0]];12;bach;bwv399
[['B4', 0.5], ['C5', 0.25], ['D5', 0.25], ['C5', 0.5], ['B4', 0.5], ['B4', 1.0], ['A4', 0.5], ['G4', 0.5]];[['G4', 1.0], ['G4', 1.0], ['G4', 1.0], ['F#4', 1.0]];[['D4', 1.0], ['D4', 0.5], ['E4', 0.5], ['D4', 1.0], ['C4', 1.0]];[['G2', 0.5], ['A2', 0.5], ['B2', 0.5], ['C3', 0.5], ['D3', 1.0], ['D3', 1.0]];13;bach;bwv399
[['G4', 3.0]];[['D4', 3.0]];[['B3', 3.0]];[['G2', 3.0]];14;bach;bwv399
