soprano;alto;tenor;bass;measure;composer;corpus
[['B4', 1.0], ['B4', 1.0], ['A4', 1.0], ['G4', 1.0]];[('P', 0.5), ['G4', 0.5], ['B4', 0.5], ['G4', 0.5], ['G4', 0.5], ['F#4', 1.0], ['E4', 0.5]];[('P', 0.5), ['B3', 0.5], ['E4', 0.5], ['B3', 0.5], ['E4', 0.5], ['D#4', 0.5], ['E4', 0.5], ['G3', 0.5]];[('P', 0.5), ['E3', 0.5], ['G3', 0.5], ['E3', 0.5], ['C4', 0.5], ('P', 0.5), ('P', 0.5), ['B3', 0.5]];0;bach;bwv227.7
[['F#4', 2.0], ['E4', 2.0]];[['E4', 0.5], ['D#4', 0.25], ['C#4', 0.25], ['D#4', 1.0], ['E4', 0.5], ['D#4', 0.5], ['E4', 0.5], ['F#4', 0.5]];[['C4', 0.5], ['B3', 0.25], ['A3', 0.25], ['B3', 0.5], ['A3', 0.5], ['G3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F#3', 0.5]];[['A3', 0.5], ['F#3', 0.5], ['B3', 0.5], ['B2', 0.5], ['E3', 1.0], ('P', 1.0)];1;bach;bwv227.7
[['B4', 1.0], ['C#5', 1.0], ['D5', 1.0], ['B4', 1.0]];[['G4', 0.25], ['F#4', 0.25], ['G4', 0.5], ('P', 0.5), ['E4', 0.5], ['A4', 1.5], ['G4', 0.25], ['F#4', 0.25]];[['E3', 0.5], ['E3', 0.5], ('P', 1.0), ('P', 0.5), ['F#3', 0.5], ['D4', 0.5], ['A3', 0.5]];[('P', 0.5), ['E3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F#3', 0.5], ['D3', 0.5], ['G3', 1.0]];2;bach;bwv227.7
[['E5', 2.0], ['D#5', 2.0]];[['G4', 0.5], ['A4', 0.25], ['B4', 0.25], ['A4', 1.0], ['B4', 1.0], ('P', 0.5), ['C5', 0.5]];[['B3', 0.5], ['A3', 0.25], ['G3', 0.25], ['E4', 0.25], ['D#4', 0.25], ['E4', 0.5], ['F#4', 1.0], ('P', 1.0)];[['G3', 0.5], ['F#3', 0.25], ['E3', 0.25], ['C4', 1.0], ['B3', 0.5], ['C4', 0.5], ['B3', 0.5], ['A3', 0.5]];3;bach;bwv227.7
[['E5', 0.5], ['F#5', 0.5], ['G5', 1.0], ['F#5', 1.5], ['F#5', 0.5]];[['B4', 0.5], ['A4', 0.5], ['G4', 0.5], ['B4', 0.5], ['C5', 0.5], ['A4', 0.5], ['F#4', 1.0]];[('P', 0.5), ['D#4', 0.5], ['E4', 1.5], ['E4', 0.5], ['D4', 1.0]];[['G3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['G3', 0.5], ['A3', 0.5], ['F#3', 0.5], ['B3', 0.5], ['A3', 0.5]];4;bach;bwv227.7
[['E5', 4.0]];[['B4', 0.5], ['G#4', 0.5], ['E4', 0.5], ['A4', 0.5], ['G#4', 2.0]];[['D4', 1.0], ['C4', 0.25], ['B3', 0.25], ['C4', 0.5], ['B3', 2.0]];[['G#3', 0.5], ['E3', 0.5], ['A3', 0.5], ['A2', 0.5], ['E3', 2.0]];5;bach;bwv227.7
[['B4', 1.0], ['B4', 1.0], ['C5', 1.0], ['B4', 1.0]];[['G4', 0.5], ['A4', 0.5], ['A4', 0.5], ['G4', 0.5], ['G4', 0.5], ['A4', 0.5], ['A4', 0.5], ['G4', 0.5]];[['E4', 0.5], ['F#4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['E4', 0.5], ['D4', 0.5], ['D4', 0.5], ['E4', 0.5]];[['E3', 0.5], ['D#3', 0.5], ['D#3', 0.5], ['E3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['G3', 0.5], ['E3', 0.5]];6;bach;bwv227.7
[['A4', 1.0], ['A4', 1.0], ['G4', 2.0]];[['G4', 1.0], ['F#4', 1.0], ['G4', 0.5], ['D4', 0.5], ['E4', 0.5], ['F#4', 0.5]];[['E4', 1.0], ['D4', 0.5], ['C4', 0.5], ['C4', 0.5], ['B3', 0.5], ['C4', 0.5], ['A3', 0.5]];[['C3', 0.5], ['C#3', 0.5], ['D3', 1.0], ['G2', 2.0]];7;bach;bwv227.7
[['B4', 1.0], ['C#5', 1.0], ['D5', 1.0], ['B4', 1.0]];[['G4', 0.5], ['D4', 0.5], ['G4', 1.0], ('P', 0.5), ['A4', 1.0], ['G4', 0.25], ['F#4', 0.25]];[['G3', 0.5], ['B3', 0.5], ['E4', 0.5], ['A3', 1.0], ['G3', 0.25], ['F#3', 0.25], ['D4', 1.0]];[('P', 0.5), ['G3', 1.0], ['F#3', 0.25], ['E3', 0.25], ['F#3', 0.5], ['D3', 0.5], ['G3', 0.5], ['F#3', 0.5]];8;bach;bwv227.7
[['E5', 1.0], ['D5', 1.0], ['C#5', 2.0]];[['E4', 0.5], ['G4', 0.5], ['F#4', 0.5], ['B4', 0.5], ['B4', 1.0], ['A#4', 1.0]];[['D4', 0.5], ['C#4', 0.5], ['D4', 0.5], ['E4', 0.25], ['F#4', 0.25], ['G4', 0.5], ['C#4', 0.5], ['F#4', 0.5], ['E4', 0.5]];[['G#3', 0.5], ['A#3', 0.5], ['B3', 0.5], ['G3', 0.5], ['E3', 0.5], ['E#3', 0.5], ['F#3', 1.0]];9;bach;bwv227.7
[['B4', 2.0], ['B4', 1.0], ['B4', 1.0]];[['B4', 0.5], ['F#4', 0.5], ['B4', 0.5], ['A4', 0.5], ['G4', 2.0]];[['D#4', 1.0], ('P', 0.5), ['B3', 0.5], ['E4', 0.5], ['E4', 0.25], ['D#4', 0.25], ['E4', 1.0]];[['B2', 2.0], ('P', 0.5), ['E3', 0.5], ['G3', 0.5], ['E3', 0.5]];10;bach;bwv227.7
[['A4', 1.0], ['G4', 1.0], ['F#4', 2.0]];[['G4', 0.5], ['F#4', 1.0], ['E4', 0.5], ['E4', 0.5], ['D4', 0.25], ['C#4', 0.25], ['D4', 1.0]];[['E4', 0.5], ['D#4', 0.5], ['E4', 0.5], ['G3', 0.5], ['C4', 0.5], ['A3', 0.5], ['F#3', 0.5], ['B3', 0.5]];[['C4', 0.5], ('P', 0.5), ('P', 0.5), ['B3', 0.5], ['A3', 0.5], ['F#3', 0.5], ['B3', 0.5], ['A3', 0.5]];11;bach;bwv227.7
[['E4', 4.0]];[['D4', 0.5], ['E4', 0.25], ['D4', 0.25], ['C4', 0.25], ['B3', 0.25], ['C4', 0.5], ['B3', 2.0]];[['B3', 0.5], ['G#3', 0.5], ['F#3', 0.5], ['A3', 0.5], ['G#3', 2.0]];[['G#3', 0.5], ['E3', 0.5], ['A3', 0.5], ['A2', 0.5], ['E3', 2.0]];12;bach;bwv227.7
