soprano;alto;tenor;bass;measure;composer;corpus
[['D4', 1.0]];[['A3', 1.0]];[['F3', 0.5], ['G3', 0.5]];[['D3', 0.5], ['E3', 0.5]];0;bach;bwv275
[['D4', 1.0], ['E4', 1.0], ['F4', 2.0]];[['A3', 1.0], ['E4', 1.0], ['E4', 1.0], ['D4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['A3', 2.0]];[['F3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5], ['D3', 0.5], ['E3', 0.5], ['F3', 0.5], ['D3', 0.5]];1;bach;bwv275
[['E4', 2.0], ['A4', 1.0], ['B4', 1.0]];[['C#4', 2.0], ['E4', 1.0], ['E4', 1.0]];[['A3', 2.0], ['A3', 1.0], ['E4', 1.0]];[['A2', 2.0], ['C3', 0.5], ['B2', 0.5], ['A2', 0.5], ['G#2', 0.5]];2;bach;bwv275
[['C5', 1.0], ['D5', 0.5], ['C5', 0.5], ['B4', 2.0]];[['A4', 1.0], ('P', 1.0), ['A4', 1.0], ['G#4', 1.0]];[['E4', 1.0], ['D4', 0.5], ['E4', 0.5], ['F4', 1.0], ['E4', 0.5], ['D4', 0.5]];[['A2', 0.5], ['C3', 0.5], ['F3', 0.5], ['E3', 0.5], ['D3', 0.5], ['B2', 0.5], ['E3', 1.0]];3;bach;bwv275
[['A4', 2.0]];[['E4', 2.0]];[['C4', 2.0]];[['A2', 2.0]];4;bach;bwv275
[('P', 1.0), ['C5', 1.0]];[('P', 1.0), ['A4', 1.0]];[('P', 1.0), ['E4', 1.0]];[('P', 1.0), ['A2', 1.0]];5;bach;bwv275
[['B4', 1.0], ['A4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['A4', 0.5], ['G4', 0.5], ['F4', 0.5], ['E4', 0.5], ['D4', 1.0], ['G4', 1.0]];[['F4', 0.5], ['E4', 0.25], ['D4', 0.25], ['C4', 1.0], ['B3', 1.0], ['C4', 1.0]];[['D3', 0.5], ['E3', 0.5], ['F3', 1.0], ['F3', 1.0], ['E3', 1.0]];6;bach;bwv275
[['A4', 1.0], ['G4', 1.0], ['F4', 1.0], ['F4', 1.0]];[['G4', 0.5], ['F4', 1.0], ['E4', 1.0], ['D4', 0.5], ['C4', 0.5], ['D4', 0.5]];[['C4', 1.0], ['C4', 1.0], ['A3', 1.0], ['A3', 1.0]];[['F3', 1.0], ['C3', 1.0], ['D3', 1.0], ['A2', 0.5], ['B-2', 0.5]];7;bach;bwv275
[['E4', 2.0], ['F4', 1.0], ['E4', 1.0]];[['C4', 2.0], ['C4', 1.0], ['C#4', 0.5], ['D4', 0.5]];[['G3', 0.5], ['A3', 0.5], ['B-3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['C3', 2.0], ['F2', 1.0], ['A2', 1.0]];8;bach;bwv275
[['E4', 1.0], ['F4', 1.0], ['G4', 2.0]];[['E4', 1.5], ['D4', 1.0], ['C4', 0.5], ['D4', 0.5], ['B3', 0.5]];[['A3', 1.0], ['A3', 1.0], ['G3', 2.0]];[['C#3', 1.0], ['D3', 0.5], ['C3', 0.5], ['B2', 0.5], ['A2', 0.5], ['B2', 0.5], ['G2', 0.5]];9;bach;bwv275
[['E4', 2.0]];[['C4', 2.0]];[['G3', 2.0]];[['C3', 2.0]];10;bach;bwv275
[['A4', 1.0], ['B4', 1.0]];[['A4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['F4', 1.0]];[['C3', 1.0], ['D3', 1.0]];11;bach;bwv275
[['C5', 1.0], ['D5', 0.5], ['C5', 0.5], ['B4', 2.0]];[['A4', 0.5], ['G#4', 0.5], ['A4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['E4', 1.0], ['D4', 0.5], ['E4', 0.5], ['F4', 1.0], ['E4', 0.5], ['D4', 0.5]];[['E3', 1.0], ['F3', 0.5], ['E3', 0.5], ['D3', 1.0], ['E3', 1.0]];12;bach;bwv275
[['A4', 2.0], ('P', 1.0), ['F#4', 1.0]];[['E4', 2.0], ('P', 1.0), ['C4', 1.0]];[['C4', 2.0], ('P', 1.0), ['A3', 1.0]];[['A2', 2.0], ('P', 1.0), ['A2', 1.0]];13;bach;bwv275
[['G4', 1.0], ['G4', 1.0], ['G4', 1.0], ['F#4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['E-4', 1.0], ['D4', 1.0]];[['G3', 1.5], ['F3', 0.5], ['E-3', 0.5], ['B-3', 0.5], ['A3', 0.5], ['C4', 0.5]];[['B-2', 1.0], ['B2', 1.0], ['C3', 1.0], ['D3', 1.0]];14;bach;bwv275
[['G4', 2.0], ('P', 1.0), ['E4', 1.0]];[['D4', 2.0], ('P', 1.0), ['C#4', 1.0]];[['B-3', 2.0], ('P', 1.0), ['A3', 1.0]];[['G2', 2.0], ('P', 1.0), ['A2', 1.0]];15;bach;bwv275
[['F4', 1.0], ['G4', 1.0], ['E4', 2.0]];[['D4', 1.0], ['D4', 2.0], ['C#4', 1.0]];[['A3', 1.0], ['G3', 0.5], ['B-3', 0.5], ['A3', 0.5], ['E3', 0.5], ['A3', 0.5], ['G3', 0.5]];[['D3', 0.5], ['C3', 0.5], ['B-2', 0.5], ['G2', 0.5], ['A2', 2.0]];16;bach;bwv275
[['D4', 3.0]];[['A3', 3.0]];[['F#3', 3.0]];[['D3', 3.0]];17;bach;bwv275
