soprano;alto;tenor;bass;measure;composer;corpus
[['F4', 1.0]];[['C4', 1.0]];[['A3', 1.0]];[['F3', 1.0]];0;bach;bwv96.6
[['F4', 0.5], ['G4', 0.5], ['A4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['D4', 0.5], ['E4', 0.5], ['F4', 1.0], ['E4', 1.0], ['D4', 1.0]];[['B-3', 1.0], ['C4', 1.0], ['C4', 0.5], ['B-3', 0.5], ['A3', 1.0]];[['B-2', 1.0], ['F3', 1.0], ['C3', 1.0], ['D3', 1.0]];1;bach;bwv96.6
[['E4', 2.0], ['D4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['C#4', 1.0], ['A3', 1.0], ['F#4', 1.0]];[['B-3', 1.0], ['A3', 0.5], ['G3', 0.5], ['F3', 1.0], ['D4', 1.0]];[['G2', 1.0], ['A2', 1.0], ['D3', 1.0], ['D3', 1.0]];2;bach;bwv96.6
[['B-4', 1.0], ['G4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['G4', 0.5], ['F4', 0.5], ['E4', 1.0], ['F4', 1.0], ['E4', 1.0]];[['D4', 1.0], ['C4', 1.0], ['C4', 1.0], ['C4', 0.5], ['B-3', 0.5]];[['G2', 0.5], ['A2', 0.5], ['B-2', 1.0], ['A2', 0.5], ['F2', 0.5], ['C3', 1.0]];3;bach;bwv96.6
[['F4', 3.0]];[['C4', 3.0]];[['A3', 3.0]];[['F2', 3.0]];4;bach;bwv96.6
[['F4', 0.5], ['G4', 0.5]];[['C4', 1.0]];[['A3', 1.0]];[['F3', 0.5], ['E3', 0.5]];5;bach;bwv96.6
[['A4', 1.0], ['A4', 1.0], ['B-4', 1.0], ['B-4', 1.0]];[['F4', 1.0], ['F#4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['D3', 1.0], ['C3', 1.0], ['B-2', 0.5], ['A2', 0.5], ['G2', 1.0]];6;bach;bwv96.6
[['C5', 2.0], ['G4', 1.0], ['C5', 1.0]];[['G4', 1.0], ['F4', 1.0], ['E4', 1.0], ['G4', 1.0]];[['C4', 2.0], ['C4', 1.0], ['C4', 1.0]];[['A2', 1.5], ['B-2', 0.5], ['C3', 1.0], ['E3', 1.0]];7;bach;bwv96.6
[['A4', 1.0], ['A4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['F4', 1.0], ['E-4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['C4', 1.0], ['C4', 1.0], ['B-3', 1.0], ['B3', 1.0]];[['F3', 1.0], ['F#3', 1.0], ['G3', 1.0], ['G#3', 1.0]];8;bach;bwv96.6
[['E4', 2.0], ['D4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['C#4', 1.0], ['D4', 1.0], ['F#4', 1.0]];[['E3', 0.5], ['F3', 0.5], ['G3', 1.0], ['F3', 1.0], ['C4', 1.0]];[['A3', 1.0], ['A2', 1.0], ['B-2', 1.0], ['A2', 1.0]];9;bach;bwv96.6
[['B-4', 1.0], ['G4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['G4', 0.5], ['F4', 0.5], ['E4', 1.0], ['F4', 1.0], ['E4', 1.0]];[['D4', 1.0], ['C4', 1.0], ['C4', 1.0], ['C4', 0.5], ['B-3', 0.5]];[['G2', 0.5], ['A2', 0.5], ['B-2', 1.0], ['A2', 0.5], ['B-2', 0.5], ['C3', 1.0]];10;bach;bwv96.6
[['F4', 3.0]];[['C4', 3.0]];[['A3', 3.0]];[['F2', 3.0]];11;bach;bwv96.6
