soprano;alto;tenor;bass;measure;composer;corpus
[['C5', 1.0]];[['A-4', 1.0]];[['E-4', 1.0]];[['A-3', 1.0]];0;bach;bwv244.10
[['A-4', 1.0], ['B-4', 1.0], ['C5', 0.5], ['D-5', 0.5], ['E-5', 1.0]];[['F4', 1.0], ['G4', 1.0], ['A-4', 0.5], ['B-4', 0.5], ['C5', 1.0]];[['D-4', 1.0], ['D-4', 1.0], ['E-4', 0.5], ['D-4', 0.5], ['C4', 0.5], ['B-3', 0.5]];[['D-4', 0.5], ['C4', 0.5], ['B-3', 1.0], ['A-3', 1.5], ['G3', 0.5]];1;bach;bwv244.10
[['D-5', 2.0], ['C5', 1.0], ['C5', 0.5], ['D-5', 0.5]];[['C5', 1.0], ['B-4', 1.0], ['A-4', 1.0], ['A-4', 1.0]];[['A-3', 1.0], ['E-4', 1.0], ['E-4', 1.0], ['F4', 1.0]];[['F3', 1.0], ['G3', 1.0], ['A-3', 1.0], ['F3', 1.0]];2;bach;bwv244.10
[['E-5', 1.0], ['E-5', 1.0], ['B-4', 1.0], ['C5', 1.0]];[['A-4', 0.5], ['G4', 0.5], ['A-4', 0.5], ['F4', 0.5], ['G4', 0.5], ['F4', 0.5], ['E-4', 1.0]];[['E-4', 1.0], ['E-4', 1.0], ['E-4', 1.0], ['G3', 1.0]];[['C3', 0.5], ['B-2', 0.5], ['C3', 0.5], ['D-3', 0.5], ['E-3', 0.5], ['D-3', 0.5], ['C3', 1.0]];3;bach;bwv244.10
[['A-4', 2.0], ['G4', 1.0], ['E-4', 1.0]];[['E-4', 1.0], ['D4', 1.0], ['E-4', 1.0], ['B-3', 1.0]];[['A-3', 0.5], ['G3', 0.5], ['A-3', 1.0], ['B-3', 1.0], ['G3', 0.5], ['F3', 0.5]];[['F3', 2.0], ['E-3', 1.0], ['D-3', 1.0]];4;bach;bwv244.10
[['A-4', 1.0], ['B-4', 1.0], ['C5', 1.0], ['C5', 1.0]];[['E-4', 1.0], ['D-4', 1.0], ['C4', 0.5], ['D-4', 0.5], ['E-4', 1.0]];[['E-3', 1.0], ['F3', 0.5], ['G3', 0.5], ['A-3', 1.0], ['A-3', 1.0]];[['C3', 1.0], ['B-2', 1.0], ['A-2', 0.5], ['B-2', 0.5], ['C3', 0.5], ['D-3', 0.5]];5;bach;bwv244.10
[['B-4', 3.0], ['C5', 1.0]];[['E-4', 3.0], ['G4', 1.0]];[['G3', 3.0], ['C4', 1.0]];[['E-3', 3.0], ['E3', 1.0]];6;bach;bwv244.10
[['A-4', 1.0], ['B-4', 1.0], ['C5', 0.5], ['D-5', 0.5], ['E-5', 1.0]];[['F4', 1.0], ['E-4', 1.0], ['E-4', 1.0], ['F4', 1.0]];[['C4', 0.5], ['D-4', 0.5], ['C4', 0.5], ['B-3', 0.5], ['A-3', 0.5], ['B-3', 0.5], ['C4', 1.0]];[['F3', 1.0], ['G3', 1.0], ['A-3', 1.0], ['A3', 1.0]];7;bach;bwv244.10
[['D-5', 2.0], ['C5', 1.0], ['C5', 0.5], ['D-5', 0.5]];[['F4', 0.5], ['E-4', 0.5], ['F4', 0.5], ['G4', 0.5], ['A4', 1.0], ['A-4', 1.0]];[['B-3', 0.5], ['C4', 0.5], ['D-4', 0.5], ['E-4', 0.5], ['F4', 1.0], ['F4', 1.0]];[['B-3', 1.0], ['B-2', 1.0], ['F3', 1.0], ['F3', 1.0]];8;bach;bwv244.10
[['E-5', 1.0], ['E-5', 1.0], ['B-4', 1.0], ['C5', 1.0]];[['B-4', 1.0], ['A-4', 0.5], ['G4', 0.5], ['F4', 1.0], ['G4', 1.0]];[['E-4', 0.5], ['D-4', 0.5], ['C4', 1.0], ['D4', 1.0], ['G3', 1.0]];[['G3', 1.0], ['A-3', 1.0], ['A-3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E3', 0.5]];9;bach;bwv244.10
[['A-4', 2.0], ['G4', 1.0], ['E-4', 1.0]];[['G4', 1.0], ['F4', 1.0], ['E4', 1.0], ['E-4', 1.0]];[['C4', 2.0], ['C4', 1.0], ['C4', 1.0]];[['F3', 0.5], ['G3', 0.5], ['A-3', 0.5], ['B-3', 0.5], ['C4', 1.0], ['C3', 1.0]];10;bach;bwv244.10
[['A-4', 1.0], ['B-4', 1.0], ['C5', 1.0], ['D-5', 1.0]];[['E-4', 0.5], ['F4', 0.5], ['E-4', 0.5], ['D-4', 0.5], ['C4', 0.5], ['E-4', 0.5], ['F4', 0.5], ['G4', 0.5]];[['C4', 0.5], ['D-4', 0.5], ['C4', 0.5], ['B-3', 0.5], ['A-3', 1.0], ['A-3', 1.0]];[['F3', 1.0], ['G3', 1.0], ['A-3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E-3', 0.5]];11;bach;bwv244.10
[['C5', 1.0], ['B-4', 1.0], ['A-4', 1.0]];[['A-4', 1.0], ['G4', 1.0], ['E-4', 1.0]];[['F4', 1.0], ['B-3', 0.5], ['C4', 0.25], ['D-4', 0.25], ['C4', 1.0]];[['D-3', 1.0], ['E-3', 1.0], ['A-2', 1.0]];12;bach;bwv244.10
