soprano;alto;tenor;bass;measure;composer;corpus
[['G4', 1.0]];[['D4', 0.5], ['E4', 0.5]];[['B-3', 1.0]];[['G3', 1.0]];0;bach;bwv343
[['A4', 2.0], ['G4', 1.0]];[['F4', 2.0], ['F4', 0.5], ['E4', 0.5]];[['C4', 2.0], ['C4', 0.75], ['B-3', 0.25]];[['F3', 2.0], ['C3', 1.0]];1;bach;bwv343
[['F4', 2.0], ['D4', 1.0]];[['D4', 1.0], ['A3', 1.0], ['B-3', 1.0]];[['A3', 1.0], ['F3', 1.5], ['G3', 0.5]];[['D3', 2.0], ['B-2', 1.0]];2;bach;bwv343
[['F4', 3.0]];[['C4', 0.5], ['E-4', 0.5], ['D4', 0.5], ['C4', 0.5], ['B3', 1.0]];[['A3', 2.0], ['G3', 0.5], ['F3', 0.5]];[['A2', 2.0], ['D3', 1.0]];3;bach;bwv343
[['G4', 2.0], ['A4', 1.0]];[['E4', 2.0], ['E4', 0.5], ['F#4', 0.5]];[['C4', 2.0], ['C4', 1.0]];[['C3', 2.0], ['A2', 1.0]];4;bach;bwv343
[['B-4', 2.0], ['D5', 1.0]];[['G4', 0.5], ['F#4', 0.5], ['G4', 2.0]];[['D4', 1.5], ['C4', 0.5], ['B-3', 0.5], ['A3', 0.5]];[['G2', 2.0], ['B-2', 1.0]];5;bach;bwv343
[['C5', 2.0], ['B-4', 1.0]];[['G4', 1.5], ['F#4', 0.5], ['G4', 1.0]];[['G3', 0.5], ['F#3', 0.5], ['G3', 0.5], ['A3', 0.5], ['D4', 1.0]];[['E-3', 2.0], ['D3', 1.0]];6;bach;bwv343
[['A4', 3.0]];[['G4', 2.0], ['F#4', 1.0]];[['E-4', 1.0], ['D4', 0.5], ['A3', 0.5], ['D4', 0.5], ['C4', 0.5]];[['C3', 1.0], ['D3', 1.0], ['D2', 1.0]];7;bach;bwv343
[['G4', 2.0]];[['D4', 2.0]];[['B-3', 2.0]];[['G2', 2.0]];8;bach;bwv343
[['C5', 1.0]];[['G4', 1.0]];[['C4', 0.5], ['B-3', 0.5]];[['E3', 1.0]];9;bach;bwv343
[['C5', 2.0], ['C5', 1.0]];[['G4', 0.5], ['F4', 0.5], ['F4', 0.5], ['E4', 0.5], ['F4', 1.0]];[['A3', 1.0], ['B-3', 1.0], ['C4', 1.0]];[['F3', 1.0], ['G3', 1.0], ['A3', 1.0]];10;bach;bwv343
[['D5', 2.0], ['C5', 1.0]];[['F4', 0.5], ['E4', 0.5], ['F4', 0.5], ['G4', 0.5], ['A4', 0.5], ['G4', 0.5]];[['C4', 1.0], ['B-3', 1.0], ['C4', 1.0]];[['B-3', 2.0], ['F3', 0.5], ['E3', 0.5]];11;bach;bwv343
[['B-4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['F4', 2.0], ['F4', 0.5], ['E4', 0.5]];[['D4', 2.0], ['G3', 0.5], ['C4', 0.5]];[['D3', 0.5], ['C3', 0.5], ['B-2', 1.0], ['C3', 1.0]];12;bach;bwv343
[['F4', 2.0], ['F4', 1.0]];[['C4', 2.0], ['D4', 1.0]];[['A3', 2.0], ['B-3', 0.5], ['C4', 0.5]];[['F2', 2.0], ['B-2', 0.5], ['A2', 0.5]];13;bach;bwv343
[['B-4', 2.0], ['A4', 1.0]];[['G4', 2.0], ['A4', 1.0]];[['D4', 0.5], ['B-3', 0.5], ['E-4', 1.5], ['D4', 0.5]];[['G2', 1.0], ['G3', 1.0], ['F#3', 1.0]];14;bach;bwv343
[['B-4', 2.0], ['C5', 1.0]];[['A4', 0.5], ['D4', 0.5], ['G4', 1.0], ['A4', 1.0]];[['D4', 2.0], ['E-4', 1.0]];[['G3', 1.0], ['F3', 0.5], ['E-3', 0.5], ['D3', 0.5], ['C3', 0.5]];15;bach;bwv343
[['D5', 2.0], ['C5', 1.0]];[['B-4', 0.5], ['A4', 0.5], ['G4', 1.5], ['F#4', 0.5]];[['F4', 1.0], ['E-4', 0.5], ['D4', 0.5], ['E-4', 0.5], ['C4', 0.5]];[['B-2', 1.0], ['B-3', 1.0], ['A3', 1.0]];16;bach;bwv343
[['B-4', 1.5], ['A4', 0.5], ['G4', 1.0]];[['G4', 1.0], ['D4', 1.5], ['C4', 0.5]];[['D4', 0.5], ['E-4', 0.5], ['F4', 0.5], ['F3', 0.5], ['G3', 1.0]];[['G3', 1.0], ['F3', 1.0], ['E-3', 1.0]];17;bach;bwv343
