soprano;alto;tenor;bass;measure;composer;corpus
[['C#5', 1.0], ['A4', 1.0], ['B4', 1.0], ['B4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['A3', 1.0], ['G#3', 1.0]];[['A2', 1.0], ['C#3', 1.0], ['D3', 1.0], ['E3', 1.0]];0;bach;bwv355
[['C#5', 1.0], ['D#5', 1.0], ['E5', 2.0]];[['E4', 1.0], ['F#4', 1.0], ['G#4', 2.0]];[['A3', 1.0], ['A3', 1.0], ['B3', 2.0]];[['A3', 0.5], ['G#3', 0.5], ['F#3', 1.0], ['E3', 2.0]];1;bach;bwv355
[['B4', 1.0], ['C#5', 1.0], ['D5', 1.0], ['C#5', 1.0]];[['G#4', 1.0], ['A4', 1.5], ['G#4', 0.5], ['A4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['D4', 0.5], ['B3', 0.5], ['E4', 1.0]];[['E3', 0.5], ['D3', 0.5], ['C#3', 1.0], ['B2', 1.0], ['A2', 1.0]];2;bach;bwv355
[['B4', 2.0], ['A4', 2.0]];[['A4', 1.0], ['G#4', 1.0], ['E4', 2.0]];[['F#4', 0.5], ['D4', 0.5], ['B3', 0.5], ['E4', 0.25], ['D4', 0.25], ['C#4', 2.0]];[['D3', 1.0], ['E3', 1.0], ['A2', 2.0]];3;bach;bwv355
[['B4', 1.0], ['B4', 1.0], ['E5', 1.0], ['E5', 1.0]];[['G#4', 1.0], ['G#4', 1.0], ['G#4', 1.0], ['A#4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 0.5], ['D4', 0.5], ['C#4', 1.0]];[['E3', 1.0], ['E3', 0.5], ['D3', 0.5], ['C#3', 1.0], ['F#3', 1.0]];4;bach;bwv355
[['D5', 1.0], ['D5', 1.0], ['C#5', 2.0]];[['F#4', 1.0], ['F#4', 1.0], ['F#4', 2.0]];[['C#4', 1.0], ['B3', 1.0], ['B3', 1.0], ['A#3', 1.0]];[['B2', 0.5], ['C#3', 0.5], ['D3', 0.5], ['E3', 0.5], ['F#3', 2.0]];5;bach;bwv355
[['B4', 1.0], ['B4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['F#4', 1.5], ['E4', 0.5], ['E4', 0.5], ['D#4', 0.5], ['E4', 1.0]];[['D#4', 0.5], ['C#4', 0.5], ['B3', 1.0], ['C#4', 0.5], ['A3', 0.5], ['B3', 1.0]];[['B3', 0.5], ['A3', 0.5], ['G#3', 1.0], ['F#3', 1.0], ['E3', 1.0]];6;bach;bwv355
[['F#4', 2.0], ['E4', 2.0]];[['E4', 1.0], ['D#4', 1.0], ['B3', 2.0]];[['C#4', 1.0], ['B3', 0.5], ['A3', 0.5], ['G#3', 2.0]];[['A2', 1.0], ['B2', 1.0], ['E3', 2.0]];7;bach;bwv355
[['A4', 1.0], ['A4', 1.0], ['D5', 1.0], ['D5', 1.0]];[['E4', 1.0], ['E4', 1.0], ['F#4', 0.5], ['G#4', 0.5], ['A4', 0.5], ['B4', 0.5]];[['A3', 0.5], ['B3', 0.5], ['C#4', 0.5], ['B3', 0.5], ['A3', 0.5], ['G#3', 0.5], ['F#3', 0.5], ['E3', 0.5]];[['C#3', 0.5], ['B2', 0.5], ['A2', 0.5], ['G#2', 0.5], ['F#2', 0.5], ['E2', 0.5], ['F#2', 0.5], ['G#2', 0.5]];8;bach;bwv355
[['C#5', 1.0], ['C#5', 1.0], ['B4', 2.0]];[['B4', 0.5], ['A4', 0.25], ['G#4', 0.25], ['A4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 2.0]];[['A2', 0.5], ['B2', 0.5], ['C#3', 0.5], ['D3', 0.5], ['E3', 2.0]];9;bach;bwv355
