soprano;alto;tenor;bass;measure;composer;corpus
[['D5', 1.0], ['E-5', 1.0], ['F5', 1.0], ['F5', 1.0]];[['F4', 1.0], ['G4', 0.5], ['A4', 0.5], ['B-4', 1.0], ['B-4', 1.0]];[['B-3', 1.0], ['B-3', 1.0], ['B-3', 0.5], ['C4', 0.5], ['D4', 1.0]];[['B-3', 0.5], ['A3', 0.5], ['G3', 1.0], ['D3', 1.0], ['G3', 1.0]];0;bach;bwv55.5
[['E-5', 1.0], ['D5', 1.0], ['C5', 1.0], ['C5', 1.0]];[['B-4', 0.5], ['A4', 0.5], ['B-4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['E-4', 1.0], ['F4', 1.0], ['F4', 1.0], ['F4', 1.0]];[['C3', 1.0], ['D3', 0.5], ['E-3', 0.5], ['F3', 1.0], ['F3', 1.0]];1;bach;bwv55.5
[['D5', 1.0], ['E-5', 1.0], ['F5', 1.0], ['E-5', 0.5], ['D5', 0.5]];[['B-4', 1.0], ['A4', 0.5], ['G4', 0.5], ['F4', 1.0], ['G4', 1.0]];[['F4', 1.0], ['C4', 1.0], ['C4', 0.5], ['A3', 0.5], ['B-3', 1.0]];[['B-2', 1.0], ['C3', 1.0], ['D3', 1.0], ['G3', 0.5], ['F3', 0.5]];2;bach;bwv55.5
[['C5', 1.5], ['B-4', 0.5], ['B-4', 2.0]];[['G4', 1.0], ['F4', 1.0], ['F4', 2.0]];[['B-3', 1.0], ['A3', 1.0], ['D4', 2.0]];[['E-3', 1.0], ['F3', 1.0], ['B-2', 2.0]];3;bach;bwv55.5
[['C5', 1.0], ['D5', 1.0], ['E-5', 1.0], ['E-5', 1.0]];[['F4', 1.0], ['F4', 1.0], ['E-4', 0.5], ['F4', 0.5], ['G4', 1.0]];[['A3', 1.0], ['B3', 1.0], ['C4', 1.0], ['C4', 1.0]];[['F3', 0.5], ['E-3', 0.5], ['D3', 1.0], ['C3', 0.5], ['D3', 0.5], ['E-3', 0.5], ['C3', 0.5]];4;bach;bwv55.5
[['D5', 1.0], ['D5', 1.0], ['C5', 2.0]];[['A-4', 1.0], ['G4', 0.5], ['F4', 0.5], ['E-4', 2.0]];[['C4', 1.0], ['B3', 1.0], ['G3', 2.0]];[['F3', 1.0], ['G3', 1.0], ['C3', 2.0]];5;bach;bwv55.5
[['E-5', 1.0], ['F5', 1.0], ['G5', 1.0], ['G5', 1.0]];[['G4', 1.0], ['B-4', 1.0], ['B-4', 0.5], ['A-4', 0.5], ['B-4', 0.5], ['G4', 0.5]];[['C4', 1.0], ['D4', 1.0], ['E-4', 1.0], ['E-4', 1.0]];[['C4', 1.0], ['B-3', 0.5], ['A-3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E-3', 1.0]];6;bach;bwv55.5
[['F5', 1.0], ['F5', 1.0], ['E-5', 2.0]];[['C5', 1.0], ['B-4', 0.5], ['A-4', 0.5], ['G4', 2.0]];[['E-4', 1.0], ['D4', 1.0], ['B-3', 2.0]];[['A-3', 1.0], ['B-3', 1.0], ['E-3', 2.0]];7;bach;bwv55.5
[['D5', 1.0], ['E-5', 1.0], ['F5', 1.0], ['F5', 1.0]];[['G4', 1.0], ['G4', 1.0], ['F4', 0.5], ['E-4', 0.5], ['D4', 1.0]];[['B-3', 1.0], ['B-3', 1.0], ['B-3', 1.0], ['B-3', 1.0]];[['G3', 1.0], ['F3', 0.5], ['E-3', 0.5], ['D3', 1.0], ['G3', 1.0]];8;bach;bwv55.5
[['E-5', 1.0], ['D5', 1.0], ['C5', 1.0], ['C5', 1.0]];[['E-4', 1.0], ['F4', 0.5], ['G4', 0.5], ['A4', 1.0], ['A4', 1.0]];[['B-3', 0.5], ['A3', 0.5], ['B-3', 1.0], ['F4', 1.0], ['F4', 1.0]];[['C3', 1.0], ['D3', 0.5], ['E-3', 0.5], ['F3', 1.0], ['F3', 1.0]];9;bach;bwv55.5
[['D5', 1.0], ['E-5', 1.0], ['F5', 1.0], ['E-5', 0.5], ['D5', 0.5]];[['B-4', 1.0], ['A4', 0.5], ['G4', 0.5], ['F4', 1.0], ['G4', 1.0]];[['F4', 1.0], ['E-4', 1.0], ['D4', 0.5], ['C4', 0.5], ['B-3', 1.0]];[['B-2', 1.0], ['C3', 1.0], ['D3', 1.0], ['G3', 0.5], ['F3', 0.5]];10;bach;bwv55.5
[['C5', 1.5], ['B-4', 0.5], ['B-4', 1.0], ['B-4', 1.0]];[['G4', 1.0], ['F4', 1.0], ['F4', 1.0], ['F4', 1.0]];[['B-3', 1.0], ['A3', 0.5], ['E-4', 0.5], ['D4', 1.0], ['D4', 1.0]];[['E-3', 1.0], ['F3', 1.0], ['B-2', 1.0], ['B-2', 1.0]];11;bach;bwv55.5
