soprano;alto;tenor;bass;measure;composer;corpus
[['C#5', 1.0], ['B4', 1.0], ['A4', 1.0], ['B4', 1.0]];[['A4', 1.0], ['G#4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['A3', 1.0], ['E3', 1.0], ['C#3', 1.0], ['E3', 1.0]];0;bach;bwv245.28
[['C#5', 1.0], ['D#5', 1.0], ['E5', 2.0]];[['A4', 0.5], ['G#4', 0.5], ['F#4', 1.0], ['G#4', 2.0]];[['E4', 1.0], ['B3', 1.0], ['B3', 2.0]];[['A2', 1.0], ['B2', 1.0], ['E3', 2.0]];1;bach;bwv245.28
[['F#5', 1.0], ['E5', 1.0], ['D5', 1.0], ['C#5', 0.5], ['B4', 0.5]];[['B4', 1.0], ['B4', 1.0], ['G#4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['B3', 1.0], ['E4', 1.0], ['E4', 1.0]];[['B3', 1.0], ['G#3', 1.0], ['E3', 1.0], ['A3', 1.0]];2;bach;bwv245.28
[['B4', 2.0], ['A4', 2.0]];[['A4', 1.0], ['G#4', 1.0], ['E4', 2.0]];[['F#4', 1.0], ['E4', 0.5], ['D4', 0.5], ['C#4', 2.0]];[['D3', 1.0], ['E3', 1.0], ['A2', 2.0]];3;bach;bwv245.28
[['C#5', 1.0], ['E5', 1.0], ['D5', 1.0], ['C#5', 1.0]];[['A4', 1.0], ['B4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['F#4', 1.0], ['C#4', 1.0]];[['A3', 1.0], ['G#3', 1.0], ['F#3', 1.0], ['E3', 1.0]];4;bach;bwv245.28
[['B4', 1.0], ['A4', 1.0], ['G#4', 2.0]];[['F#4', 1.0], ['F#4', 1.0], ['E#4', 2.0]];[['D4', 1.0], ['D4', 1.0], ['G#3', 2.0]];[['D3', 1.0], ['C#3', 0.5], ['B2', 0.5], ['C#3', 2.0]];5;bach;bwv245.28
[['A4', 1.0], ['B4', 1.0], ['C#5', 1.0], ['C#5', 0.5], ['D5', 0.25], ['E5', 0.25]];[['C#4', 1.0], ['E4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['F#3', 1.0], ['G#3', 1.0], ['A3', 1.0], ['B3', 1.0]];[['F#3', 1.0], ['E3', 1.0], ['A3', 1.0], ['G#3', 1.0]];6;bach;bwv245.28
[['D5', 2.0], ['C#5', 2.0]];[['A4', 1.0], ['B4', 1.0], ['A4', 2.0]];[['F#4', 1.0], ['E4', 1.0], ['E4', 2.0]];[['F#3', 1.0], ['G#3', 1.0], ['A3', 2.0]];7;bach;bwv245.28
[['C#5', 1.0], ['D5', 1.0], ['E5', 1.0], ['D5', 1.0]];[['A4', 1.0], ['A4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['C#4', 1.0], ['B3', 1.0]];[['A3', 1.0], ['F#3', 1.0], ['C#3', 1.0], ['D3', 1.0]];8;bach;bwv245.28
[['C#5', 1.0], ['B4', 1.0], ['C#5', 2.0]];[['A4', 1.0], ['G#4', 1.0], ['A4', 2.0]];[['C#4', 0.5], ['D4', 0.5], ['E4', 1.0], ['E4', 2.0]];[['E3', 1.0], ['E3', 1.0], ['A2', 2.0]];9;bach;bwv245.28
[['B4', 1.0], ['B4', 1.0], ['C#5', 0.5], ['D#5', 0.5], ['E5', 1.0]];[['G#4', 1.0], ['E4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['E4', 1.0], ['B3', 1.0], ['A3', 1.0], ['B3', 1.0]];[['E3', 0.5], ['F#3', 0.5], ['G#3', 1.0], ['F#3', 1.0], ['E3', 1.0]];10;bach;bwv245.28
[['E5', 1.0], ['D#5', 1.0], ['E5', 2.0]];[['F#4', 2.0], ['G#4', 2.0]];[['C#4', 1.0], ['B3', 1.0], ['B3', 2.0]];[['A3', 1.0], ['B3', 1.0], ['E3', 2.0]];11;bach;bwv245.28
[['E5', 1.0], ['C#5', 1.0], ['F#5', 1.5], ['E5', 0.5]];[['G4', 1.0], ['G4', 1.0], ['F#4', 0.5], ['G#4', 0.5], ['A4', 1.0]];[['B-3', 1.0], ['A3', 1.0], ['A3', 0.5], ['B3', 0.5], ['C#4', 1.0]];[['G3', 1.0], ['A3', 1.0], ['D3', 1.0], ['C#4', 1.0]];12;bach;bwv245.28
[['D5', 1.0], ['C#5', 0.5], ['B4', 0.5], ['B4', 2.0]];[['A4', 0.5], ['G#4', 0.5], ['A4', 1.0], ['G#4', 2.0]];[['D4', 1.0], ['E4', 1.0], ['E4', 2.0]];[['B2', 1.0], ['A2', 1.0], ['E3', 2.0]];13;bach;bwv245.28
[['C#5', 1.0], ['E5', 1.0], ['D5', 1.0], ['C#5', 0.5], ['B4', 0.5]];[['A4', 1.0], ['B4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['A3', 1.0], ['G#3', 1.0], ['F#3', 1.0], ['E3', 1.0]];14;bach;bwv245.28
[['B4', 2.0], ['A4', 2.0]];[['A4', 1.0], ['G#4', 1.0], ['E4', 2.0]];[['F#4', 1.0], ['E4', 0.5], ['D4', 0.5], ['C#4', 2.0]];[['D#3', 1.0], ['E3', 1.0], ['A2', 2.0]];15;bach;bwv245.28
