soprano;alto;tenor;bass;measure;composer;corpus
[['A4', 1.0]];[['F4', 1.0]];[['D4', 1.0]];[['D3', 1.0]];0;bach;bwv101.7
[['A4', 1.0], ['F4', 1.0], ['G4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['B-3', 1.0], ['A3', 1.0]];[['C#3', 1.0], ['D3', 1.0], ['B-3', 1.0], ['F3', 1.0]];1;bach;bwv101.7
[['F4', 1.0], ['E4', 1.0], ['D4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['C#4', 1.0], ['A3', 1.0], ['F4', 1.0]];[['B-3', 1.0], ['E3', 1.0], ['F3', 1.0], ['D4', 1.0]];[['G3', 1.0], ['A3', 1.0], ['D3', 1.0], ['D3', 0.5], ['E3', 0.5]];2;bach;bwv101.7
[['A4', 1.0], ['G4', 1.0], ['C5', 1.0], ['A4', 1.0]];[['F4', 1.0], ['G4', 0.5], ['F4', 0.5], ['E4', 1.0], ['F4', 1.0]];[['C4', 1.0], ['C4', 1.0], ['C4', 1.0], ['C4', 1.0]];[['F3', 1.0], ['E3', 1.0], ['A3', 1.0], ['F3', 1.0]];3;bach;bwv101.7
[['F4', 1.0], ['G4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['C#4', 1.0]];[['B-3', 1.0], ['D3', 1.0], ['E3', 1.0]];[['B-3', 1.0], ['B-2', 1.0], ['A2', 1.0]];4;bach;bwv101.7
[['A4', 1.0]];[['D4', 1.0]];[['F3', 1.0]];[['D3', 1.0]];5;bach;bwv101.7
[['C5', 1.0], ['D5', 0.5], ['E5', 0.5], ['F5', 1.0], ['E5', 1.0]];[['E4', 1.0], ['G4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['A3', 1.0], ['B-3', 1.0], ['C4', 1.0], ['B-3', 0.5], ['C4', 0.5]];[['A3', 1.0], ['G3', 1.0], ['F3', 1.0], ['G3', 0.5], ['A3', 0.5]];6;bach;bwv101.7
[['D5', 1.0], ['C#5', 1.0], ['D5', 1.0], ['D5', 1.0]];[['F4', 0.5], ['G4', 0.5], ['A4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['D4', 1.0], ['E4', 1.0], ['F4', 1.0], ['B3', 1.0]];[['B-3', 1.0], ['A3', 1.0], ['D3', 1.0], ['G3', 1.0]];7;bach;bwv101.7
[['E5', 1.0], ['D5', 1.0], ['C5', 1.0], ['B4', 1.0]];[['G4', 1.0], ['F#4', 0.5], ['G#4', 0.5], ['A4', 1.0], ['E4', 1.0]];[['C4', 0.5], ['B3', 0.5], ['A3', 1.0], ['D4', 1.0], ['D4', 1.0]];[['C3', 1.0], ['D3', 0.5], ['E3', 0.5], ['F#3', 1.0], ['G#3', 1.0]];8;bach;bwv101.7
[['A4', 1.0], ['B4', 1.0], ['A4', 1.0]];[['E4', 0.5], ['A4', 0.5], ['A4', 0.5], ['G#4', 0.5], ['E4', 1.0]];[['C4', 1.0], ['D4', 1.0], ['C4', 1.0]];[['A3', 1.0], ['E3', 1.0], ['A2', 1.0]];9;bach;bwv101.7
[['D5', 1.0]];[['D4', 1.0]];[['G3', 1.0]];[['B2', 1.0]];10;bach;bwv101.7
[['C5', 1.0], ['B4', 1.0], ['C5', 1.0], ['A4', 1.0]];[['E4', 1.0], ['F4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['G3', 1.0], ['D4', 1.0], ['C4', 1.0], ['C4', 1.0]];[['C3', 1.0], ['D3', 1.0], ['E3', 1.0], ['F3', 1.0]];11;bach;bwv101.7
[['A4', 1.0], ['G4', 1.0], ['F4', 1.0], ['A4', 1.0]];[['F4', 1.0], ['E4', 1.0], ['C4', 1.0], ['D4', 1.0]];[['D4', 1.0], ['G3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['B-2', 1.0], ['C3', 1.0], ['F2', 1.0], ['F#2', 1.0]];12;bach;bwv101.7
[['B-4', 1.0], ['A4', 0.5], ['G4', 0.5], ['F4', 1.0], ['G4', 1.0]];[['D4', 1.0], ['C#4', 1.0], ['D4', 1.0], ['E4', 1.0]];[['G3', 0.5], ['F3', 0.5], ['E3', 1.0], ['B-3', 2.0]];[['G2', 1.0], ['A2', 1.0], ['B-2', 1.0], ['A2', 0.5], ['G2', 0.5]];13;bach;bwv101.7
[['F4', 1.0], ['E4', 1.0], ['D4', 1.0]];[['C#4', 0.5], ['D4', 1.0], ['C#4', 0.5], ['A3', 1.0]];[['B-3', 0.5], ['A3', 0.5], ['G3', 0.5], ['A3', 0.5], ['F#3', 1.0]];[['A2', 1.0], ['A2', 1.0], ['D3', 1.0]];14;bach;bwv101.7
