soprano;alto;tenor;bass;measure;composer;corpus
[['D5', 1.0]];[['F4', 1.0]];[['B-3', 1.0]];[['B-3', 0.5], ['A3', 0.5]];0;bach;bwv362
[['D5', 1.0], ['B-4', 1.0], ['C5', 1.0], ['D5', 1.0]];[['G4', 0.5], ['F#4', 0.5], ['G4', 1.0], ['G4', 0.5], ['A4', 0.5], ['B-4', 1.0]];[['B-3', 0.5], ['C4', 0.5], ['D4', 1.0], ['C4', 1.0], ['F4', 1.0]];[['G3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E-3', 0.5], ['F3', 0.5], ['E-3', 0.5], ['D3', 0.5]];1;bach;bwv362
[['E-5', 1.0], ['D5', 0.5], ['C5', 0.5], ['C5', 1.0], ['C5', 1.0]];[['B-4', 0.5], ['A4', 0.5], ['B-4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['E-4', 0.5], ['C4', 0.5], ['F4', 1.0], ['F4', 1.0], ['C4', 1.0]];[['C3', 1.0], ['D3', 0.5], ['E-3', 0.5], ['F3', 1.0], ['E-3', 1.0]];2;bach;bwv362
[['C5', 1.0], ['B-4', 1.0], ['B-4', 0.5], ['G4', 0.5], ['A4', 1.0]];[['F#4', 1.0], ['D4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['D4', 0.5], ['A3', 0.5], ['B-3', 1.0], ['C4', 1.0], ['C4', 1.0]];[['D3', 1.0], ['G3', 0.5], ['F3', 0.5], ['E3', 1.0], ['F3', 1.0]];3;bach;bwv362
[['B-4', 3.0], ['C5', 1.0]];[['F4', 3.0], ['F4', 0.5], ['E4', 0.5]];[['D4', 3.0], ['A3', 0.5], ['B-3', 0.5]];[['B-2', 3.0], ['F3', 0.5], ['G3', 0.5]];4;bach;bwv362
[['C5', 1.0], ['C5', 1.0], ['C5', 0.5], ['D5', 0.25], ['E-5', 0.25], ['D5', 0.5], ['C5', 0.5]];[['F4', 0.5], ['G4', 0.5], ['A4', 0.5], ['G4', 0.5], ['A4', 1.5], ['F#4', 0.5]];[['C4', 0.5], ['D4', 0.5], ['E-4', 1.0], ['D4', 1.0], ['A3', 1.0]];[['A3', 0.5], ['B-3', 0.5], ['C4', 1.0], ['F#3', 1.5], ['D3', 0.5]];5;bach;bwv362
[['B-4', 2.0], ['B-4', 1.0], ['B-4', 1.0]];[['D4', 0.5], ['E-4', 0.5], ['F4', 1.0], ['E-4', 1.0], ['G4', 1.0]];[['B-3', 1.0], ['A-3', 1.0], ['G3', 1.0], ['C4', 1.0]];[['G3', 0.5], ['F3', 0.5], ['E-3', 0.5], ['D3', 0.5], ['E-3', 1.0], ['E3', 1.0]];6;bach;bwv362
[['A4', 0.5], ['F4', 0.5], ['B-4', 0.5], ['E-5', 0.5], ['D5', 0.5], ['C5', 0.5], ['C5', 1.0]];[['F4', 0.5], ['E-4', 0.5], ['D4', 0.5], ['E-4', 0.5], ['F4', 0.5], ['G4', 0.5], ['F4', 0.5], ['E-4', 0.5]];[['C4', 1.0], ['B-3', 1.0], ['B-3', 1.0], ['A3', 1.0]];[['F3', 1.0], ['G3', 1.0], ['F3', 0.5], ['E-3', 0.5], ['F3', 1.0]];7;bach;bwv362
[['B-4', 3.0]];[['D4', 3.0]];[['F3', 3.0]];[['B-2', 3.0]];8;bach;bwv362
[['A4', 1.0]];[['C4', 1.0]];[['F3', 0.5], ['A3', 0.5]];[['F2', 1.0]];9;bach;bwv362
[['A4', 1.0], ['A4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['F4', 1.0], ['F4', 1.0], ['F#4', 0.5], ['G4', 0.5], ['A4', 0.5], ['F#4', 0.5]];[['C4', 1.0], ['C4', 1.0], ['D4', 1.0], ['D4', 0.5], ['C4', 0.5]];[['F3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E-3', 0.5], ['D3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['D3', 0.5]];10;bach;bwv362
[['B-4', 2.0], ['B-4', 1.0], ['B-4', 1.0]];[['G4', 0.5], ['E-4', 0.5], ['F4', 1.0], ['E-4', 1.0], ['G4', 1.0]];[['B-3', 1.0], ['A-3', 1.0], ['G3', 1.0], ['C4', 1.0]];[['G3', 0.5], ['F3', 0.5], ['E-3', 0.5], ['D3', 0.5], ['E-3', 1.0], ['E3', 1.0]];11;bach;bwv362
[['A4', 1.0], ['A4', 1.0], ['A4', 1.0], ['A4', 1.0]];[['F4', 1.0], ['E-4', 0.5], ['D4', 0.5], ['C4', 1.0], ['F4', 1.0]];[['C4', 1.0], ['C4', 1.0], ['F4', 1.0], ['C4', 1.0]];[['F3', 1.0], ['C3', 0.5], ['D3', 0.5], ['E-3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E-3', 0.5]];12;bach;bwv362
[['B-4', 2.0], ['B-4', 1.0], ['D5', 1.0]];[['F4', 1.0], ['E-4', 1.0], ['D4', 1.0], ['F4', 0.5], ['G4', 0.5]];[['B-3', 0.5], ['A-3', 0.5], ['G3', 1.0], ['F3', 1.0], ['B-3', 1.0]];[['D3', 0.5], ['B-2', 0.5], ['E-3', 1.0], ['B-2', 1.0], ['B-3', 1.0]];13;bach;bwv362
[['D5', 0.5], ['C5', 0.5], ['B-4', 1.0], ['C5', 1.0], ['D5', 1.0]];[['A4', 1.0], ['D4', 1.0], ['G4', 0.5], ['F4', 0.5], ['F4', 1.0]];[['A3', 1.0], ['B-3', 0.5], ['A3', 0.5], ['G3', 0.5], ['A3', 0.5], ['B-3', 1.0]];[['F#3', 1.0], ['G3', 0.5], ['F3', 0.5], ['E-3', 0.5], ['F3', 0.5], ['E-3', 0.5], ['D3', 0.5]];14;bach;bwv362
[['E-5', 2.0], ['D5', 1.0], ['D5', 1.0]];[['E-4', 0.5], ['D4', 0.5], ['C4', 0.5], ['F4', 0.5], ['F4', 1.0], ['F4', 1.0]];[['B-3', 1.0], ['A3', 1.0], ['B-3', 1.0], ['B-3', 1.0]];[['C3', 1.0], ['F3', 1.0], ['B-2', 1.0], ['B-3', 1.0]];15;bach;bwv362
[['C5', 0.5], ['B4', 0.5], ['C5', 0.5], ['F5', 0.5], ['E-5', 0.5], ['D5', 0.5], ['D5', 1.0]];[['F4', 0.5], ['D4', 0.5], ['E-4', 0.5], ['F4', 0.5], ['G4', 0.5], ['A-4', 0.5], ['G4', 0.5], ['F4', 0.5]];[['C4', 1.0], ['C4', 1.0], ['C4', 1.0], ['B3', 1.0]];[['A3', 1.0], ['A-3', 1.0], ['G3', 0.5], ['F3', 0.5], ['G3', 1.0]];16;bach;bwv362
[['C5', 2.0], ['B4', 1.0]];[['E-4', 2.0], ['F4', 1.0]];[['G3', 2.0], ['D4', 1.0]];[['C3', 2.0], ['D3', 1.0]];17;bach;bwv362
[['C5', 2.0], ['C5', 1.0]];[['G4', 2.0], ['F4', 0.5], ['E-4', 0.5]];[['C4', 1.0], ['B-3', 1.0], ['A-3', 1.0]];[['E-3', 1.0], ['E3', 1.0], ['F3', 1.0]];18;bach;bwv362
[['D5', 2.0], ['D5', 1.0]];[['D4', 1.0], ['D5', 0.5], ['C5', 0.5], ['B-4', 0.5], ['A-4', 0.5]];[['A3', 2.0], ['B-3', 1.0]];[['F3', 1.0], ['F#3', 1.0], ['G3', 1.0]];19;bach;bwv362
[['E-5', 3.0]];[['G4', 0.5], ['F4', 0.5], ['E-4', 0.5], ['G4', 0.5], ['C5', 0.5], ['B-4', 0.5]];[['B3', 1.0], ['C4', 2.0]];[['G3', 1.0], ['A-3', 1.0], ['G3', 1.0]];20;bach;bwv362
[['D5', 2.0], ['D5', 1.0]];[['A4', 1.0], ['D4', 1.0], ['G4', 1.0]];[['C4', 1.0], ['B-3', 1.0], ['B-3', 1.0]];[['F#3', 1.0], ['G3', 1.0], ['F3', 1.0]];21;bach;bwv362
[['C5', 2.0], ['C5', 1.0]];[['G4', 1.0], ['F4', 1.0], ['E-4', 0.5], ['F4', 0.5]];[['B-3', 1.0], ['A-3', 0.5], ['B-3', 0.5], ['C4', 0.5], ['D4', 0.5]];[['E3', 1.0], ['F3', 0.5], ['G3', 0.5], ['A-3', 1.0]];22;bach;bwv362
[['C5', 1.0], ['E-5', 0.5], ['D5', 0.5], ['C5', 0.5], ['B4', 0.5]];[['G4', 1.0], ['A-4', 1.0], ['G4', 1.0]];[['E-4', 1.0], ['F4', 1.0], ['D4', 1.0]];[['G3', 1.0], ['F3', 1.0], ['G3', 1.0]];23;bach;bwv362
[['C5', 2.0], ['B4', 1.0]];[['G4', 2.0], ['G4', 1.0]];[['E-4', 2.0], ['D4', 1.0]];[['C3', 2.0], ['G3', 1.0]];24;bach;bwv362
[['C5', 2.0], ['C5', 1.0]];[['G4', 1.0], ['F4', 2.0]];[['C4', 1.0], ['F4', 1.0], ['E-4', 1.0]];[['A-3', 1.0], ['A3', 2.0]];25;bach;bwv362
