soprano;alto;tenor;bass;measure;composer;corpus
[['A4', 1.0]];[['E4', 1.0]];[['A3', 1.0]];[['C#3', 1.0]];0;bach;bwv94.8
[['F#4', 1.0], ['E4', 0.5], ['D4', 0.5], ['A4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['C#4', 1.0], ['D4', 1.0], ['F#4', 1.0]];[['A3', 1.0], ['G3', 1.0], ['A3', 1.0], ['D4', 1.0]];[['D3', 1.0], ['E3', 1.0], ['F#3', 1.0], ['D3', 1.0]];1;bach;bwv94.8
[['B4', 3.0], ['B4', 1.0]];[['G4', 3.0], ['E4', 1.0]];[['D4', 3.0], ['D4', 1.0]];[['G3', 3.0], ['G#3', 1.0]];2;bach;bwv94.8
[['E4', 1.0], ['E4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['E4', 0.5], ['D4', 0.5], ['C#4', 1.0], ['D4', 1.0], ['E4', 1.0]];[['C#4', 0.5], ['B3', 0.5], ['A3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['A3', 1.0], ['A3', 0.5], ['G3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5]];3;bach;bwv94.8
[['F#4', 1.0], ['E4', 1.0], ['D4', 1.0], ['A4', 1.0]];[['E4', 0.5], ['D4', 1.0], ['C#4', 0.5], ['A3', 1.0], ['D4', 1.0]];[['A3', 2.0], ['F#3', 1.0], ['A3', 1.0]];[['D3', 1.0], ['A2', 1.0], ['D3', 1.0], ['F#3', 1.0]];4;bach;bwv94.8
[['B4', 1.0], ['B4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['D4', 1.0], ['G4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['E4', 1.0]];[['G3', 1.0], ['B3', 1.0], ['C#4', 0.5], ['D4', 0.5], ['D4', 0.5], ['C#4', 0.5]];[['G3', 1.0], ['E3', 1.0], ['A3', 1.0], ['A2', 1.0]];5;bach;bwv94.8
[['F#4', 3.0]];[['D4', 3.0]];[['A3', 3.0]];[['D3', 3.0]];6;bach;bwv94.8
[['E4', 1.0]];[['E4', 1.0]];[['A3', 1.0]];[['C#3', 1.0]];7;bach;bwv94.8
[['F#4', 1.0], ['G#4', 1.0], ['A4', 1.0], ['B4', 0.5], ['C#5', 0.25], ['D5', 0.25]];[['D4', 1.0], ['D4', 1.0], ['C#4', 1.0], ['F#4', 1.0]];[['A3', 1.0], ['B3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['D3', 1.0], ['C#3', 0.5], ['B2', 0.5], ['F#3', 1.0], ['E3', 0.5], ['D3', 0.5]];8;bach;bwv94.8
[['C#5', 1.0], ['B4', 0.5], ['A4', 0.5], ['A4', 1.0], ['A4', 1.0]];[['E4', 2.0], ['E4', 1.0], ['E4', 1.0]];[['A3', 1.0], ['G#3', 1.0], ['C#4', 1.0], ['C#4', 1.0]];[['E3', 2.0], ['A2', 1.0], ['A3', 1.0]];9;bach;bwv94.8
[['A4', 1.0], ['A4', 1.0], ['D5', 1.0], ['C5', 1.0]];[['F#4', 0.5], ['E4', 0.5], ['F#4', 0.5], ['G4', 0.5], ['A4', 1.0], ['F#4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['A3', 1.0], ['D4', 1.0]];[['D4', 1.0], ['D3', 0.5], ['E3', 0.5], ['F#3', 1.0], ['D3', 1.0]];10;bach;bwv94.8
[['B4', 3.0]];[['G4', 3.0]];[['D4', 3.0]];[['G3', 3.0]];11;bach;bwv94.8
[['B4', 1.0]];[['A4', 1.0]];[['F#4', 1.0]];[['D#3', 1.0]];12;bach;bwv94.8
[['B4', 1.0], ['B4', 1.0], ['E5', 1.0], ['D5', 1.0]];[['A4', 1.0], ['G#4', 1.0], ['G#4', 0.5], ['F#4', 0.5], ['F#4', 0.5], ['E4', 0.5]];[['E4', 1.0], ['B3', 1.0], ['B3', 0.5], ['A3', 0.5], ['A3', 0.5], ['G#3', 0.5]];[['E3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5], ['D3', 0.5], ['E3', 1.0]];13;bach;bwv94.8
[['C#5', 3.0], ['A4', 1.0]];[['E4', 3.0], ['D4', 1.0]];[['A3', 3.0], ['A3', 1.0]];[['A2', 3.0], ['F#3', 1.0]];14;bach;bwv94.8
[['B4', 1.0], ['A4', 1.0], ['B4', 1.0], ['C#5', 1.0]];[['D4', 1.0], ['D4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['G4', 1.0]];[['G3', 1.0], ['A3', 1.0], ['E4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['G3', 1.0], ['F#3', 1.0], ['E3', 1.0], ['A#2', 1.0]];15;bach;bwv94.8
[['D5', 3.0], ['A4', 1.0]];[['F#4', 3.0], ['E4', 1.0]];[['D4', 3.0], ['E4', 1.0]];[['B2', 3.0], ['C#3', 1.0]];16;bach;bwv94.8
[['A4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['F#4', 0.25], ['G4', 0.25], ['E4', 1.0]];[['F#4', 0.5], ['E4', 0.5], ['D4', 1.0], ['D4', 1.0], ['C#4', 1.0]];[['A3', 1.0], ['B3', 1.0], ['B3', 1.0], ['A3', 0.5], ['G3', 0.5]];[['D3', 0.5], ['C#3', 0.5], ['B2', 0.5], ['A2', 0.5], ['G2', 1.0], ['A2', 1.0]];17;bach;bwv94.8
[['D4', 3.0]];[['A3', 3.0]];[['F#3', 3.0]];[['D3', 3.0]];18;bach;bwv94.8
