soprano;alto;tenor;bass;measure;composer;corpus
[['D5', 2.0], ['F5', 2.0]];[['G4', 2.0], ['F4', 2.0]];[['B-3', 2.0], ['C4', 2.0]];[['G3', 2.0], ['A3', 2.0]];0;bach;bwv10.7
[['D5', 1.0], ['D5', 1.0], ['D5', 1.0], ['D5', 1.0]];[['F4', 1.0], ['F#4', 1.0], ['G4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['C4', 1.0], ['B-3', 1.0], ['A3', 1.0]];[['B-3', 1.0], ['A3', 1.0], ['G3', 1.0], ['F#3', 1.0]];1;bach;bwv10.7
[['E-5', 2.0], ['D5', 2.0]];[['G4', 1.0], ['F4', 2.0], ['G4', 1.0]];[['B-3', 1.0], ['C4', 2.0], ['B-3', 1.0]];[['G3', 1.0], ['A3', 1.0], ['B-3', 1.0], ['G3', 1.0]];2;bach;bwv10.7
[['C5', 2.0], ['C5', 2.0]];[['G4', 2.0], ['F4', 2.0]];[['B-3', 2.0], ['A3', 2.0]];[['E-3', 1.0], ['C3', 1.0], ['F3', 2.0]];3;bach;bwv10.7
[['B-4', 4.0]];[['F4', 4.0]];[['D4', 4.0]];[['B-2', 4.0]];4;bach;bwv10.7
[['D5', 2.0], ['F5', 2.0]];[['F4', 4.0]];[['B-3', 4.0]];[['B-3', 2.0], ['D3', 2.0]];5;bach;bwv10.7
[['C5', 1.0], ['C5', 1.0], ['C5', 1.0], ['G4', 1.0]];[['F4', 1.0], ['F4', 1.0], ['E-4', 1.0], ['G4', 1.0]];[['A3', 1.0], ['C4', 1.0], ['G3', 1.0], ['C4', 1.0]];[['F3', 1.0], ['A3', 1.0], ['C4', 1.0], ['E-3', 1.0]];6;bach;bwv10.7
[['B-4', 2.0], ['A4', 2.0]];[['G4', 2.0], ['F#4', 2.0]];[['D4', 3.0], ['C4', 1.0]];[['D3', 1.0], ['C3', 1.0], ['D3', 2.0]];7;bach;bwv10.7
[['G4', 4.0]];[['D4', 4.0]];[['B-3', 4.0]];[['G2', 4.0]];8;bach;bwv10.7
[['D5', 2.0], ['F5', 2.0]];[['G4', 2.0], ['A4', 2.0]];[['B-3', 2.0], ['C4', 2.0]];[['G3', 2.0], ['F3', 2.0]];9;bach;bwv10.7
[['D5', 1.0], ['D5', 1.0], ['D5', 1.0], ['D5', 1.0]];[['F4', 3.0], ['F#4', 1.0]];[['D4', 1.0], ['C4', 1.0], ['B-3', 1.0], ['A3', 1.0]];[['B-3', 1.0], ['C4', 1.0], ['D4', 2.0]];10;bach;bwv10.7
[['E-5', 2.0], ['D5', 2.0]];[['G4', 1.0], ['A4', 1.0], ['B-4', 2.0]];[['B-3', 1.0], ['C4', 1.0], ['F3', 1.0], ['F4', 1.0]];[['D4', 1.0], ['C4', 1.0], ['B-3', 1.0], ['D3', 1.0]];11;bach;bwv10.7
[['C5', 2.0], ['C5', 2.0]];[['B-4', 1.0], ['B-4', 1.0], ['B-4', 1.0], ['A4', 1.0]];[['G4', 2.0], ['F4', 1.0], ['C4', 1.0]];[['E-3', 1.0], ['C3', 1.0], ['F3', 2.0]];12;bach;bwv10.7
[['B-4', 4.0]];[['F4', 4.0]];[['D4', 4.0]];[['B-2', 4.0]];13;bach;bwv10.7
[['D5', 2.0], ['F5', 2.0]];[('P', 4.0)];[('P', 2.0), ['F3', 1.0], ['G3', 1.0]];[['B-2', 1.0], ['C3', 1.0], ['D3', 1.0], ['E-3', 1.0]];14;bach;bwv10.7
[['C5', 1.0], ['C5', 1.0], ['C5', 1.0], ['C5', 1.0]];[['F4', 1.0], ['G4', 1.0], ['A4', 1.0], ['B-4', 1.0]];[['A3', 1.0], ['B-3', 1.0], ['C4', 2.0]];[['F3', 3.0], ['G3', 1.0]];15;bach;bwv10.7
[['C5', 2.0], ['G4', 1.0], ['A4', 1.0]];[['C5', 2.0], ['C4', 2.0]];[['C4', 1.0], ['D4', 1.0], ['E4', 1.0], ['F#4', 1.0]];[['A3', 1.0], ['B-3', 1.0], ['C4', 2.0]];16;bach;bwv10.7
[['B-4', 2.0], ['A4', 2.0]];[['D4', 2.0], ['D4', 1.0], ['C4', 1.0]];[['G4', 2.0], ['F4', 1.0], ['E-4', 1.0]];[['B-2', 1.0], ['C3', 1.0], ['D3', 1.0], ['E-3', 1.0]];17;bach;bwv10.7
[['G4', 4.0]];[['B3', 1.0], ['D4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['D4', 1.0], ['B3', 1.0], ['C4', 1.0], ['D4', 1.0]];[['F3', 2.0], ['E-3', 1.0], ['D3', 1.0]];18;bach;bwv10.7
[['G4', 4.0]];[['E-4', 4.0]];[['D4', 1.0], ['G3', 1.0], ['C4', 2.0]];[['C3', 1.0], ['D3', 1.0], ['E-3', 1.0], ['F3', 1.0]];19;bach;bwv10.7
[['G4', 4.0]];[['E-4', 2.0], ['D4', 1.0], ['C4', 1.0]];[['C4', 2.0], ['B3', 1.0], ['A3', 1.0]];[['G3', 4.0]];20;bach;bwv10.7
[['G4', 4.0]];[['D4', 4.0]];[['B3', 4.0]];[['G2', 4.0]];21;bach;bwv10.7
