soprano;alto;tenor;bass;measure;composer;corpus
[['G4', 1.0], ['G4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['E4', 1.0], ['F#4', 1.0]];[['B3', 1.0], ['B3', 1.0], ['D4', 1.0]];[['G3', 1.0], ['E3', 1.0], ['D3', 1.0]];0;bach;bwv43.11
[['B4', 1.5], ['C5', 0.5], ['D5', 1.0]];[['G4', 3.0]];[['D4', 1.5], ['C4', 0.5], ['B3', 1.0]];[['G3', 1.5], ['A3', 0.5], ['B3', 1.0]];1;bach;bwv43.11
[['D5', 1.0], ['D5', 1.0], ['C#5', 1.0]];[['G4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['B3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['G3', 1.0], ['A3', 1.0], ['A2', 1.0]];2;bach;bwv43.11
[['D5', 2.0], ['B4', 1.0]];[['F#4', 2.0], ['G4', 1.0]];[['A3', 2.0], ['G3', 1.0]];[['D3', 2.0], ['G3', 1.0]];3;bach;bwv43.11
[['C5', 2.0], ['B4', 1.0]];[['E4', 2.0], ['D4', 1.0]];[['G3', 2.0], ['G3', 1.0]];[['C3', 2.0], ['G2', 1.0]];4;bach;bwv43.11
[['A4', 3.0]];[['D4', 3.0]];[['F#3', 3.0]];[['D3', 3.0]];5;bach;bwv43.11
[['G4', 1.0], ['F#4', 2.0]];[['B3', 1.0], ['D4', 2.0]];[['E3', 1.0], ['A3', 2.0]];[['E3', 1.0], ['D3', 2.0]];6;bach;bwv43.11
[['G4', 3.0]];[['D4', 3.0]];[['B3', 3.0]];[['G2', 3.0]];7;bach;bwv43.11
[['A4', 1.0], ['A4', 1.0], ['B4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['F#3', 1.0], ['F#3', 1.0], ['G#3', 1.0]];[['D3', 1.0], ['D3', 1.0], ['B2', 1.0]];8;bach;bwv43.11
[['C5', 2.0], ['C5', 1.0]];[['C4', 2.0], ['E4', 1.0]];[['A3', 2.0], ['A3', 1.0]];[['A2', 2.0], ['C3', 1.0]];9;bach;bwv43.11
[['B4', 1.5], ['A4', 0.5], ['B4', 1.0]];[['E4', 2.0], ['E4', 1.0]];[['G#3', 1.5], ['A3', 0.5], ['G#3', 1.0]];[['E3', 2.0], ['E3', 1.0]];10;bach;bwv43.11
[['A4', 3.0]];[['C4', 3.0]];[['A3', 3.0]];[['A2', 3.0]];11;bach;bwv43.11
[['B4', 1.0], ['B4', 1.0], ['B4', 1.0]];[['E4', 1.0], ['G#4', 1.0], ['G#4', 1.0]];[['G#3', 1.0], ['B3', 1.0], ['E4', 1.0]];[['E3', 1.0], ['E3', 1.0], ['E3', 1.0]];12;bach;bwv43.11
[['C5', 1.5], ['D5', 0.5], ['E5', 1.0]];[['A4', 3.0]];[['E4', 1.5], ['D4', 0.5], ['C4', 1.0]];[['A3', 1.5], ['B3', 0.5], ['C4', 1.0]];13;bach;bwv43.11
[['E5', 1.0], ['D#5', 1.0], ['D#5', 1.0]];[['A4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['C4', 1.0], ['B3', 1.0], ['B3', 1.0]];[['A3', 1.0], ['B3', 1.0], ['B3', 1.0]];14;bach;bwv43.11
[['E5', 2.0]];[['G4', 2.0]];[['B3', 2.0]];[['E3', 2.0]];15;bach;bwv43.11
[['F#5', 1.0]];[['A4', 1.0]];[['D4', 1.0]];[['D3', 1.0]];16;bach;bwv43.11
[['G5', 2.0], ['B4', 1.0]];[['B4', 2.0], ['G4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['G3', 2.0], ['G3', 1.0]];17;bach;bwv43.11
[['C5', 2.0], ['B4', 1.0]];[['G4', 2.0], ['G4', 1.0]];[['E4', 2.0], ['D4', 1.0]];[['C3', 2.0], ['G2', 1.0]];18;bach;bwv43.11
[['A4', 1.0], ['A4', 1.0], ['D5', 1.0]];[['F#4', 1.0], ['F#4', 1.0], ['G4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['D3', 1.0], ['D3', 1.0], ['B2', 1.0]];19;bach;bwv43.11
[['E5', 1.5], ['D5', 0.5], ['C5', 1.0]];[['G4', 1.5], ['F#4', 0.5], ['E4', 1.0]];[['C4', 1.5], ['A3', 0.5], ['G3', 1.0]];[['C3', 1.5], ['D3', 0.5], ['E3', 1.0]];20;bach;bwv43.11
[['B4', 1.0], ['A4', 2.0]];[['D4', 1.0], ['D4', 2.0]];[['G3', 1.0], ['G3', 1.0], ['F#3', 1.0]];[['G3', 1.0], ['D3', 2.0]];21;bach;bwv43.11
[['G4', 3.0]];[['D4', 3.0]];[['B3', 3.0]];[['G2', 3.0]];22;bach;bwv43.11
