soprano;alto;tenor;bass;measure;composer;corpus
[['A4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['B4', 1.0], ['B4', 1.0]];[['F#4', 1.0], ['D4', 1.0], ['D4', 1.0], ['G4', 0.5], ['F#4', 0.5]];[['D4', 1.0], ['A3', 1.0], ['B3', 1.0], ['E4', 0.5], ['D4', 0.5]];[['D3', 1.0], ['D3', 1.0], ['G3', 0.5], ['F#3', 0.5], ['E3', 1.0]];0;bach;bwv304
[['C#5', 1.0], ['C#5', 1.0], ['D5', 1.0], ['D5', 1.0]];[['E4', 1.0], ['A4', 0.5], ['G4', 0.5], ['F#4', 1.0], ['F#4', 1.0]];[['C#4', 0.5], ['B3', 0.5], ['A3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['A3', 0.5], ['G3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['D3', 1.0], ['D3', 1.0]];1;bach;bwv304
[['B4', 1.5], ['A4', 0.5], ['G4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['E4', 1.0], ['E4', 1.0]];[['G3', 0.5], ['A3', 0.5], ['B3', 1.0], ['B3', 1.0], ['A3', 1.0]];[['G3', 0.5], ['F#3', 0.5], ['E3', 1.0], ['E3', 0.5], ['D3', 0.5], ['C#3', 1.0]];2;bach;bwv304
[['G4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['F#4', 0.5], ['D4', 2.0]];[['D4', 1.0], ['C#4', 1.0], ['A3', 2.0]];[['A3', 1.0], ['A3', 0.5], ['G3', 0.5], ['F#3', 2.0]];[['D3', 1.0], ['A2', 1.0], ['D3', 2.0]];3;bach;bwv304
[['A4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['B4', 1.0], ['B4', 1.0]];[['E4', 1.0], ['D4', 1.0], ['F#4', 1.0], ['E4', 0.5], ['D4', 0.5]];[['A3', 1.0], ['A3', 1.0], ['A3', 0.5], ['F#3', 0.5], ['G3', 0.5], ['B3', 0.5]];[['C#3', 1.0], ['D3', 1.0], ['D#3', 1.0], ['E3', 1.0]];4;bach;bwv304
[['C#5', 1.0], ['C#5', 1.0], ['D5', 1.0], ['D5', 1.0]];[['C#4', 1.0], ['F#4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['B3', 0.5], ['G#3', 0.5], ['A#3', 1.0], ['B3', 1.0], ['B3', 1.0]];[['E#3', 1.0], ['F#3', 1.0], ['B2', 1.0], ['B2', 1.0]];5;bach;bwv304
[['B4', 1.5], ['A4', 0.5], ['G4', 1.0], ['A4', 1.0]];[['G4', 0.5], ['F#4', 0.5], ['E4', 1.0], ['D4', 1.0], ['E4', 1.0]];[['D4', 1.0], ['C#4', 1.0], ['B3', 0.5], ['G3', 0.5], ['E3', 0.5], ['A3', 0.5]];[['G2', 1.0], ['A2', 1.0], ['B2', 1.0], ['C#3', 1.0]];6;bach;bwv304
[['G4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['F#4', 0.5], ['D4', 2.0]];[['E4', 0.5], ['D4', 0.5], ['D4', 0.5], ['C#4', 0.5], ['A3', 2.0]];[['A3', 1.0], ['A3', 1.0], ['F#3', 2.0]];[['D3', 1.0], ['A2', 1.0], ['D3', 2.0]];7;bach;bwv304
[['D4', 0.5], ['E4', 0.5]];[['A3', 1.0]];[['F#3', 0.5], ['G3', 0.5]];[['D3', 1.0]];8;bach;bwv304
[['F#4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['A3', 0.5], ['B3', 0.5]];[['D3', 0.5], ['C#3', 0.5], ['D3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['G3', 0.5]];9;bach;bwv304
[['E4', 1.0], ['E4', 1.0], ['E4', 0.5], ['F#4', 0.5]];[['C#4', 0.5], ['B3', 0.5], ['C#4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['C#4', 0.5], ['D4', 0.5], ['E4', 0.5], ['D4', 0.5], ['C#4', 1.0]];[['A3', 1.0], ['A2', 1.0], ['A3', 1.0]];10;bach;bwv304
[['G4', 1.0], ['G4', 1.0], ['G4', 0.5], ['F#4', 0.5]];[['E4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['B3', 1.0], ['B3', 1.0], ['B3', 0.5], ['C#4', 0.5]];[['E3', 0.5], ['D#3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['G3', 0.5], ['A3', 0.5]];11;bach;bwv304
[['F#4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['D4', 0.5], ['C#4', 0.5], ['D4', 0.5], ['E4', 0.5], ['F#4', 1.0]];[['D4', 0.5], ['E4', 0.5], ['F#4', 0.5], ['E4', 0.5], ['D4', 0.5], ['C#4', 0.5]];[['B3', 1.0], ['B2', 1.0], ['B3', 0.5], ['A3', 0.5]];12;bach;bwv304
[['B4', 1.5], ['A4', 0.5], ['G4', 1.0]];[['G4', 1.5], ['F#4', 0.5], ['E4', 1.0]];[['B3', 0.5], ['A3', 0.5], ['G3', 0.5], ['A3', 0.5], ['B3', 1.0]];[['G3', 0.5], ['F#3', 0.5], ['E3', 1.0], ['E3', 0.5], ['D3', 0.5]];13;bach;bwv304
[['A4', 1.5], ['G4', 0.5], ['F#4', 1.0]];[['E4', 0.5], ['D4', 0.5], ['C#4', 1.0], ['D4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['A3', 1.0]];[['C#3', 0.5], ['B2', 0.5], ['A2', 1.0], ['D3', 0.5], ['C#3', 0.5]];14;bach;bwv304
[['G4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['C#4', 1.0]];[['G3', 0.5], ['A3', 0.5], ['B3', 1.0], ['E3', 1.0]];[['B2', 0.5], ['A2', 0.5], ['G2', 1.0], ['A2', 1.0]];15;bach;bwv304
