soprano;alto;tenor;bass;measure;composer;corpus
[['C#5', 2.0], ['E5', 2.0]];[['F#4', 2.0], ['E4', 2.0]];[['A3', 2.0], ['B3', 2.0]];[['F#3', 2.0], ['G#3', 2.0]];0;bach;bwv323
[['C#5', 1.0], ['C#5', 1.0], ['C#5', 1.0], ['C#5', 1.0]];[['E4', 1.0], ['E#4', 1.0], ['F#4', 1.0], ['G#4', 1.0]];[['C#4', 1.0], ['B3', 1.0], ['A3', 1.0], ['G#3', 1.0]];[['A3', 1.0], ['G#3', 1.0], ['F#3', 1.0], ['E#3', 1.0]];1;bach;bwv323
[['D5', 2.0], ['C#5', 2.0]];[['F#4', 1.0], ['E4', 2.0], ['F#4', 1.0]];[['A3', 1.0], ['B3', 2.0], ['A3', 1.0]];[['F#3', 1.0], ['G#3', 1.0], ['A3', 1.0], ['F#3', 1.0]];2;bach;bwv323
[['B4', 4.0]];[['F#4', 2.0], ['E4', 2.0]];[['A3', 2.0], ['G#3', 2.0]];[['D3', 1.0], ['B2', 1.0], ['E3', 2.0]];3;bach;bwv323
[['A4', 4.0]];[['E4', 4.0]];[['A3', 4.0]];[['A2', 4.0]];4;bach;bwv323
[['C#5', 2.0], ['E5', 2.0]];[['E4', 4.0]];[['A3', 2.0], ['A3', 2.0]];[['A2', 1.0], ['B2', 1.0], ['C#3', 1.0], ['D3', 1.0]];5;bach;bwv323
[['B4', 1.0], ['B4', 1.0], ['B4', 1.0], ['B4', 1.0]];[['E4', 1.0], ['G#4', 1.0], ['F#4', 1.0], ['A4', 1.0]];[['G#3', 1.0], ['B3', 1.0], ['A3', 1.0], ['F#4', 1.0]];[['E3', 2.0], ['D#3', 2.0]];6;bach;bwv323
[['G#4', 2.0], ['F#4', 1.0], ['G#4', 1.0]];[['G#4', 2.0], ['F#4', 2.0]];[['E4', 2.0], ['B3', 2.0]];[['E3', 2.0], ['D3', 2.0]];7;bach;bwv323
[['A4', 2.0], ['G#4', 2.0]];[['F#4', 3.0], ['E#4', 1.0]];[['C#4', 2.0], ['B3', 2.0]];[['C#3', 4.0]];8;bach;bwv323
[['F#4', 4.0]];[['C#4', 2.0], ['D4', 2.0]];[['A#3', 2.0], ['B3', 2.0]];[['F#2', 1.0], ['E3', 1.0], ['D3', 1.0], ['B2', 1.0]];9;bach;bwv323
[['F#4', 4.0]];[['D4', 2.0], ['C#4', 2.0]];[['B3', 2.0], ['A#3', 2.0]];[['F#2', 4.0]];10;bach;bwv323
