soprano;alto;tenor;bass;measure;composer;corpus
[['B4', 1.0]];[['E4', 0.5], ['D#4', 0.5]];[['G3', 0.5], ['A3', 0.5]];[['E3', 0.5], ['F#3', 0.5]];0;bach;bwv435
[['B4', 1.0], ['A4', 1.0], ['G4', 2.0]];[['E4', 0.5], ['B3', 0.5], ['C#4', 0.5], ['D#4', 0.5], ['E4', 0.5], ['D#4', 0.5], ['E4', 1.0]];[['B3', 0.5], ['E4', 1.0], ['A3', 0.5], ['B3', 2.0]];[['G3', 1.0], ['G3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['F#3', 0.5], ['G3', 0.5], ['E3', 0.5]];1;bach;bwv435
[['F#4', 1.0], ['G4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['E4', 0.5], ['D#4', 0.5], ['E4', 1.5], ['D#4', 0.5], ['E4', 1.0]];[['B3', 1.0], ['B3', 1.0], ['A3', 0.5], ['B3', 0.25], ['C4', 0.25], ['B3', 1.0]];[['B2', 1.0], ['E3', 1.0], ['F#3', 1.0], ['G3', 0.5], ['E3', 0.5]];2;bach;bwv435
[['F#4', 1.0], ['F#4', 1.0], ['E4', 1.0], ['F#4', 1.0]];[['E4', 1.0], ['D#4', 1.0], ['B3', 1.0], ['D#4', 1.0]];[['C#4', 0.5], ['F#3', 0.5], ['B3', 0.5], ['A3', 0.5], ['G3', 1.0], ['B3', 1.0]];[['A#2', 1.0], ['B2', 1.0], ['E2', 1.0], ['B2', 1.0]];3;bach;bwv435
[['G4', 1.0], ['A4', 1.0], ['B4', 2.0]];[['E4', 1.0], ['D4', 0.5], ['C4', 0.5], ['B3', 0.5], ['D4', 0.5], ['G4', 1.0]];[['B3', 0.5], ['C4', 0.5], ['B3', 0.5], ['A3', 0.5], ['G3', 0.5], ['B3', 0.5], ['D4', 1.0]];[['E3', 1.0], ['F#3', 1.0], ['G3', 1.0], ['G2', 0.5], ['B2', 0.5]];4;bach;bwv435
[['A4', 1.0], ['C5', 1.0], ['C5', 1.0], ['B4', 1.0]];[['F#4', 1.0], ['E4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['D4', 1.0], ['C4', 0.5], ['B3', 0.5], ['A3', 0.5], ['F#3', 0.5], ['G3', 1.0]];[['D3', 1.0], ['A3', 0.5], ['G3', 0.5], ['F#3', 0.5], ['D3', 0.5], ['G3', 0.5], ['B2', 0.5]];5;bach;bwv435
[['A4', 1.0], ['A4', 1.0], ['G4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['D4', 0.5], ['C4', 0.5], ['B3', 1.0], ['D4', 1.0]];[['G3', 1.0], ['F#3', 1.0], ['G3', 1.0], ['F#3', 0.5], ['G3', 0.5]];[['C3', 0.5], ['A2', 0.5], ['D3', 1.0], ['G2', 1.0], ['D3', 0.5], ['E3', 0.5]];6;bach;bwv435
[['A4', 1.0], ['A4', 1.0], ['A4', 1.0], ['F#4', 1.0]];[['D4', 0.5], ['C#4', 0.5], ['D4', 0.5], ['E4', 0.5], ['F#4', 1.0], ['D4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['D4', 1.0], ['A3', 1.0]];[['F#3', 0.5], ['G3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['D3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C3', 0.5]];7;bach;bwv435
[['G4', 1.0], ['A4', 1.0], ['B4', 2.0]];[['D4', 0.5], ['E4', 0.5], ['F#4', 1.0], ['G4', 1.0], ['D4', 1.0]];[['B3', 1.0], ['C4', 1.0], ['D4', 1.0], ['G3', 1.0]];[['B2', 0.5], ['C3', 0.5], ['B2', 0.5], ['A2', 0.5], ['G2', 0.5], ['A2', 0.5], ['B2', 0.5], ['C3', 0.5]];8;bach;bwv435
[['A4', 1.0], ['F#4', 1.0], ['G4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['F#4', 1.0], ['B3', 0.5], ['E4', 0.5], ['D4', 0.5], ['C4', 0.5]];[['G3', 0.5], ['F#3', 0.5], ['B3', 0.5], ['A3', 0.5], ['G3', 1.0], ['D4', 1.0]];[['D3', 1.0], ['D#3', 1.0], ['E3', 1.0], ['F#3', 1.0]];9;bach;bwv435
[['B4', 1.0], ['B4', 1.0], ['A4', 1.0], ['G4', 0.5], ['F#4', 0.5]];[['B3', 1.0], ['E4', 1.0], ['E4', 0.5], ['D#4', 0.5], ['E4', 1.0]];[['D4', 0.5], ['F4', 0.5], ['E4', 0.5], ['D4', 0.5], ['C4', 1.0], ['C#4', 1.0]];[['G3', 1.0], ['G#3', 1.0], ['A3', 1.0], ['A#3', 1.0]];10;bach;bwv435
[['F#4', 2.0], ['E4', 1.0]];[['E4', 1.0], ['D#4', 1.0], ['B3', 1.0]];[['B3', 1.5], ['A3', 0.5], ['G#3', 1.0]];[['B3', 1.0], ['B2', 1.0], ['E3', 1.0]];11;bach;bwv435
