soprano;alto;tenor;bass;measure;composer;corpus
[['G4', 2.0], ['G4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['B-3', 2.0], ['B-3', 1.0]];[['G3', 0.5], ['A3', 0.5], ['B-3', 1.0], ['G3', 1.0]];0;bach;bwv344
[['D5', 2.0], ['D5', 1.0]];[['D4', 0.5], ['E4', 0.5], ['F#4', 1.0], ['G4', 1.0]];[['A3', 1.0], ['D4', 0.5], ['C4', 0.5], ['B-3', 1.0]];[['F#3', 0.5], ['E3', 0.5], ['D3', 1.0], ['G3', 1.0]];1;bach;bwv344
[['C5', 2.0], ['B-4', 1.0]];[['A4', 2.0], ['A4', 0.5], ['G4', 0.5]];[['E-4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['G3', 1.0], ['F#3', 1.0], ['G3', 1.0]];2;bach;bwv344
[['A4', 2.0], ['A4', 1.0]];[['G4', 1.0], ['F#4', 0.5], ['E4', 0.5], ['F#4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['D3', 2.0], ['D3', 1.0]];3;bach;bwv344
[['D5', 2.0], ['F5', 1.0]];[['F4', 2.0], ['C5', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['B-2', 1.0], ['B-3', 1.0], ['A3', 1.0]];4;bach;bwv344
[['E-5', 2.0], ['D5', 1.0]];[['B-4', 1.0], ['C5', 1.0], ['C5', 0.5], ['B-4', 0.5]];[['G4', 1.0], ['F4', 1.0], ['F4', 1.0]];[['G3', 1.0], ['A3', 1.0], ['B-3', 1.0]];5;bach;bwv344
[['C5', 2.0], ['C5', 1.0]];[['B-4', 2.0], ['A4', 1.0]];[['G4', 1.0], ['F4', 1.5], ['E-4', 0.5]];[['E-3', 1.0], ['F3', 1.0], ['F2', 1.0]];6;bach;bwv344
[['B-4', 3.0]];[['F4', 3.0]];[['D4', 3.0]];[['B-2', 3.0]];7;bach;bwv344
[['A4', 2.0], ['B-4', 1.0]];[['F#4', 2.0], ['G4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['D3', 1.0], ['C3', 1.0], ['B-2', 1.0]];8;bach;bwv344
[['C5', 2.0], ['C5', 1.0]];[['G4', 1.0], ['F#4', 0.5], ['G4', 0.5], ['A4', 1.0]];[['E-4', 2.0], ['E-4', 0.5], ['D4', 0.5]];[['A2', 1.0], ['G2', 1.0], ['F#2', 1.0]];9;bach;bwv344
[['B-4', 2.0], ['C5', 1.0]];[['A4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['G4', 1.0]];[['D4', 2.0], ['E-4', 1.0]];[['G2', 1.0], ['G3', 1.0], ['C3', 1.0]];10;bach;bwv344
[['A4', 2.0], ['A4', 1.0]];[['G4', 1.0], ['F#4', 0.5], ['E4', 0.5], ['F#4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['D3', 2.0], ['D3', 1.0]];11;bach;bwv344
[['D5', 2.0], ['D5', 1.0]];[['F#4', 0.5], ['G4', 0.5], ['A4', 1.0], ['G4', 1.0]];[['A3', 1.0], ['D4', 0.5], ['C4', 0.5], ['B-3', 1.0]];[['D3', 0.5], ['E3', 0.5], ['F#3', 1.0], ['G3', 1.0]];12;bach;bwv344
[['C5', 2.0], ['B-4', 1.0]];[['G4', 1.0], ['F#4', 1.0], ['G4', 1.0]];[['C4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['A3', 1.0], ['D3', 1.0], ['G3', 1.0]];13;bach;bwv344
[['A4', 2.0], ['A4', 1.0]];[['G4', 2.0], ['F#4', 1.0]];[['E-4', 0.5], ['D4', 0.5], ['C4', 0.5], ['E-4', 0.5], ['D4', 0.5], ['C4', 0.5]];[['C3', 1.0], ['A2', 1.0], ['D3', 1.0]];14;bach;bwv344
[['G4', 3.0]];[['D4', 3.0]];[['B-3', 3.0]];[['G2', 3.0]];15;bach;bwv344
[['B-4', 2.0], ['B-4', 1.0]];[['G4', 2.0], ['G4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['G2', 1.0], ['G3', 1.0], ['F3', 1.0]];16;bach;bwv344
[['B-4', 2.0], ['B-4', 1.0]];[['G4', 2.0], ['B-4', 1.0]];[['E-4', 2.0], ['F4', 1.0]];[['E-2', 1.0], ['E-3', 1.0], ['D3', 1.0]];17;bach;bwv344
[['E-5', 2.0], ['D5', 1.0]];[['B-4', 1.0], ['A4', 1.0], ['B-4', 1.0]];[['E-4', 1.0], ['C4', 1.0], ['F4', 1.0]];[['C2', 1.0], ['C3', 1.0], ['B-2', 1.0]];18;bach;bwv344
[['C5', 2.0], ['C5', 1.0]];[['B-4', 1.0], ['A4', 0.5], ['G4', 0.5], ['A4', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['F2', 2.0], ['F3', 1.0]];19;bach;bwv344
[['C5', 2.0], ['D5', 1.0]];[['A4', 2.0], ['A4', 1.0]];[['F4', 2.0], ['F#4', 1.0]];[['F3', 1.0], ['E-3', 1.0], ['D3', 1.0]];20;bach;bwv344
[['B-4', 2.0], ['C5', 1.0]];[['G4', 2.0], ['G4', 1.0]];[['D4', 2.0], ['C4', 0.5], ['D4', 0.5]];[['G3', 1.0], ['F3', 1.0], ['E-3', 0.5], ['D3', 0.5]];21;bach;bwv344
[['A4', 2.0], ['A4', 1.0]];[['G4', 2.0], ['F#4', 1.0]];[['E-4', 0.5], ['D4', 0.5], ['C4', 0.5], ['E-4', 0.5], ['D4', 0.5], ['C4', 0.5]];[['C3', 1.0], ['A2', 1.0], ['D3', 1.0]];22;bach;bwv344
[['G4', 2.0], ['G4', 1.0]];[['D4', 2.0], ['D4', 1.0]];[['B-3', 2.0], ['B-3', 1.0]];[['G2', 2.0], ['G2', 1.0]];23;bach;bwv344
