soprano;alto;tenor;bass;measure;composer;corpus
[['C5', 1.0]];[['G4', 1.0]];[['E4', 1.0]];[['C3', 1.0]];0;bach;bwv156.6
[['B4', 1.0], ['C5', 1.0], ['D5', 1.0], ['D5', 1.0]];[['G4', 1.5], ['F4', 0.5], ['G4', 1.0], ['G#4', 1.0]];[['D4', 1.0], ['C4', 1.0], ['B3', 1.0], ['B3', 1.0]];[['G3', 1.0], ['A3', 1.0], ['G3', 0.5], ['F3', 0.5], ['E3', 1.0]];1;bach;bwv156.6
[['C5', 1.0], ['D5', 1.0], ['E5', 1.0], ['F5', 1.0]];[['E4', 0.5], ['C4', 0.5], ['G4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['C4', 0.5], ['F4', 0.5], ['B3', 1.0], ['C4', 1.0], ['D4', 1.0]];[['A3', 1.0], ['G3', 1.0], ['C4', 1.0], ['B3', 1.0]];2;bach;bwv156.6
[['E5', 1.0], ['D5', 1.0], ['C5', 1.0], ['B4', 0.5], ['A4', 0.5]];[['G4', 1.0], ['G4', 0.5], ['F4', 0.5], ['E4', 1.0], ['F4', 0.5], ['E4', 0.5]];[['C4', 1.0], ['B3', 1.0], ['C4', 0.5], ['E4', 0.5], ['D4', 1.0]];[['C4', 1.0], ['G3', 1.0], ['A3', 0.5], ['G3', 0.5], ['F3', 1.0]];3;bach;bwv156.6
[['B4', 1.0], ['C5', 1.0], ['D5', 2.0]];[['D4', 1.0], ['G4', 1.0], ['A4', 1.0], ['G4', 0.5], ['F4', 0.5]];[['G4', 1.0], ['C4', 2.0], ['B3', 1.0]];[['F3', 1.0], ['E3', 1.0], ['F#3', 1.0], ['G3', 1.0]];4;bach;bwv156.6
[['C5', 3.0]];[['E4', 3.0]];[['G3', 3.0]];[['C3', 3.0]];5;bach;bwv156.6
[['C5', 1.0]];[['G4', 1.0]];[['E4', 1.0]];[['C4', 1.0]];6;bach;bwv156.6
[['D5', 0.5], ['E5', 0.5], ['F5', 1.0], ['E5', 0.5], ['D5', 0.5], ['C5', 1.0]];[['G4', 1.0], ['A4', 1.0], ['B4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['C4', 1.0], ['B3', 1.0], ['E4', 1.0]];[['B3', 1.0], ['A3', 1.0], ['G#3', 1.0], ['A3', 0.5], ['G3', 0.5]];7;bach;bwv156.6
[['D5', 0.5], ['C5', 0.5], ['B4', 1.0], ['A4', 1.0], ['B4', 1.0]];[['A4', 1.5], ['G4', 0.5], ['F#4', 1.0], ['F#4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['D4', 1.0], ['B3', 1.0]];[['F#3', 1.0], ['G3', 1.0], ['D3', 1.0], ['D#3', 1.0]];8;bach;bwv156.6
[['G4', 1.0], ['G4', 1.0], ['D5', 1.0], ['E5', 1.0]];[['E4', 1.0], ['E4', 0.5], ['F#4', 0.5], ['G4', 1.0], ['E4', 1.0]];[['B3', 1.0], ['B3', 0.5], ['C4', 0.5], ['D4', 1.0], ['A3', 1.0]];[['E3', 0.5], ['F#3', 0.5], ['G3', 0.5], ['A3', 0.5], ['B3', 1.0], ['C#4', 1.0]];9;bach;bwv156.6
[['F5', 0.5], ['E5', 0.5], ['D5', 1.0], ['C5', 1.0], ['G5', 1.0]];[['D4', 1.0], ['E4', 1.0], ['E4', 1.0], ['G4', 1.0]];[['A3', 1.0], ['B3', 1.0], ['A3', 1.0], ['D4', 1.0]];[['D4', 1.0], ['G#3', 1.0], ['A3', 1.0], ['B3', 1.0]];10;bach;bwv156.6
[['E5', 1.0], ['F5', 0.5], ['E5', 0.5], ['D5', 1.5], ['C5', 0.5]];[['G4', 1.0], ['F4', 0.5], ['G4', 0.5], ['A4', 0.5], ['F4', 0.5], ['G4', 0.5], ['A4', 0.5]];[['C4', 1.0], ['C4', 0.5], ['B3', 0.5], ['A3', 1.0], ['E4', 1.0]];[['C4', 0.5], ['B3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F3', 0.5], ['D3', 0.5], ['E3', 0.5], ['F3', 0.5]];11;bach;bwv156.6
[['B4', 1.0], ['C5', 1.0], ['D5', 2.0]];[['G4', 1.0], ['G4', 1.0], ['G4', 1.5], ['F4', 0.5]];[['D4', 1.0], ['C4', 1.0], ['C4', 1.0], ['B3', 1.0]];[['G3', 0.5], ['F3', 0.5], ['E3', 0.5], ['C3', 0.5], ['G2', 2.0]];12;bach;bwv156.6
[['C5', 3.0]];[['E4', 3.0]];[['G3', 3.0]];[['C3', 3.0]];13;bach;bwv156.6
