soprano;alto;tenor;bass;measure;composer;corpus
[['D5', 1.0]];[['G4', 1.0]];[['B-3', 0.5], ['C4', 0.5]];[['G2', 0.5], ['A2', 0.5]];0;bach;bwv316
[['G4', 1.0], ['A4', 0.5], ['B-4', 0.5], ['C5', 1.0], ['B-4', 1.0]];[['G4', 1.0], ['F#4', 0.5], ['G4', 0.5], ['A4', 1.5], ['G4', 0.5]];[['D4', 1.0], ['C4', 0.5], ['D4', 0.5], ['E-4', 0.5], ['D4', 0.5], ['D4', 1.0]];[['B-2', 1.0], ['A2', 0.5], ['G2', 0.5], ['F#2', 1.0], ['G2', 1.0]];1;bach;bwv316
[['A4', 1.0], ['A4', 1.0], ['G4', 1.0], ['C5', 1.0]];[['G4', 0.5], ['F#4', 0.25], ['E4', 0.25], ['F#4', 1.0], ['D4', 1.0], ['G4', 1.0]];[['E-4', 0.5], ['C4', 0.5], ['A3', 0.5], ['D4', 0.25], ['C4', 0.25], ['B-3', 1.0], ['C4', 0.5], ['B-3', 0.5]];[['C3', 0.5], ['A2', 0.5], ['D3', 1.0], ['G2', 1.0], ['E2', 1.0]];2;bach;bwv316
[['C5', 1.0], ['C5', 1.0], ['D5', 1.0], ['C5', 1.0]];[['F4', 0.5], ['E4', 0.5], ['F4', 1.0], ['F4', 1.0], ['F4', 1.0]];[['A3', 0.5], ['B-3', 0.5], ['C4', 0.5], ['A3', 0.5], ['B-3', 1.0], ['C4', 1.0]];[['F2', 0.5], ['G2', 0.5], ['A2', 0.5], ['F2', 0.5], ['B-2', 0.5], ['B-3', 1.0], ['A3', 0.5]];3;bach;bwv316
[['D5', 1.0], ['E5', 1.0], ['F5', 1.0], ['D5', 1.0]];[['B-4', 0.5], ['D5', 1.0], ['C#5', 0.5], ['D5', 1.0], ['B-4', 1.0]];[['B-3', 0.5], ['A3', 0.5], ['G3', 1.0], ['A3', 1.0], ['G4', 1.0]];[['G3', 0.5], ['F3', 0.5], ['E3', 1.0], ['D3', 1.0], ['G2', 1.0]];4;bach;bwv316
[['C5', 1.0], ['B-4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['A4', 1.0], ['D4', 0.5], ['E4', 0.5], ['F#4', 1.0], ['G4', 1.0]];[['G4', 0.5], ['F#4', 0.5], ['G4', 1.0], ['D4', 0.5], ['C4', 0.5], ['B-3', 1.0]];[['A2', 1.0], ['B-2', 0.5], ['C3', 0.5], ['D3', 1.0], ['E-3', 0.5], ['D3', 0.5]];5;bach;bwv316
[['A4', 2.0], ['G4', 1.0]];[['G4', 1.0], ['F#4', 1.0], ['D4', 1.0]];[['E-4', 0.5], ['C4', 0.5], ['A3', 0.5], ['D4', 0.25], ['C4', 0.25], ['B-3', 1.0]];[['C3', 1.0], ['D3', 1.0], ['G2', 1.0]];6;bach;bwv316
[['A4', 1.0]];[['F4', 1.0]];[['C4', 1.0]];[['F3', 0.5], ['E-3', 0.5]];7;bach;bwv316
[['B-4', 1.0], ['C5', 1.0], ['D5', 1.0], ['E-5', 1.0]];[['F4', 0.5], ['B-4', 1.0], ['A4', 0.5], ['B-4', 1.0], ['C5', 1.0]];[['D4', 1.0], ['E-4', 1.0], ['F4', 1.0], ['F4', 1.0]];[['D3', 1.0], ['C3', 1.0], ['B-2', 0.5], ['B-3', 1.0], ['A3', 0.5]];8;bach;bwv316
[['D5', 1.0], ['C5', 1.0], ['B-4', 1.0], ['D5', 1.0]];[['C5', 0.5], ['B-4', 1.0], ['A4', 0.5], ['F4', 1.0], ['F4', 1.0]];[['F4', 1.0], ['G4', 0.5], ['F4', 0.25], ['E-4', 0.25], ['D4', 1.0], ['D4', 1.0]];[['B-3', 0.5], ['D3', 0.5], ['E-3', 0.5], ['F3', 0.5], ['B-2', 1.0], ['B-2', 1.0]];9;bach;bwv316
[['F5', 1.0], ['E-5', 1.0], ['D5', 1.0], ['G4', 0.5], ['A4', 0.5]];[['F4', 0.5], ['A4', 0.5], ['G4', 0.5], ['F4', 0.5], ['F4', 1.0], ['E-4', 1.0]];[['C4', 0.5], ['D4', 0.5], ['B-3', 0.5], ['C4', 0.5], ['D4', 1.0], ['C4', 0.5], ['F#3', 0.5]];[['A2', 0.5], ['F2', 0.5], ['G2', 0.5], ['A2', 0.5], ['B-2', 1.0], ['C3', 1.0]];10;bach;bwv316
[['B-4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['D4', 0.5], ['G4', 1.0], ['F#4', 0.5], ['D4', 1.0]];[['G3', 0.5], ['D4', 0.5], ['D4', 0.75], ['C4', 0.25], ['B3', 1.0]];[['B-2', 0.5], ['G2', 0.5], ['D3', 1.0], ['G2', 1.0]];11;bach;bwv316
