soprano;alto;tenor;bass;measure;composer;corpus
[['C5', 1.0]];[['G4', 1.0]];[['E4', 1.0]];[['C4', 1.0]];0;bach;bwv390
[['C5', 2.0], ['B4', 1.0]];[['A4', 2.0], ['G4', 1.0]];[['E4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['A3', 2.0], ['E3', 1.0]];1;bach;bwv390
[['A4', 2.0], ['G4', 1.0]];[['C4', 1.0], ['D4', 1.0], ['E4', 0.5], ['F4', 0.5]];[['F4', 2.0], ['E4', 1.0]];[['F3', 2.0], ['C3', 1.0]];2;bach;bwv390
[['C5', 1.0], ['D5', 2.0]];[['G4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['C4', 2.0], ['B3', 1.0]];[['E3', 1.0], ['F3', 1.0], ['G3', 1.0]];3;bach;bwv390
[['E5', 2.0], ['E5', 1.0]];[['G4', 2.0], ['G4', 1.0]];[['C4', 2.0], ['C4', 1.0]];[['C3', 2.0], ['C4', 1.0]];4;bach;bwv390
[['E5', 2.0], ['E5', 1.0]];[['B4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['B3', 1.0], ['C4', 1.0], ['D4', 1.0]];[['G#3', 1.0], ['F#3', 1.0], ['E3', 1.0]];5;bach;bwv390
[['E5', 2.0], ['D5', 1.0]];[['A4', 1.0], ['E4', 0.5], ['F4', 0.5], ['G4', 1.0]];[['C4', 2.0], ['B3', 1.0]];[['A3', 1.0], ['G3', 1.0], ['F3', 1.0]];6;bach;bwv390
[['C5', 0.5], ['D5', 0.5], ['D5', 1.5], ['C5', 0.5]];[['G4', 1.0], ['A4', 1.0], ['G4', 1.0]];[['C4', 2.0], ['B3', 1.0]];[['E3', 1.0], ['F3', 1.0], ['G3', 1.0]];7;bach;bwv390
[['C5', 2.0]];[['E4', 2.0]];[['G3', 2.0]];[['C3', 2.0]];8;bach;bwv390
[['C5', 1.0]];[['E4', 1.0]];[['G3', 1.0]];[['C3', 1.0]];9;bach;bwv390
[['C5', 1.0], ['D5', 1.0], ['E5', 1.0]];[['F4', 2.0], ['E4', 1.0]];[['A3', 1.0], ['B3', 1.0], ['C4', 1.0]];[['F3', 2.0], ['C4', 1.0]];10;bach;bwv390
