soprano;alto;tenor;bass;measure;composer;corpus
[['A4', 1.0]];[['F4', 1.0]];[['D4', 1.0]];[['D3', 1.0]];0;bach;bwv265
[['C5', 1.0], ['A4', 1.0], ['B-4', 1.0], ['A4', 1.0]];[['G4', 1.5], ['F4', 1.0], ['E4', 0.5], ['F4', 1.0]];[['C4', 1.0], ['C4', 1.0], ['B-3', 1.0], ['C4', 1.0]];[['E3', 1.0], ['F3', 1.0], ['G3', 1.0], ['A3', 1.0]];1;bach;bwv265
[['G4', 1.0], ['G4', 1.0], ['F4', 1.0], ['A4', 1.0]];[['F4', 1.5], ['E4', 0.5], ['C4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['C4', 0.75], ['B-3', 0.25], ['A3', 1.0], ['C4', 1.0]];[['B-3', 1.0], ['C4', 1.0], ['F3', 1.0], ['F3', 0.5], ['E3', 0.5]];2;bach;bwv265
[['B4', 1.0], ['C5', 1.0], ['D5', 1.0], ['C5', 1.0]];[['A4', 0.5], ['G#4', 0.5], ['A4', 1.5], ['G#4', 0.5], ['A4', 1.0]];[['F4', 1.0], ['E4', 1.0], ['D4', 1.0], ['E4', 1.0]];[['D3', 1.0], ['C3', 1.0], ['B2', 1.0], ['A2', 1.0]];3;bach;bwv265
[['B4', 2.0], ['A4', 1.0]];[['A4', 1.0], ['G#4', 1.0], ['E4', 1.0]];[['F4', 1.0], ['E4', 0.5], ['D4', 0.5], ['C#4', 1.0]];[['D3', 1.0], ['E3', 1.0], ['A2', 1.0]];4;bach;bwv265
[['E4', 1.0]];[['C#4', 1.0]];[['A3', 1.0]];[['A2', 1.0]];5;bach;bwv265
[['F4', 1.0], ['F4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['D4', 0.5], ['B3', 0.5], ['C#4', 0.5], ['D4', 0.5]];[['A3', 1.0], ['A3', 1.0], ['G3', 1.0], ['B-3', 1.0]];[['D2', 0.5], ['D3', 1.0], ['C3', 0.5], ['B2', 0.5], ['E3', 1.0], ['D3', 0.5]];6;bach;bwv265
[['A4', 1.0], ['A4', 1.0], ['F4', 1.0], ['D4', 1.0]];[['E4', 0.5], ['D4', 0.5], ['E4', 0.5], ['C#4', 0.5], ['D4', 1.0], ['A3', 0.5], ['B3', 0.5]];[['A3', 1.0], ['A3', 1.0], ['A3', 1.0], ['F3', 1.0]];[['C#3', 0.5], ['B2', 0.5], ['C#3', 0.5], ['A2', 0.5], ['D3', 1.0], ['D3', 1.0]];7;bach;bwv265
[['E4', 1.0], ['F4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['C4', 1.0], ['C4', 1.0], ['C#4', 1.0], ['D4', 1.0]];[['G3', 1.0], ['A3', 0.5], ['F3', 0.5], ['B-3', 0.5], ['G3', 0.5], ['A3', 1.0]];[['C3', 0.5], ['B-2', 0.5], ['A2', 1.0], ['E2', 1.0], ['F2', 0.5], ['G2', 0.5]];8;bach;bwv265
[['E4', 2.0], ['D4', 1.0]];[['D4', 1.0], ['C#4', 1.0], ['A3', 1.0]];[['A3', 0.5], ['E3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F#3', 1.0]];[['A2', 2.0], ['D3', 1.0]];9;bach;bwv265
