soprano;alto;tenor;bass;measure;composer;corpus
[['B-4', 1.0]];[['F4', 1.0]];[['D4', 1.0]];[['B-3', 0.5], ['A3', 0.5]];0;bach;bwv348
[['B-4', 1.0], ['B-4', 1.0], ['B-4', 1.0], ['C5', 1.0]];[['G4', 1.0], ['A-4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['D4', 0.5], ['E-4', 0.5], ['F4', 1.0], ['E-4', 0.5], ['D4', 0.5], ['C4', 1.0]];[['G3', 1.0], ['D3', 1.0], ['E-3', 1.0], ['E3', 1.0]];1;bach;bwv348
[['A-4', 1.0], ['G4', 1.0], ['F4', 1.0], ['C5', 1.0]];[['G4', 0.5], ['F4', 1.0], ['E4', 0.5], ['F4', 1.0], ['F4', 1.0]];[['C4', 1.0], ['B-3', 1.0], ['A3', 1.0], ['C4', 1.0]];[['F3', 1.0], ['C3', 1.0], ['F2', 1.0], ['A2', 1.0]];2;bach;bwv348
[['D5', 1.0], ['C5', 1.0], ['B-4', 1.0], ['A4', 0.5], ['G4', 0.5]];[['F4', 1.0], ['E4', 1.0], ['F4', 1.0], ['C4', 1.0]];[['B-3', 0.5], ['A3', 0.5], ['G3', 1.0], ['F3', 1.0], ['C4', 1.0]];[['B-2', 1.0], ['C3', 1.0], ['D3', 1.0], ['E3', 1.0]];3;bach;bwv348
[['A4', 1.0], ['G4', 1.0], ['F4', 1.0], ['B-4', 1.0]];[['C4', 0.5], ['F4', 1.0], ['E4', 0.5], ['C4', 1.0], ['F4', 1.0]];[['C4', 1.0], ['B-3', 1.0], ['A3', 1.0], ['B-3', 1.0]];[['F3', 1.0], ['C3', 1.0], ['F2', 1.0], ['D3', 1.0]];4;bach;bwv348
[['B-4', 1.0], ['B-4', 1.0], ['B-4', 1.0], ['C5', 1.0]];[['G4', 1.0], ['F4', 1.0], ['G4', 1.0], ['G4', 1.0]];[['B-3', 0.5], ['C4', 0.5], ['D4', 1.0], ['E-4', 0.5], ['D4', 0.5], ['C4', 1.0]];[['E-3', 1.0], ['B-2', 1.0], ['E-3', 1.0], ['E3', 1.0]];5;bach;bwv348
[['A-4', 1.0], ['G4', 1.0], ['F4', 1.0], ['C5', 1.0]];[['G4', 0.5], ['F4', 1.0], ['E4', 0.5], ['F4', 1.0], ['F4', 1.0]];[['C4', 1.0], ['B-3', 1.0], ['A3', 1.0], ['C4', 1.0]];[['F3', 1.0], ['C3', 1.0], ['F2', 1.0], ['A2', 1.0]];6;bach;bwv348
[['D5', 1.0], ['C5', 1.0], ['B-4', 1.0], ['A4', 0.5], ['G4', 0.5]];[['F4', 1.0], ['E4', 1.0], ['F4', 1.0], ['C4', 1.0]];[['B-3', 0.5], ['A3', 0.5], ['G3', 1.0], ['F3', 1.0], ['C4', 1.0]];[['B-2', 1.0], ['C3', 1.0], ['D3', 1.0], ['E3', 1.0]];7;bach;bwv348
[['A4', 1.0], ['G4', 1.0], ['F4', 1.0], ['F5', 1.0]];[['C4', 0.5], ['F4', 1.0], ['E4', 0.5], ['C4', 1.0], ['B-4', 0.5], ['A4', 0.5]];[['C4', 1.0], ['B-3', 1.0], ['A3', 1.0], ['D4', 0.5], ['C4', 0.5]];[['F3', 1.0], ['C3', 1.0], ['F2', 1.0], ['D3', 1.0]];8;bach;bwv348
[['E-5', 1.0], ['D5', 1.0], ['C5', 1.0], ['B-4', 1.0]];[['G4', 1.0], ['F4', 0.5], ['G4', 0.5], ['A4', 1.0], ['B-4', 0.5], ['A-4', 0.5]];[['B-3', 0.5], ['C4', 0.5], ['D4', 0.5], ['E-4', 0.5], ['F4', 1.0], ['F4', 1.0]];[['G3', 1.0], ['B-3', 1.0], ['E-3', 1.0], ['D3', 1.0]];9;bach;bwv348
[['B-4', 0.5], ['C5', 0.5], ['D5', 1.0], ['C5', 1.0]];[['G4', 1.0], ['F4', 1.0], ['F4', 1.0]];[['B-3', 2.0], ['A3', 1.0]];[['E-3', 1.0], ['B-2', 1.0], ['F3', 1.0]];10;bach;bwv348
[['D5', 1.0]];[['F4', 1.0]];[['B3', 1.0]];[['D3', 1.0]];11;bach;bwv348
[['E-5', 1.0], ['D5', 1.0], ['C5', 1.0], ['B4', 1.0]];[['E-4', 1.0], ['A-4', 0.5], ['G4', 1.0], ['F4', 0.5], ['G4', 1.0]];[['C4', 1.5], ['B3', 0.5], ['C4', 1.0], ['D4', 1.0]];[['C3', 1.0], ['F3', 0.5], ['G3', 0.5], ['A-3', 1.0], ['G3', 1.0]];12;bach;bwv348
[['C5', 3.0], ['F4', 1.0]];[['G4', 3.0], ['C4', 1.0]];[['D4', 3.0], ['A3', 1.0]];[['C3', 3.0], ['E-3', 1.0]];13;bach;bwv348
[['B-4', 1.0], ['C5', 1.0], ['D5', 1.0], ['E-5', 1.0]];[['F4', 1.0], ['G4', 0.5], ['A4', 0.5], ['B-4', 1.0], ['A4', 0.5], ['G4', 0.5]];[['B-3', 1.0], ['E-3', 1.0], ['F3', 0.5], ['F4', 0.5], ['E-4', 1.0]];[['D3', 1.0], ['C3', 1.0], ['B-2', 1.0], ['C3', 1.0]];14;bach;bwv348
[['F5', 1.0], ['E-5', 0.5], ['D5', 0.5], ['C5', 1.0], ['E-5', 1.0]];[['F4', 1.0], ['G4', 1.0], ['A4', 1.0], ['B-4', 1.0]];[['E-4', 0.5], ['D4', 0.5], ['C4', 0.5], ['B-3', 0.5], ['F4', 1.0], ['B-3', 1.0]];[['D3', 1.0], ['E-3', 1.0], ['F3', 1.0], ['G3', 1.0]];15;bach;bwv348
[['D5', 1.0], ['C5', 1.0], ['F5', 1.0], ['B-4', 0.5], ['C5', 0.5]];[['A-4', 1.0], ['G4', 1.0], ['F4', 1.0], ['F4', 0.5], ['G4', 0.5]];[['B-3', 1.5], ['C4', 0.5], ['A3', 1.0], ['B-3', 1.0]];[['F3', 1.0], ['E-3', 2.0], ['D3', 0.5], ['E-3', 0.5]];16;bach;bwv348
[['D5', 1.0], ['C5', 1.0], ['B-4', 1.0]];[['F4', 0.5], ['E-4', 1.0], ['D4', 0.5], ['D4', 1.0]];[['B-3', 1.0], ['A3', 1.0], ['F3', 1.0]];[['F3', 1.0], ['F2', 1.0], ['B-2', 1.0]];17;bach;bwv348
