soprano;alto;tenor;bass;measure;composer;corpus
[['D5', 1.0], ['E-5', 1.0], ['D5', 0.5], ['C5', 0.5]];[['G4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['B-3', 1.0], ['B-3', 1.0], ['A3', 1.0]];[['G3', 1.0], ['C3', 1.0], ['F3', 1.0]];0;bach;bwv229.2
[['D5', 1.0], ['G4', 1.0], ['C5', 1.0]];[['F4', 1.0], ['E4', 1.0], ['F#4', 0.5], ['G4', 0.5]];[['B-3', 1.0], ['C4', 0.5], ['D4', 0.5], ['E-4', 1.0]];[['B-2', 1.0], ['B-3', 1.0], ['A3', 0.5], ['G3', 0.5]];1;bach;bwv229.2
[['C5', 1.0], ['B-4', 0.5], ['A4', 0.5], ['B-4', 0.5], ['C5', 0.5]];[['A4', 1.0], ['G4', 0.5], ['F#4', 0.5], ['G4', 0.5], ['A4', 0.5]];[['D4', 1.5], ['C4', 0.5], ['D4', 0.5], ['E-4', 0.5]];[['F#3', 1.0], ['G3', 1.0], ['C3', 1.0]];2;bach;bwv229.2
[['A4', 2.0], ['G4', 1.0]];[['F#4', 2.0], ['D4', 1.0]];[['D4', 1.0], ['C4', 1.0], ['B-3', 1.0]];[['D3', 2.0], ['G2', 1.0]];3;bach;bwv229.2
[['D5', 1.0], ['E-5', 0.5], ['F5', 0.5], ['G5', 1.0]];[['G4', 1.0], ['B-4', 1.0], ['B-4', 1.0]];[['B-3', 1.0], ['C4', 0.5], ['D4', 0.5], ['E-4', 1.0]];[['G3', 1.0], ['G3', 0.5], ['F3', 0.5], ['E-3', 1.0]];4;bach;bwv229.2
[['A4', 1.0], ['G4', 0.5], ['F4', 0.5], ['F5', 1.0]];[['F4', 2.0], ['A4', 1.0]];[['E-4', 1.0], ['D4', 1.0], ['C4', 1.0]];[['F3', 1.5], ['E-3', 0.5], ['E-3', 0.5], ['D3', 0.5]];5;bach;bwv229.2
[['F5', 0.5], ['G5', 0.5], ['E-5', 1.5], ['D5', 0.5]];[['B-4', 0.5], ['G4', 0.5], ['A4', 1.5], ['B-4', 0.5]];[['D4', 1.0], ['C4', 1.0], ['F4', 1.0]];[['D3', 0.5], ['E-3', 0.5], ['F3', 2.0]];6;bach;bwv229.2
[['D5', 3.0]];[['B-4', 3.0]];[['F4', 3.0]];[['B-2', 3.0]];7;bach;bwv229.2
[['D5', 1.0], ['E-5', 0.5], ['D5', 0.5], ['C5', 0.5], ['B-4', 0.5]];[['F4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['B-3', 1.0], ['C4', 1.0], ['E4', 0.5], ['D4', 0.5]];[['B-3', 1.0], ['A3', 1.0], ['G3', 1.0]];8;bach;bwv229.2
[['C5', 1.0], ['F4', 1.0], ['B-4', 1.0]];[['G4', 1.0], ['F4', 1.0], ['E4', 0.5], ['D4', 0.5]];[['C4', 1.0], ['D4', 0.5], ['C4', 0.5], ['B-3', 0.5], ['A3', 0.5]];[['A3', 1.0], ['B-3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F3', 0.5]];9;bach;bwv229.2
[['B-4', 1.0], ['A4', 0.5], ['D5', 0.5], ['C5', 0.5], ['B-4', 0.5]];[['C4', 1.5], ['E4', 0.5], ['F4', 1.0]];[['G3', 1.0], ['A3', 1.0], ['D4', 1.0]];[['E3', 1.0], ['F3', 1.0], ['B-2', 1.0]];10;bach;bwv229.2
