soprano;alto;tenor;bass;measure;composer;corpus
[['B4', 1.0]];[['F#4', 1.0]];[['D4', 1.0]];[['B3', 1.0]];0;bach;bwv244.3
[['B4', 1.0], ['B4', 1.0], ['A#4', 0.5], ['G#4', 0.5], ['F#4', 1.0]];[['G4', 1.0], ['D4', 0.5], ['E4', 0.5], ['F#4', 1.0], ['C#4', 1.0]];[['E4', 1.0], ['B3', 1.0], ['C#4', 0.5], ['B3', 0.5], ['A#3', 1.0]];[['E3', 0.5], ['F#3', 0.5], ['G3', 1.0], ['F#3', 1.0], ['F#3', 0.5], ['E3', 0.5]];1;bach;bwv244.3
[['B4', 1.0], ['C#5', 1.0], ['D5', 1.0], ['D5', 1.0]];[['F#4', 1.0], ['F#4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['B3', 1.0], ['A#3', 1.0], ['B3', 0.5], ['C#4', 0.5], ['D4', 1.0]];[['D3', 1.0], ['F#3', 1.0], ['B2', 1.0], ['B3', 1.0]];2;bach;bwv244.3
[['E5', 1.0], ['D5', 1.0], ['C#5', 1.0], ['C#5', 1.0]];[['F#4', 2.0], ['F#4', 1.0], ['F#4', 1.0]];[['C#4', 1.0], ['B3', 1.0], ['A#3', 1.0], ['A#3', 1.0]];[['A#3', 1.0], ['B3', 1.0], ['F#3', 1.0], ['F#3', 1.0]];3;bach;bwv244.3
[['D5', 1.0], ['E5', 1.0], ['F#5', 0.5], ['E5', 0.5], ['D5', 1.0]];[['F#4', 1.0], ['A4', 1.0], ['A4', 1.0], ['B4', 0.5], ['A4', 0.5]];[['B3', 1.0], ['C#4', 1.0], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5], ['C#4', 0.5]];[['B3', 1.0], ['A3', 1.0], ['D3', 1.0], ['G3', 0.5], ['A3', 0.5]];4;bach;bwv244.3
[['G5', 1.0], ['G5', 1.0], ['F#5', 0.5], ['E5', 0.5], ['F#5', 1.0]];[['G4', 1.0], ['A4', 1.0], ['A4', 1.0], ['D5', 0.5], ['C#5', 0.5]];[['D4', 1.0], ['E4', 1.0], ['E4', 1.0], ['D4', 1.0]];[['B3', 1.0], ['C#4', 1.0], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5], ['A3', 0.5]];5;bach;bwv244.3
[['E5', 2.0], ['D5', 1.0], ['D5', 1.0]];[['B4', 1.0], ['A4', 0.5], ['G4', 0.5], ['F#4', 1.0], ['F#4', 1.0]];[['D4', 1.0], ['C#4', 1.0], ['A3', 1.0], ['B3', 0.5], ['A3', 0.5]];[['G3', 1.0], ['A3', 1.0], ['D3', 1.0], ['B2', 1.0]];6;bach;bwv244.3
[['C#5', 1.0], ['B4', 1.0], ['A4', 1.0], ['F#4', 0.5], ['G4', 0.5]];[['E4', 1.0], ['D4', 1.0], ['E4', 1.0], ['D4', 0.5], ['E4', 0.5]];[['G3', 1.0], ['G3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['A3', 0.5], ['A3', 1.0]];[['E3', 0.5], ['F#3', 0.5], ['G3', 1.0], ['C#3', 1.0], ['D3', 1.0]];7;bach;bwv244.3
[['A4', 1.0], ['A4', 1.0], ['B4', 1.0], ['A4', 1.0]];[['F#4', 1.0], ['F#4', 1.0], ['G4', 1.0], ['F#4', 1.0]];[['D4', 1.0], ['D4', 1.0], ['D4', 1.0], ['C4', 1.0]];[['D4', 0.5], ['C4', 0.5], ['B3', 0.5], ['A3', 0.5], ['G3', 0.5], ['F#3', 0.5], ['E3', 0.5], ['D#3', 0.5]];8;bach;bwv244.3
[['G4', 2.0], ['F#4', 1.0], ['F#5', 1.0]];[['F#4', 0.5], ['D#4', 0.5], ['E4', 1.0], ['E4', 1.0], ['D4', 1.0]];[['B3', 1.5], ['A#3', 0.25], ['B3', 0.25], ['C#4', 1.0], ['B3', 1.0]];[['E3', 2.0], ['A#2', 1.0], ['B2', 1.0]];9;bach;bwv244.3
[['E5', 1.0], ['D5', 0.5], ['C#5', 0.5], ['C#5', 2.0]];[['G4', 1.0], ['F#4', 1.0], ['F#4', 1.5], ['E4', 0.5]];[['B3', 0.5], ['A#3', 0.5], ['B3', 1.0], ['B3', 1.0], ['A#3', 1.0]];[['C#3', 1.0], ['D3', 0.5], ['E3', 0.5], ['F#3', 1.0], ['F#2', 1.0]];10;bach;bwv244.3
[['B4', 3.0]];[['D#4', 3.0]];[['F#3', 3.0]];[['B2', 3.0]];11;bach;bwv244.3
