soprano;alto;tenor;bass;measure;composer;corpus
[['B-4', 1.0], ['G4', 1.0], ['C5', 1.0]];[['E-4', 1.0], ['E-4', 1.0], ['E-4', 1.0]];[['G3', 1.0], ['B-3', 1.0], ['A-3', 0.5], ['G3', 0.5]];[['E-3', 1.0], ['E-3', 1.0], ['A-2', 1.0]];0;bach;bwv400
[['B-4', 2.0], ['E-4', 1.0]];[['D4', 2.0], ['E-4', 1.0]];[['F3', 2.0], ['B-3', 1.0]];[['A-2', 2.0], ['G3', 1.0]];1;bach;bwv400
[['F4', 2.0], ['G4', 1.0]];[['D4', 0.5], ['C4', 0.5], ['B-3', 2.0]];[['A-3', 2.0], ['G3', 1.0]];[['F3', 0.5], ['E-3', 0.5], ['D3', 1.0], ['E-3', 1.0]];2;bach;bwv400
[['A-4', 2.0], ['B-4', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['C4', 1.0], ['B-3', 1.0], ['B-3', 1.0]];[['E-3', 1.0], ['D3', 0.5], ['C3', 0.5], ['D3', 1.0]];3;bach;bwv400
[['G4', 1.0], ['E-4', 2.0]];[['E-4', 1.0], ['B-3', 2.0]];[['B-3', 1.0], ['G3', 2.0]];[['E-3', 1.0], ['E-2', 2.0]];4;bach;bwv400
[['F4', 1.0], ['G4', 1.0], ['A4', 1.0]];[['D4', 1.0], ['E-4', 1.0], ['E-4', 1.0]];[['B-3', 1.0], ['B-3', 1.0], ['C4', 1.0]];[['B-2', 1.0], ['E-3', 0.5], ['D3', 0.5], ['C3', 1.0]];5;bach;bwv400
[['B-4', 2.0], ['D5', 1.0]];[['D4', 2.0], ['F4', 1.0]];[['F3', 2.0], ['B-3', 1.0]];[['B-2', 2.0], ['B-3', 1.0]];6;bach;bwv400
[['C5', 1.0], ['D5', 1.0], ['E-5', 1.0]];[['F4', 1.0], ['F4', 1.0], ['E-4', 1.0]];[['C4', 1.0], ['B-3', 1.0], ['B-3', 1.0]];[['A3', 1.0], ['A-3', 1.0], ['G3', 1.0]];7;bach;bwv400
[['D5', 1.0], ['C5', 2.0]];[['F4', 1.0], ['G4', 1.0], ['F4', 0.5], ['E-4', 0.5]];[['B-3', 2.0], ['A3', 1.0]];[['F3', 1.0], ['E-3', 1.0], ['F3', 1.0]];8;bach;bwv400
[['B-4', 3.0]];[['D4', 3.0]];[['F3', 3.0]];[['B-2', 3.0]];9;bach;bwv400
[['B-4', 1.0], ['B4', 1.0], ['B4', 1.0]];[['F4', 1.0], ['G4', 1.0], ['G4', 0.5], ['F4', 0.5]];[['D4', 1.0], ['D4', 1.0], ['G3', 1.0]];[['B-3', 0.5], ['A-3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E-3', 0.5], ['D3', 0.5]];10;bach;bwv400
[['C5', 2.0], ['D5', 1.0]];[['E-4', 2.0], ['G4', 1.0]];[['G3', 2.0], ['D4', 1.0]];[['C3', 2.0], ['B2', 1.0]];11;bach;bwv400
[['E-5', 1.5], ['E-5', 0.5], ['F5', 1.0]];[['G4', 1.0], ['G4', 1.0], ['F4', 1.0]];[['C4', 1.0], ['C4', 1.0], ['C4', 1.0]];[['C3', 1.5], ['B-2', 0.5], ['A-2', 1.0]];12;bach;bwv400
[['E-5', 1.0], ['D5', 2.0]];[['G4', 1.0], ['A-4', 1.0], ['G4', 0.5], ['F4', 0.5]];[['C4', 2.0], ['B3', 1.0]];[['G2', 1.0], ['F2', 1.0], ['G2', 1.0]];13;bach;bwv400
[['C5', 2.0], ['B-4', 1.0]];[['E-4', 2.0], ['E-4', 1.0]];[['G3', 2.0], ['D-4', 1.0]];[['C3', 2.0], ['G2', 1.0]];14;bach;bwv400
[['C5', 1.5], ['D5', 0.5], ['E-5', 1.0]];[['E-4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['C4', 0.5], ['B-3', 0.5], ['C4', 1.0], ['B-3', 1.0]];[['A-2', 2.0], ['G2', 0.5], ['A-2', 0.5]];15;bach;bwv400
[['E-5', 2.0], ['D5', 1.0]];[['G4', 1.0], ['F4', 0.5], ['E-4', 0.5], ['F4', 0.5], ['A-4', 0.5]];[['B-3', 2.0], ['B-3', 1.0]];[['B-2', 3.0]];16;bach;bwv400
[['E-5', 3.0]];[['G4', 3.0]];[['B-3', 3.0]];[['E-2', 3.0]];17;bach;bwv400
