soprano;alto;tenor;bass;measure;composer;corpus
[['A4', 1.0], ['A4', 1.0], ['G#4', 1.0], ['A4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 1.0], ['E4', 0.5], ['F#4', 0.5]];[['C#4', 1.0], ['C#4', 1.0], ['B3', 1.0], ['C#4', 1.0]];[['A2', 0.5], ['B2', 0.5], ['C#3', 0.5], ['D3', 0.5], ['E3', 1.0], ['A2', 1.0]];0;bach;bwv409
[['B4', 2.0], ['A4', 1.0], ['B4', 1.0]];[['G#4', 2.0], ['F#4', 1.0], ['E4', 1.0]];[['E4', 2.0], ['C#4', 0.5], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5]];[['E3', 2.0], ['F#3', 1.0], ['G#3', 1.0]];1;bach;bwv409
[['C#5', 1.0], ['B4', 1.0], ['A4', 2.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 2.0]];[['B3', 0.5], ['A3', 1.0], ['G#3', 0.5], ['C#4', 2.0]];[['A3', 1.0], ['E3', 1.0], ['A2', 2.0]];2;bach;bwv409
[['C#5', 1.0], ['D5', 1.0], ['E5', 1.0], ['D5', 1.0]];[['A4', 1.0], ['A4', 1.0], ['A4', 1.5], ['B4', 0.5]];[['E4', 1.0], ['F#4', 1.0], ['E4', 1.0], ['F#4', 0.5], ['E4', 0.5]];[['A3', 0.5], ['G#3', 0.5], ['F#3', 1.0], ['C#3', 1.0], ['F#3', 0.5], ['G#3', 0.5]];3;bach;bwv409
[['C#5', 1.0], ['B4', 1.0], ['C#5', 2.0]];[['B4', 0.5], ['A4', 0.5], ['G#4', 0.5], ['B4', 1.0], ['A4', 0.25], ['G#4', 0.25], ['A4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['E4', 2.0]];[['A3', 1.0], ['E3', 0.5], ['G#3', 0.5], ['A3', 1.0], ['A2', 1.0]];4;bach;bwv409
[['B4', 2.0]];[['A4', 1.0], ['G#4', 1.0]];[['E4', 2.0]];[['E3', 2.0]];5;bach;bwv409
[['A4', 1.0], ['B4', 1.0]];[['F#4', 1.0], ['G#4', 1.0]];[['C#4', 1.0], ['E4', 1.0]];[['F#3', 1.0], ['E3', 1.0]];6;bach;bwv409
[['C#5', 1.0], ['B4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['A4', 1.0], ['G#4', 1.5], ['F#4', 1.0], ['E#4', 0.5]];[['E4', 1.5], ['D4', 0.5], ['C#4', 1.0], ['C#4', 1.0]];[['A3', 1.0], ['E3', 1.0], ['F#3', 1.0], ['C#3', 1.0]];7;bach;bwv409
[['A4', 1.5], ['G#4', 0.5], ['G#4', 2.0]];[['F#4', 0.5], ['E#4', 0.5], ['F#4', 1.0], ['F#4', 1.0], ['E#4', 1.0]];[['C#4', 2.0], ['C#4', 2.0]];[['F#2', 0.5], ['G#2', 0.5], ['A2', 0.5], ['B2', 0.5], ['C#3', 2.0]];8;bach;bwv409
[['A4', 1.0], ['A4', 1.0], ['G#4', 1.0], ['A4', 1.0]];[['F#4', 1.0], ['E4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['C#4', 1.0], ['C#4', 1.0], ['B3', 1.0], ['A3', 1.0]];[['F#3', 1.0], ['C#3', 0.5], ['D3', 0.5], ['E3', 1.0], ['C#3', 0.5], ['A2', 0.5]];9;bach;bwv409
[['B4', 2.0], ['A4', 1.0], ['B4', 1.0]];[['E4', 2.0], ['C#4', 0.5], ['F#4', 0.5], ['E4', 1.0]];[['A3', 1.0], ['G#3', 1.0], ['A3', 0.5], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5]];[['E3', 2.0], ['F#3', 1.0], ['G#3', 1.0]];10;bach;bwv409
[['C#5', 1.0], ['B4', 0.5], ['A4', 0.5], ['A4', 2.0]];[['E4', 0.5], ['A4', 0.5], ['G#4', 1.0], ['E4', 2.0]];[['A3', 0.5], ['E4', 0.5], ['E4', 0.75], ['D4', 0.25], ['C#4', 2.0]];[['A3', 1.0], ['E3', 1.0], ['A2', 2.0]];11;bach;bwv409
