soprano;alto;tenor;bass;measure;composer;corpus
[['F#4', 1.0]];[['C#4', 1.0]];[['A3', 1.0]];[['F#3', 0.5], ['E3', 0.5]];0;bach;bwv42.7
[['F#4', 1.0], ['F#4', 1.0], ['E#4', 1.0], ['F#4', 0.5], ['G#4', 0.5]];[['D4', 1.0], ['D4', 1.0], ['C#4', 2.0]];[['A3', 1.0], ['A3', 1.0], ['G#3', 0.5], ['B3', 0.5], ['A3', 0.5], ['G#3', 0.5]];[['D3', 1.0], ['C#3', 0.5], ['B2', 0.5], ['C#3', 1.0], ['D#3', 0.5], ['E#3', 0.5]];1;bach;bwv42.7
[['A4', 1.0], ['G#4', 1.0], ['F#4', 1.0], ['A4', 1.0]];[['C#4', 0.5], ['F#4', 0.5], ['F#4', 0.5], ['E#4', 0.5], ['C#4', 1.0], ['F#4', 1.0]];[['F#3', 1.0], ['C#4', 0.5], ['B3', 0.5], ['A3', 1.0], ['C#4', 1.0]];[['F#3', 0.5], ['B2', 0.5], ['C#3', 1.0], ['F#2', 1.0], ['F#3', 1.0]];2;bach;bwv42.7
[['B4', 1.0], ['B4', 1.0], ['C#5', 0.5], ['B4', 0.5], ['A4', 1.0]];[['E4', 0.5], ['F#4', 0.5], ['G#4', 1.0], ['A4', 2.0]];[['B3', 1.0], ['E4', 1.0], ['E4', 1.5], ['D4', 0.25], ['C#4', 0.25]];[['G#3', 1.0], ['F#3', 0.5], ['E3', 0.5], ['A3', 0.5], ['G#3', 0.5], ['F#3', 0.5], ['E3', 0.5]];3;bach;bwv42.7
[['B4', 2.0], ['C#5', 1.0]];[['A4', 0.5], ['G#4', 0.25], ['F#4', 0.25], ['G#4', 1.0], ['A4', 1.0]];[['B3', 1.0], ['E4', 1.0], ['E4', 1.0]];[['D3', 1.0], ['E3', 1.0], ['A2', 1.0]];4;bach;bwv42.7
[['C#5', 1.0]];[['A4', 1.0]];[['E4', 1.0]];[['A3', 0.5], ['G#3', 0.5]];5;bach;bwv42.7
[['C#5', 1.0], ['B4', 1.0], ['C#5', 0.5], ['B4', 0.5], ['A4', 1.0]];[['A4', 1.0], ['E#4', 0.5], ['F#4', 0.5], ['G#4', 1.0], ['F#4', 1.0]];[['E4', 0.5], ['D4', 0.5], ['D4', 1.0], ['C#4', 1.0], ['C#4', 1.0]];[['F#3', 1.0], ['G#3', 0.5], ['F#3', 0.5], ['E#3', 1.0], ['F#3', 0.5], ['E3', 0.5]];6;bach;bwv42.7
[['B4', 0.5], ['A4', 0.5], ['G#4', 1.0], ['F#4', 1.0], ['F#4', 0.5], ['G#4', 0.5]];[['F#4', 1.0], ['E4', 1.0], ['D#4', 1.0], ['D#4', 0.5], ['E#4', 0.5]];[['B3', 1.0], ['B3', 1.0], ['B3', 1.0], ['B3', 1.0]];[['D#3', 1.0], ['E3', 1.0], ['B2', 1.0], ['B3', 1.0]];7;bach;bwv42.7
[['A4', 1.0], ['A4', 1.0], ['B4', 1.0], ['A4', 0.5], ['G#4', 0.5]];[['F#4', 1.0], ['F#4', 1.0], ['G#4', 0.5], ['F#4', 0.5], ['E#4', 1.0]];[['C#4', 1.0], ['D4', 1.0], ['D4', 1.0], ['C#4', 0.5], ['B3', 0.5]];[['F#3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5], ['B2', 1.0], ['C#3', 1.0]];8;bach;bwv42.7
[['F#4', 2.0], ['F#4', 1.0]];[['F#4', 0.5], ['E4', 0.5], ['D4', 1.0], ['C#4', 1.0]];[['A3', 0.5], ['A#3', 0.5], ['B3', 1.0], ['A3', 1.0]];[['D3', 1.0], ['C#3', 0.5], ['B2', 0.5], ['F#3', 1.0]];9;bach;bwv42.7
[['B4', 1.0]];[['E4', 1.0]];[['G#3', 1.0]];[['E3', 1.0]];10;bach;bwv42.7
[['C#5', 1.0], ['B4', 1.0], ['F#4', 0.5], ['G#4', 0.5], ['A4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['D4', 0.5], ['E4', 0.5], ['F#4', 1.0]];[['A3', 1.0], ['B3', 0.5], ['C#4', 0.5], ['D4', 1.0], ['C#4', 1.0]];[['A3', 1.0], ['G#3', 0.5], ['A3', 0.5], ['B3', 1.0], ['A3', 0.5], ['B3', 0.5]];11;bach;bwv42.7
[['G#4', 0.5], ['F#4', 0.5], ['G#4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['F#4', 1.0], ['E#4', 1.0], ['C#4', 1.0], ['C#4', 1.0]];[['C#4', 1.5], ['B3', 0.5], ['A3', 1.0], ['A3', 1.0]];[['C#4', 1.0], ['C#3', 1.0], ['F#3', 1.0], ['F#2', 0.5], ['G#2', 0.5]];12;bach;bwv42.7
[['F#4', 1.0], ['E4', 1.0], ['A4', 1.0], ['B4', 1.0]];[['C#4', 1.0], ['E4', 1.0], ['D4', 1.0], ['D4', 1.0]];[['A3', 1.0], ['G#3', 1.0], ['F#3', 1.0], ['G#3', 1.0]];[['A2', 0.5], ['B2', 0.5], ['C#3', 1.0], ['C#3', 0.5], ['D3', 0.5], ['C#3', 0.5], ['B2', 0.5]];13;bach;bwv42.7
[['C#5', 0.5], ['B4', 0.5], ['A4', 1.0], ['B4', 1.0], ['B4', 1.0]];[['C#4', 1.0], ['C#4', 1.0], ['F#4', 1.0], ['E4', 1.0]];[['A3', 0.5], ['G#3', 0.5], ['A3', 1.0], ['A3', 1.0], ['G#3', 1.0]];[['A2', 0.5], ['E#3', 0.5], ['F#3', 0.5], ['C#3', 0.5], ['D3', 0.5], ['B2', 0.5], ['E3', 1.0]];14;bach;bwv42.7
[['C#5', 2.0]];[['E4', 2.0]];[['A3', 2.0]];[['A2', 2.0]];15;bach;bwv42.7
[['D5', 2.0]];[['B4', 2.0]];[['G#3', 2.0]];[['B2', 2.0]];16;bach;bwv42.7
[['C#5', 1.0], ['B4', 0.5], ['C#5', 0.25], ['D5', 0.25], ['B4', 1.5], ['A4', 0.5]];[['E4', 1.0], ['F#4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['A3', 0.5], ['F#3', 0.5], ['G#3', 0.5], ['D4', 0.5]];[['C#3', 1.0], ['D3', 1.0], ['E3', 1.0], ['E2', 1.0]];17;bach;bwv42.7
[['A4', 3.0], ['C#5', 1.0]];[['E4', 3.0], ['G#4', 1.0]];[['C#4', 3.0], ['C#4', 1.0]];[['A2', 3.0], ['E#3', 1.0]];18;bach;bwv42.7
[['C#5', 0.5], ['B4', 0.5], ['A4', 1.0], ['B4', 0.5], ['C#5', 0.5], ['D5', 1.0]];[['A4', 0.5], ['G#4', 0.5], ['F#4', 1.0], ['F#4', 1.0], ['F#4', 0.5], ['E#4', 0.5]];[['F#4', 1.5], ['E4', 0.5], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5], ['G#3', 0.5]];[['F#3', 1.5], ['F#3', 0.5], ['G#3', 0.5], ['A#3', 0.5], ['B3', 1.0]];19;bach;bwv42.7
[['C#5', 2.0], ['E5', 1.0], ['C#5', 1.0]];[['F#4', 2.0], ['G#4', 0.5], ['B4', 0.5], ['B4', 0.5], ['A4', 0.5]];[['A3', 2.0], ['B3', 1.0], ['E4', 1.0]];[['F#3', 2.0], ['E3', 1.0], ['E3', 1.0]];20;bach;bwv42.7
[['D5', 1.0], ['C#5', 0.5], ['B4', 0.5], ['C#5', 1.0], ['C#5', 1.0]];[['A4', 0.5], ['G#4', 0.5], ['A4', 0.5], ['G#4', 0.5], ['A4', 0.5], ['B4', 0.5], ['C#5', 1.0]];[['E4', 1.0], ['E4', 0.5], ['D4', 0.5], ['C#4', 0.5], ['B3', 0.5], ['A3', 0.5], ['G#3', 0.5]];[['E3', 2.0], ['E3', 2.0]];21;bach;bwv42.7
[['D5', 1.0], ['C#5', 0.5], ['D5', 0.5], ['E5', 0.5], ['D5', 0.5], ['C#5', 1.0]];[['C#5', 0.5], ['B4', 0.5], ['A4', 1.0], ['E4', 1.0], ['E4', 1.0]];[['F#3', 0.5], ['G#3', 0.5], ['A3', 1.0], ['B3', 1.0], ['A3', 1.0]];[['E3', 1.0], ['F#3', 1.0], ['G#3', 1.0], ['A3', 1.0]];22;bach;bwv42.7
[['B4', 2.0], ['A4', 2.0]];[['F#4', 1.0], ['E4', 0.5], ['D4', 0.5], ['C#4', 2.0]];[['A3', 1.0], ['G#3', 1.0], ['E3', 2.0]];[['D3', 1.0], ['E3', 1.0], ['A2', 2.0]];23;bach;bwv42.7
[['C#5', 1.0], ['C#5', 1.0], ['A4', 1.0], ['B4', 1.0]];[['E4', 1.0], ['E4', 1.0], ['F#4', 1.0], ['F#4', 1.0]];[['A3', 1.0], ['A3', 1.0], ['A3', 1.0], ['D4', 1.0]];[['A2', 0.5], ['B2', 0.5], ['C#3', 0.5], ['A2', 0.5], ['D3', 0.5], ['C#3', 0.5], ['D3', 0.5], ['E3', 0.5]];24;bach;bwv42.7
[['A4', 1.0], ['G#4', 1.0], ['F#4', 2.0]];[['F#4', 1.0], ['E4', 1.0], ['E4', 1.0], ['D4', 1.0]];[['C#4', 1.0], ['B3', 1.0], ['B3', 2.0]];[['F#3', 1.0], ['G#3', 0.5], ['A3', 0.5], ['B3', 2.0]];25;bach;bwv42.7
[['E4', 1.0], ['F#4', 0.5], ['G#4', 0.5], ['A4', 1.0], ['F#4', 1.0]];[['C#4', 1.0], ['D4', 1.0], ['E4', 1.0], ['D4', 1.0]];[['G#3', 1.0], ['A3', 0.5], ['B3', 0.5], ['C#4', 1.0], ['B3', 1.0]];[['C#3', 1.5], ['B2', 0.5], ['A2', 1.0], ['B2', 0.5], ['C#3', 0.5]];26;bach;bwv42.7
[['F#4', 3.0], ['E4', 1.0]];[['D4', 3.0], ['C#4', 1.0]];[['A3', 3.0], ['A3', 0.5], ['G#3', 0.5]];[['D3', 3.0], ['A2', 1.0]];27;bach;bwv42.7
[['F#4', 1.0], ['G#4', 1.0], ['A4', 1.0], ['G#4', 1.0]];[['C#4', 3.0], ['D4', 0.5], ['E4', 0.5]];[['F#3', 1.0], ['B3', 1.0], ['A3', 1.0], ['B3', 1.0]];[['A2', 0.5], ['G#2', 0.5], ['F#2', 0.5], ['E#2', 0.5], ['F#2', 0.5], ['F#3', 0.5], ['B2', 0.5], ['C#3', 0.5]];28;bach;bwv42.7
[['F#4', 3.0], ['E#4', 1.0]];[['F#4', 1.0], ['G#4', 0.5], ['A4', 0.5], ['D4', 1.0], ['C#4', 1.0]];[['A3', 1.0], ['G#3', 0.5], ['F#3', 0.5], ['G#3', 0.5], ['A3', 0.5], ['B3', 1.0]];[['D3', 0.5], ['C#3', 0.5], ['B2', 0.5], ['A2', 0.5], ['B2', 1.0], ['C#3', 1.0]];29;bach;bwv42.7
[['F#4', 3.0]];[['C#4', 3.0]];[['A#3', 3.0]];[['F#2', 3.0]];30;bach;bwv42.7
