soprano;alto;tenor;bass;measure;composer;corpus
[['D4', 2.0], ['E4', 1.0]];[['A3', 2.0], ['C#4', 1.0]];[['F3', 0.5], ['G3', 0.5], ['A3', 1.0], ['G3', 1.0]];[['D3', 0.5], ['E3', 0.5], ['F3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E3', 0.5]];0;bach;bwv366
[['F4', 2.0], ['G4', 1.0]];[['D4', 2.0], ['E4', 1.0]];[['A3', 2.0], ['B-3', 1.0]];[['D3', 1.0], ['C3', 0.5], ['B-2', 0.5], ['A2', 0.5], ['G2', 0.5]];1;bach;bwv366
[['A4', 2.0], ['D5', 1.0]];[['F4', 1.5], ['G4', 0.5], ['A4', 1.0]];[['C4', 1.0], ['D4', 0.5], ['E4', 0.5], ['F4', 1.0]];[['F2', 0.5], ['G2', 0.5], ['F2', 0.5], ['E2', 0.5], ['D2', 1.0]];2;bach;bwv366
[['C#5', 2.0], ['C#5', 1.0]];[['A4', 2.0], ['A4', 1.0]];[['E4', 2.0], ['E4', 1.0]];[['A2', 2.0], ['A2', 1.0]];3;bach;bwv366
[['D5', 2.0], ['E5', 1.0]];[['A4', 2.0], ['A4', 1.0]];[['F4', 2.0], ['E4', 1.0]];[['D3', 0.5], ['E3', 0.5], ['F3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5]];4;bach;bwv366
[['F5', 3.0]];[['A4', 1.5], ['G4', 0.5], ['F4', 0.5], ['E4', 0.5]];[['D4', 0.5], ['C#4', 0.5], ['D4', 0.5], ['E4', 0.5], ['D4', 0.5], ['C4', 0.5]];[['D3', 3.0]];5;bach;bwv366
[['F4', 1.0], ['G4', 1.5], ['G4', 0.5]];[['F4', 2.0], ['E4', 1.0]];[['B-3', 0.5], ['A3', 0.5], ['D4', 1.0], ['C4', 0.75], ['B-3', 0.25]];[['D3', 0.5], ['C3', 0.5], ['B-2', 1.0], ['C3', 1.0]];6;bach;bwv366
[['F4', 3.0]];[['C4', 3.0]];[['A3', 3.0]];[['F2', 3.0]];7;bach;bwv366
[['D4', 2.0], ['E4', 1.0]];[['A3', 2.0], ['C#4', 1.0]];[['F3', 0.5], ['G3', 0.5], ['A3', 1.0], ['G3', 1.0]];[['D3', 0.5], ['E3', 0.5], ['F3', 0.5], ['G3', 0.5], ['F3', 0.5], ['E3', 0.5]];8;bach;bwv366
[['F4', 2.0], ['G4', 1.0]];[['D4', 2.0], ['E4', 1.0]];[['A3', 2.0], ['B-3', 1.0]];[['D3', 1.0], ['C3', 0.5], ['B-2', 0.5], ['A2', 0.5], ['G2', 0.5]];9;bach;bwv366
[['A4', 2.0], ['D5', 1.0]];[['F4', 1.5], ['G4', 0.5], ['A4', 1.0]];[['C4', 1.0], ['D4', 0.5], ['E4', 0.5], ['F4', 1.0]];[['F2', 0.5], ['G2', 0.5], ['F2', 0.5], ['E2', 0.5], ['D2', 1.0]];10;bach;bwv366
[['C#5', 2.0], ['C#5', 1.0]];[['A4', 2.0], ['A4', 1.0]];[['E4', 2.0], ['E4', 1.0]];[['A2', 2.0], ['A2', 1.0]];11;bach;bwv366
[['D5', 2.0], ['E5', 1.0]];[['A4', 2.0], ['A4', 1.0]];[['F4', 2.0], ['E4', 1.0]];[['D3', 0.5], ['E3', 0.5], ['F3', 0.5], ['E3', 0.5], ['D3', 0.5], ['C#3', 0.5]];12;bach;bwv366
[['F5', 3.0]];[['A4', 1.5], ['G4', 0.5], ['F4', 0.5], ['E4', 0.5]];[['D4', 0.5], ['C#4', 0.5], ['D4', 0.5], ['E4', 0.5], ['D4', 0.5], ['C4', 0.5]];[['D3', 3.0]];13;bach;bwv366
[['F4', 1.0], ['G4', 1.5], ['G4', 0.5]];[['F4', 2.0], ['E4', 1.0]];[['B-3', 0.5], ['A3', 0.5], ['D4', 1.0], ['C4', 0.75], ['B-3', 0.25]];[['D3', 0.5], ['C3', 0.5], ['B-2', 1.0], ['C3', 1.0]];14;bach;bwv366
[['F4', 3.0]];[['C4', 3.0]];[['A3', 3.0]];[['F2', 3.0]];15;bach;bwv366
[['G4', 2.0], ['G4', 1.0]];[['E4', 1.0], ['F4', 1.0], ['G4', 1.0]];[['C4', 2.0], ['C4', 1.0]];[['C3', 1.0], ['D3', 1.0], ['E3', 1.0]];16;bach;bwv366
[['A4', 2.0], ['C5', 1.0]];[['G4', 0.5], ['F4', 0.5], ['F4', 0.5], ['E4', 0.5], ['F4', 1.0]];[['C4', 1.5], ['B-3', 0.5], ['A3', 1.0]];[['F3', 1.0], ['G3', 1.0], ['A3', 1.0]];17;bach;bwv366
[['B-4', 2.0], ['G4', 1.0]];[['F4', 1.0], ['E4', 0.5], ['D4', 0.5], ['E4', 1.0]];[['D4', 2.0], ['C4', 1.0]];[['G3', 1.0], ['G2', 1.0], ['C3', 1.0]];18;bach;bwv366
[['A4', 2.0], ['A4', 1.0]];[['F4', 2.0], ['F4', 1.0]];[['C4', 2.0], ['C4', 1.0]];[['F3', 2.0], ['F3', 1.0]];19;bach;bwv366
[['C5', 2.0], ['C5', 1.0]];[['A4', 2.0], ['A4', 0.5], ['G4', 0.5]];[['F4', 2.0], ['F4', 0.5], ['E-4', 0.5]];[['F3', 1.0], ['F2', 0.5], ['G2', 0.5], ['A2', 1.0]];20;bach;bwv366
[['D5', 2.0], ['F5', 1.0]];[['F4', 0.5], ['E4', 0.5], ['F4', 0.5], ['G4', 0.5], ['A4', 1.0]];[['D4', 2.0], ['C4', 1.0]];[['B-2', 1.0], ['B-3', 1.0], ['A3', 1.0]];21;bach;bwv366
[['E5', 1.0], ['D5', 1.0], ['C#5', 1.0]];[['B-4', 0.5], ['G4', 0.5], ['F4', 0.5], ['E4', 0.5], ['E4', 0.5], ['G4', 0.5]];[['B-3', 1.0], ['B3', 1.0], ['A3', 1.0]];[['G3', 1.0], ['G#3', 1.0], ['A3', 1.0]];22;bach;bwv366
[['D5', 2.0], ['D5', 1.0]];[['F#4', 2.0], ['F#4', 1.0]];[['A3', 2.0], ['A3', 1.0]];[['D3', 2.0], ['D3', 1.0]];23;bach;bwv366
